Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),12665.29,0.00,19161.17,,,,,,15892.17,,16809.95,17097.83,17645.52,4869.16
Active Decode Throughput Per User (tokens/sec/user),60.27,0.00,264.63,,,,,,64.56,,78.85,92.87,103.34,18.59
Active Prefill Throughput (tokens/sec),636.51,17.06,16343.26,,,,,,525.04,,989.75,1174.54,1724.33,1062.16
Active Prefill Throughput Per User (tokens/sec/user),106.37,5.69,1167.25,,,,,,95.90,,164.96,190.24,283.27,53.99
Active Total Throughput (tokens/sec),13172.29,72.24,16343.26,,,,,,14536.59,,15091.20,15413.67,15873.93,3792.48
Credit-to-Start Latency (ms),1.84,0.36,17.44,3760.22,0.43,0.54,0.77,1.11,1.53,2.39,3.14,3.44,5.71,1.27
Decode Duration (ms),33846.36,2292.91,94234.00,69317349.33,5477.30,7575.88,10208.95,15323.13,26382.65,51726.94,70715.40,74256.79,80913.50,22369.29
E2E Output Token Throughput (tokens/sec/user),54.49,19.25,82.66,111593.88,40.64,46.98,48.66,51.75,54.47,57.06,59.75,62.19,73.00,5.49
Effective Concurrency,228.40,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,69.18
Effective Decode Concurrency,222.86,0.00,256.00,,,,,,250.00,,253.00,254.00,255.00,68.65
Effective Decode Throughput (tokens/sec),12643.08,0.00,19161.17,,,,,,15887.88,,16809.95,17097.83,17645.52,4893.67
Effective Decode Throughput Per User (tokens/sec/user),60.17,0.00,264.63,,,,,,64.55,,78.84,92.83,103.34,18.75
Effective Latency (CO-aware) (ms),34705.12,3033.43,96745.43,71076085.07,6220.84,8310.36,11011.90,16149.88,27114.39,52507.20,71518.60,75243.64,81850.26,22385.43
Effective Prefill Concurrency,5.55,0.00,256.00,,,,,,5.00,,8.00,10.00,15.00,15.20
Effective Prefill Throughput (tokens/sec),528.83,0.00,16343.26,,,,,,449.49,,937.32,1126.52,1657.55,997.14
Effective Prefill Throughput Per User (tokens/sec/user),88.38,0.00,1167.25,,,,,,86.22,,157.08,183.50,276.06,63.34
Effective Total Throughput (tokens/sec),13171.92,0.00,16343.26,,,,,,14536.59,,15091.20,15413.67,15873.93,3793.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,413.05,31.00,1128.00,845936.00,69.00,94.00,125.00,185.00,315.50,626.00,856.00,900.30,972.06,274.15
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.12,0.00,19.40,242.62,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.32,2.80,0.78
HTTP Connection Overhead (ms),0.14,0.00,19.40,291.81,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.32,2.80,0.94
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),176.88,14.22,483.13,362257.39,30.46,40.98,53.80,80.07,134.99,268.65,365.20,384.34,416.35,116.85
HTTP Data Sent (KB),0.35,0.18,1.95,723.97,0.19,0.20,0.21,0.25,0.31,0.39,0.55,0.67,0.91,0.18
HTTP DNS Lookup (ms),0.02,0.00,3.41,49.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27
HTTP Duration (excl. conn) (ms),34703.22,3031.73,96743.78,71072185.57,6219.77,8307.19,11008.79,16148.76,27111.15,52504.72,71517.43,75242.95,81848.09,22385.39
HTTP Receiving (ms),33860.73,2367.05,94234.00,69346778.40,5533.98,7607.59,10225.72,15373.23,26404.07,51726.93,70715.49,74256.80,80913.50,22365.84
HTTP Sending (ms),0.27,0.06,19.59,545.26,0.11,0.12,0.12,0.13,0.15,0.16,0.38,0.51,3.05,0.79
HTTP Total Time (ms),34703.36,3031.73,96743.78,71072477.38,6219.91,8307.19,11008.79,16148.76,27111.15,52504.72,71517.43,75243.10,81848.09,22385.40
HTTP Waiting (TTFB) (ms),842.22,484.56,12081.30,1724861.91,556.09,573.56,626.37,660.72,739.39,860.15,1118.71,1282.98,1729.93,575.15
Input Sequence Length (tokens),80.35,18.00,768.00,164557.00,24.00,30.00,33.00,44.00,61.00,88.00,147.00,206.00,339.00,72.55
Inter Chunk Latency (ms),82.18,26.76,12729.29,69317349.33,52.24,65.46,68.07,70.39,72.03,74.06,137.69,152.74,166.39,60.79
Inter Token Latency (ms),17.84,11.93,50.30,36535.84,13.51,15.47,16.17,16.94,17.72,18.55,19.54,20.20,22.71,2.06
Output Sequence Length (tokens),1921.97,126.00,4096.00,3936187.00,291.81,435.70,574.70,845.00,1472.00,2930.00,4096.00,4096.00,4096.00,1280.40
Output Token Count (tokens),423.18,1.00,1457.00,755370.00,62.84,140.00,178.00,256.00,371.00,557.00,750.00,838.80,1067.04,223.76
Output Token Throughput Per User (tokens/sec/user),56.63,19.88,83.83,115968.50,44.04,49.50,51.18,53.91,56.43,59.05,61.85,64.64,74.04,5.36
Prefill Throughput Per User (tokens/sec/user),104.44,3.44,1167.25,213895.12,20.74,31.94,39.40,53.84,78.33,119.02,190.36,274.48,445.30,94.05
Reasoning Token Count (tokens),1553.13,66.00,4096.00,3180817.00,168.00,267.35,358.70,565.25,1016.00,2245.75,4096.00,4096.00,4096.00,1285.44
