Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4156.61,0.00,5030.74,,,,,,4435.98,,4693.71,4743.75,4829.32,958.24
Active Decode Throughput Per User (tokens/sec/user),75.49,0.00,244.41,,,,,,74.35,,77.58,85.56,111.15,8.05
Active Prefill Throughput (tokens/sec),5364.04,211.93,43461.21,,,,,,4415.72,,8823.95,10386.67,31988.73,4663.50
Active Prefill Throughput Per User (tokens/sec/user),1291.38,211.93,1717.74,,,,,,1322.34,,1446.66,1481.60,1588.12,229.18
Active Total Throughput (tokens/sec),8517.95,75.25,43461.21,,,,,,8372.23,,12790.39,14053.36,27381.71,4626.08
Credit-to-Start Latency (ms),1.43,0.57,17.70,733.28,0.73,0.98,1.08,1.20,1.32,1.44,1.79,2.40,2.83,0.86
Decode Duration (ms),13224.14,4608.14,21625.11,6770761.29,7272.62,9420.51,10345.37,11789.10,13190.25,14791.64,15980.28,16549.99,18721.53,2299.46
E2E Output Token Throughput (tokens/sec/user),70.36,34.51,104.70,36022.07,45.63,50.69,54.35,62.75,69.70,77.73,85.70,91.57,100.27,12.08
Effective Concurrency,59.87,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,13.37
Effective Decode Concurrency,55.90,0.00,64.00,,,,,,60.00,,63.00,64.00,64.00,13.89
Effective Decode Throughput (tokens/sec),4138.46,0.00,5030.74,,,,,,4435.17,,4693.22,4743.75,4829.32,994.66
Effective Decode Throughput Per User (tokens/sec/user),75.16,0.00,244.41,,,,,,74.34,,77.54,85.53,111.15,9.45
Effective Latency (CO-aware) (ms),14165.70,5462.43,22504.57,7252838.85,7985.20,10292.22,11235.49,12695.29,14072.92,15642.11,17102.53,18205.52,20008.29,2397.58
Effective Prefill Concurrency,3.97,0.00,64.00,,,,,,3.00,,7.00,9.00,50.00,6.83
Effective Prefill Throughput (tokens/sec),4379.22,0.00,43461.21,,,,,,3931.02,,8505.59,9877.78,26330.90,4697.67
Effective Prefill Throughput Per User (tokens/sec/user),1054.29,0.00,1717.74,,,,,,1296.15,,1434.91,1475.94,1535.13,541.15
Effective Total Throughput (tokens/sec),8517.68,0.00,43461.21,,,,,,8372.23,,12790.39,14052.87,27381.71,4626.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,262.48,94.00,425.00,134390.00,146.10,191.55,204.20,233.00,263.00,294.00,317.00,329.00,370.56,45.58
