Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),704.81,0.00,1178.14,,,,,,757.49,,875.52,906.13,962.37,207.97
Active Decode Throughput Per User (tokens/sec/user),97.35,0.00,314.98,,,,,,102.56,,116.89,124.03,150.15,23.33
Active Prefill Throughput (tokens/sec),136.86,33.73,1385.66,,,,,,89.52,,289.22,374.11,886.65,153.88
Active Prefill Throughput Per User (tokens/sec/user),112.54,32.12,658.17,,,,,,70.98,,258.89,360.81,658.17,107.06
Active Total Throughput (tokens/sec),736.49,39.65,1896.46,,,,,,778.60,,848.37,887.54,1059.75,164.27
Credit-to-Start Latency (ms),1.53,0.61,3.60,153.05,0.65,0.68,0.79,1.03,1.34,1.94,2.61,3.01,3.44,0.71
Decode Duration (ms),15011.18,1976.28,43564.86,1501117.89,2081.52,2957.53,3845.13,7515.94,11774.99,21120.36,30500.81,36944.21,42082.46,10334.95
E2E Output Token Throughput (tokens/sec/user),94.06,51.10,126.57,9406.21,60.45,73.07,77.47,87.15,95.91,101.84,106.60,111.88,125.97,12.77
Effective Concurrency,7.62,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.45
Effective Decode Concurrency,7.30,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.56
Effective Decode Throughput (tokens/sec),702.66,0.00,1178.14,,,,,,756.86,,875.41,905.92,962.37,211.26
Effective Decode Throughput Per User (tokens/sec/user),97.05,0.00,314.98,,,,,,102.52,,116.78,123.78,150.15,23.90
Effective Latency (CO-aware) (ms),15677.89,2635.12,44173.09,1567789.35,2706.21,3634.21,4974.36,8144.20,12363.83,22285.80,31098.59,37472.89,42780.30,10324.86
Effective Prefill Concurrency,0.32,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.75
Effective Prefill Throughput (tokens/sec),33.82,0.00,1385.66,,,,,,0.00,,102.40,170.56,374.11,96.62
Effective Prefill Throughput Per User (tokens/sec/user),27.81,0.00,658.17,,,,,,0.00,,88.42,119.59,360.81,72.03
Effective Total Throughput (tokens/sec),736.48,0.00,1896.46,,,,,,778.60,,848.37,887.54,1059.75,164.30
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,384.96,53.00,1091.00,38496.00,53.00,74.95,95.50,189.50,303.00,546.75,806.10,963.40,1056.35,263.27
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),165.88,23.75,468.84,16587.75,23.80,33.51,41.83,82.38,131.46,235.62,344.70,412.09,456.87,112.75
HTTP Data Sent (KB),0.41,0.19,1.76,40.63,0.21,0.23,0.24,0.25,0.32,0.39,0.71,1.02,1.68,0.29
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15676.29,2634.24,44172.22,1567629.39,2704.63,3633.05,4973.28,8142.55,12361.47,22284.84,31096.58,37469.96,42779.16,10324.74
HTTP Receiving (ms),15020.86,1976.28,43564.87,1502086.32,2081.53,2959.49,3881.56,7525.26,11775.00,21158.90,30504.65,36944.23,42082.47,10334.27
HTTP Sending (ms),0.14,0.11,0.41,14.44,0.11,0.12,0.12,0.12,0.14,0.15,0.16,0.19,0.40,0.04
HTTP Total Time (ms),15676.29,2634.24,44172.22,1567629.39,2704.63,3633.05,4973.28,8142.55,12361.47,22284.84,31096.58,37469.96,42779.16,10324.74
HTTP Waiting (TTFB) (ms),655.29,448.05,1260.83,65528.63,502.06,530.14,534.88,551.85,613.29,684.31,738.47,1259.44,1260.81,168.67
Input Sequence Length (tokens),69.57,24.00,361.00,6957.00,24.00,27.95,30.90,34.00,47.50,67.50,170.70,212.30,343.18,65.25
Inter Chunk Latency (ms),39.12,21.24,408.98,1501117.89,28.97,34.02,35.52,36.59,37.51,38.36,39.97,40.82,140.88,14.17
Inter Token Latency (ms),10.12,7.02,18.47,1012.38,7.33,8.09,8.51,9.14,9.71,10.76,12.27,13.19,15.39,1.69
Output Sequence Length (tokens),1446.49,233.00,4096.00,144649.00,251.81,336.00,400.40,820.00,1161.50,1962.00,2648.60,3450.95,4096.00,945.36
Output Token Count (tokens),349.71,10.00,1874.00,33572.00,10.95,18.00,26.50,70.25,136.50,586.25,955.50,1159.25,1412.30,404.65
Output Token Throughput Per User (tokens/sec/user),101.15,54.15,142.53,10114.96,64.98,75.84,81.48,92.92,103.03,109.35,117.53,123.68,136.35,14.77
Prefill Throughput Per User (tokens/sec/user),112.06,24.58,658.17,11205.82,33.64,43.77,47.50,52.85,67.05,111.93,261.39,356.53,568.74,112.75
Reasoning Token Count (tokens),1110.77,149.00,4096.00,111077.00,207.41,262.80,326.90,632.75,875.50,1260.00,2030.50,2904.35,4096.00,858.51
Request Latency (ms),15666.69,2634.30,44172.29,1566668.80,2704.69,3632.02,4973.35,8133.30,12361.59,22246.39,31062.19,37470.03,42779.22,10325.41
Time to First Output Token (ms),10636.19,1868.78,43212.73,1021073.91,2445.19,3236.60,3822.57,6644.81,9197.59,13695.98,17860.44,22557.31,29584.03,6332.50
Time to First Token (ms),655.51,448.28,1261.03,65550.91,502.25,530.35,535.11,552.08,613.53,684.53,738.65,1259.69,1261.03,168.68
Time to Second Token (ms),38.93,27.77,407.52,3892.81,31.55,32.57,33.60,34.38,35.13,36.19,37.38,38.00,45.15,37.08
Tokens In Flight (tokens),8068.16,0.00,18415.11,,,,,,7615.60,,13027.33,14851.98,17408.90,3662.09
Usage Completion Tokens (tokens),1446.49,233.00,4096.00,144649.00,251.81,336.00,400.40,820.00,1161.50,1962.00,2648.60,3450.95,4096.00,945.36
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),69.57,24.00,361.00,6957.00,24.00,27.95,30.90,34.00,47.50,67.50,170.70,212.30,343.18,65.25
Usage Reasoning Tokens (tokens),1110.77,149.00,4096.00,111077.00,207.41,262.80,326.90,632.75,875.50,1260.00,2030.50,2904.35,4096.00,858.51
Usage Total Tokens (tokens),1516.06,268.00,4369.00,151606.00,296.71,364.15,541.50,906.50,1242.50,2011.00,2683.60,3490.65,4149.22,945.54

Metric,Value
Benchmark Duration (sec),205.71
Input Token Throughput (tokens/sec),33.82
Output Token Throughput (tokens/sec),703.15
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),0.49
Total Input Sequence Length (tokens),6957.00
Total Output Sequence Length (tokens),144649.00
Total Output Tokens (tokens),33572.00
Total Reasoning Tokens (tokens),111077.00
Total Token Throughput (tokens/sec),736.97
Total Usage Completion Tokens (tokens),144649.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),6957.00
Total Usage Reasoning Tokens (tokens),111077.00
Total Usage Total Tokens (tokens),151606.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
