Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3028.96,0.00,6807.80,,,,,,2821.54,,5735.76,6226.20,6609.74,1830.49
Active Decode Throughput Per User (tokens/sec/user),79.75,0.00,196.14,,,,,,77.74,,86.22,94.13,110.19,7.54
Active Prefill Throughput (tokens/sec),3570.50,67.62,9349.07,,,,,,2882.06,,6500.47,7801.87,9089.34,2004.17
Active Prefill Throughput Per User (tokens/sec/user),2062.96,67.62,3302.65,,,,,,2149.77,,2893.34,3029.78,3302.65,731.00
Active Total Throughput (tokens/sec),4592.02,64.93,13466.52,,,,,,4812.96,,8722.91,10478.47,12293.59,3280.37
Credit-to-Start Latency (ms),1.59,0.40,3.69,254.02,0.45,0.56,0.68,0.99,1.42,2.11,2.61,2.92,3.51,0.76
Decode Duration (ms),21279.62,1886.95,53414.85,3404738.96,2077.37,3198.75,4564.68,9183.53,20813.84,29397.89,41139.18,45390.51,51559.48,13310.75
E2E Output Token Throughput (tokens/sec/user),78.31,37.38,121.39,12529.23,37.73,54.90,57.98,63.17,75.95,94.74,104.47,108.78,115.65,18.68
Effective Concurrency,40.42,0.00,80.00,,,,,,38.00,,76.00,80.00,80.00,24.52
Effective Decode Concurrency,38.95,0.00,80.00,,,,,,37.00,,74.00,78.00,80.00,23.92
Effective Decode Throughput (tokens/sec),3017.86,0.00,6807.80,,,,,,2819.80,,5735.76,6224.96,6609.74,1836.28
Effective Decode Throughput Per User (tokens/sec/user),79.46,0.00,196.14,,,,,,77.72,,86.19,94.13,110.19,8.94
Effective Latency (CO-aware) (ms),22089.14,2348.49,53822.85,3534262.40,2898.10,4066.88,5454.24,9836.06,21620.32,30283.15,42068.97,46130.61,52415.57,13336.84
Effective Prefill Concurrency,1.47,0.00,80.00,,,,,,0.00,,2.00,3.00,10.00,7.37
Effective Prefill Throughput (tokens/sec),1573.84,0.00,9349.07,,,,,,0.00,,5051.82,6471.42,9089.34,2216.52
Effective Prefill Throughput Per User (tokens/sec/user),909.34,0.00,3302.65,,,,,,0.00,,2803.97,2859.43,3256.26,1133.39
Effective Total Throughput (tokens/sec),4591.71,0.00,13466.52,,,,,,4812.96,,8722.91,10478.47,12293.59,3280.48
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,431.87,37.00,1127.00,69099.00,41.36,62.85,89.80,181.00,410.50,596.00,878.00,943.55,1043.81,279.76
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.20,0.00,26.06,192.01,0.00,0.00,0.00,0.00,0.00,1.34,3.53,4.24,23.62,3.46
HTTP Connection Overhead (ms),1.51,0.00,29.41,242.36,0.00,0.00,0.00,0.00,0.00,1.34,6.10,7.61,23.62,3.95
HTTP Connection Reused (ratio),0.60,0.00,1.00,96.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),186.37,17.04,483.95,29819.09,19.06,28.21,39.29,79.24,176.51,256.26,376.25,404.42,446.32,119.88
HTTP Data Sent (KB),3.58,0.19,18.09,572.38,0.22,0.24,0.26,0.34,1.37,6.31,9.88,11.76,16.35,4.20
HTTP DNS Lookup (ms),0.31,0.00,3.66,50.35,0.00,0.00,0.00,0.00,0.00,0.00,0.25,3.22,3.42,0.95
HTTP Duration (excl. conn) (ms),22087.48,2347.92,53821.33,3533996.91,2896.95,4065.79,5452.80,9834.64,21618.31,30281.58,42066.47,46128.79,52413.86,13336.71
HTTP Receiving (ms),21286.33,1886.95,53415.09,3405812.90,2077.37,3198.80,4611.55,9183.53,20813.86,29445.63,41139.20,45390.51,51559.58,13307.26
HTTP Sending (ms),1.37,0.11,26.27,218.71,0.13,0.13,0.14,0.15,0.19,1.51,3.75,4.43,23.79,3.46
HTTP Total Time (ms),22089.00,2347.92,53821.33,3534239.27,2899.43,4073.20,5455.32,9834.64,21618.85,30281.70,42066.47,46128.82,52427.84,13336.30
HTTP Waiting (TTFB) (ms),799.78,313.24,1469.10,127965.30,400.37,472.50,572.85,720.48,779.95,869.18,986.12,1145.36,1390.44,182.69
Input Sequence Length (tokens),860.04,24.00,4391.00,137606.00,25.18,30.95,34.00,50.00,307.00,1473.50,2284.30,2862.85,4149.41,1046.00
Inter Chunk Latency (ms),49.41,23.13,170.88,3404738.96,38.16,42.85,44.86,48.46,49.74,51.81,52.34,53.24,55.80,3.90
Inter Token Latency (ms),12.81,7.42,24.96,2048.99,7.73,8.13,8.52,9.93,12.36,15.19,16.85,17.67,23.85,3.57
Output Sequence Length (tokens),1650.13,195.00,4096.00,264021.00,212.26,328.60,496.00,861.75,1549.00,2264.25,2885.00,4096.00,4096.00,1004.40
Output Token Count (tokens),512.16,10.00,2088.00,77849.00,12.00,27.10,47.20,148.50,367.50,810.00,1170.70,1341.15,1689.11,438.02
Output Token Throughput Per User (tokens/sec/user),83.99,40.06,134.69,13437.76,41.99,56.58,59.35,65.84,80.88,100.73,117.42,123.05,129.44,22.24
Prefill Throughput Per User (tokens/sec/user),992.27,31.33,3302.65,158763.54,31.97,36.59,44.14,66.16,510.80,1798.71,2491.16,2824.92,3161.61,1015.75
Reasoning Token Count (tokens),1163.58,31.00,4096.00,186172.00,100.18,232.75,305.20,601.75,937.50,1315.00,2065.20,3768.25,4096.00,919.52
Request Latency (ms),22080.85,2347.97,53821.39,3532935.46,2897.06,4065.91,5405.05,9834.70,21618.38,30233.92,42066.52,46128.86,52413.75,13340.19
Time to First Output Token (ms),13745.80,1230.78,50157.89,2089361.25,1662.61,3242.85,4169.03,6364.90,13693.15,18438.39,22646.41,26453.22,39021.29,8152.29
Time to First Token (ms),801.23,313.59,1469.35,128196.51,400.61,472.70,573.08,721.99,780.17,871.90,986.34,1145.60,1390.65,182.79
Time to Second Token (ms),50.14,27.55,57.18,8023.06,37.08,44.94,45.92,48.46,51.31,52.04,52.62,53.42,56.65,3.68
Tokens In Flight (tokens),82165.79,0.00,128929.37,,,,,,90616.33,,120850.88,124354.29,127473.27,35696.11
Usage Completion Tokens (tokens),1650.13,195.00,4096.00,264021.00,212.26,328.60,496.00,861.75,1549.00,2264.25,2885.00,4096.00,4096.00,1004.40
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),860.04,24.00,4391.00,137606.00,25.18,30.95,34.00,50.00,307.00,1473.50,2284.30,2862.85,4149.41,1046.00
Usage Reasoning Tokens (tokens),1163.58,31.00,4096.00,186172.00,100.18,232.75,305.20,601.75,937.50,1315.00,2065.20,3768.25,4096.00,919.52
Usage Total Tokens (tokens),2510.17,246.00,8239.00,401627.00,272.47,530.60,655.80,1278.50,1998.50,3691.75,4965.00,5562.00,6721.40,1645.09

Metric,Value
Benchmark Duration (sec),87.43
Input Token Throughput (tokens/sec),1573.84
Output Token Throughput (tokens/sec),3019.69
Overall Usage Prompt Cache Read % (%),0.00
Request Count,160.00
Request Throughput (requests/sec),1.83
Total Input Sequence Length (tokens),137606.00
Total Output Sequence Length (tokens),264021.00
Total Output Tokens (tokens),77849.00
Total Reasoning Tokens (tokens),186172.00
Total Token Throughput (tokens/sec),4593.54
Total Usage Completion Tokens (tokens),264021.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),137606.00
Total Usage Reasoning Tokens (tokens),186172.00
Total Usage Total Tokens (tokens),401627.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
