Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4538.98,0.00,5947.62,,,,,,5206.10,,5462.18,5523.89,5629.00,1481.97
Active Decode Throughput Per User (tokens/sec/user),85.37,0.00,270.71,,,,,,84.41,,96.08,117.06,138.29,16.29
Active Prefill Throughput (tokens/sec),2628.52,221.66,33455.66,,,,,,1676.89,,4290.76,4920.15,20509.36,2982.41
Active Prefill Throughput Per User (tokens/sec/user),1379.67,221.66,1703.49,,,,,,1404.38,,1562.22,1664.46,1685.22,206.80
Active Total Throughput (tokens/sec),5927.61,87.97,33455.66,,,,,,5831.04,,8268.76,9364.13,11925.40,2889.73
Credit-to-Start Latency (ms),2.56,0.49,15.58,1312.45,0.74,0.90,1.03,1.47,2.33,3.16,4.57,5.12,6.63,1.55
Decode Duration (ms),41001.73,4667.60,121363.66,20992885.86,5483.00,10474.26,13600.11,21814.16,38948.92,53257.88,80540.25,88161.82,96511.93,23433.10
E2E Output Token Throughput (tokens/sec/user),73.99,32.40,121.22,37881.06,43.83,51.44,54.75,62.09,73.98,85.46,92.01,98.03,105.60,14.69
Effective Concurrency,56.56,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,17.70
Effective Decode Concurrency,55.31,0.00,64.00,,,,,,63.00,,64.00,64.00,64.00,17.76
Effective Decode Throughput (tokens/sec),4530.26,0.00,5947.62,,,,,,5205.22,,5461.86,5523.89,5629.00,1493.83
Effective Decode Throughput Per User (tokens/sec/user),85.20,0.00,270.71,,,,,,84.41,,95.94,117.02,138.29,16.70
Effective Latency (CO-aware) (ms),41942.20,5390.73,122266.13,21474407.24,6497.02,11496.61,14420.11,22521.50,39684.28,54178.74,81241.04,88811.80,97557.77,23474.24
Effective Prefill Concurrency,1.25,0.00,64.00,,,,,,1.00,,2.00,3.00,6.00,4.55
Effective Prefill Throughput (tokens/sec),1397.18,0.00,33455.66,,,,,,1229.46,,3097.59,4320.87,7322.97,2539.37
Effective Prefill Throughput Per User (tokens/sec/user),733.36,0.00,1703.49,,,,,,1126.24,,1533.49,1563.48,1682.41,704.78
Effective Total Throughput (tokens/sec),5927.44,0.00,33455.66,,,,,,5831.04,,8268.76,9364.13,11925.40,2889.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,765.74,84.00,2294.00,392060.00,99.77,196.55,254.40,393.00,723.50,970.50,1510.80,1622.00,1837.56,442.91
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,4.57,105.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,4.39,0.80
HTTP Connection Overhead (ms),0.31,0.00,8.27,158.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,7.92,1.34
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),332.53,37.11,987.19,170257.36,43.80,85.38,110.53,169.54,314.43,421.31,665.26,708.52,800.91,193.44
HTTP Data Sent (KB),4.53,3.96,4.98,2319.21,4.15,4.27,4.33,4.42,4.52,4.64,4.75,4.79,4.89,0.16
HTTP DNS Lookup (ms),0.10,0.00,3.75,52.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.58
HTTP Duration (excl. conn) (ms),41939.56,5387.46,122264.90,21473056.99,6495.41,11494.75,14415.71,22518.72,39681.58,54177.05,81238.10,88809.95,97556.42,23474.20
HTTP Receiving (ms),41011.22,4720.79,121363.67,20997742.88,5488.78,10474.26,13621.38,21830.62,38948.92,53297.60,80545.64,88161.82,96511.94,23430.98
HTTP Sending (ms),0.37,0.11,4.80,189.33,0.12,0.12,0.12,0.13,0.15,0.16,0.53,2.18,4.61,0.82
HTTP Total Time (ms),41939.87,5387.46,122264.90,21473215.14,6495.41,11494.75,14415.75,22518.72,39681.58,54182.99,81238.10,88809.95,97556.47,23474.24
HTTP Waiting (TTFB) (ms),927.98,607.96,4671.31,475124.78,613.53,620.48,654.03,676.19,759.61,826.91,1863.84,2315.73,2953.95,544.41
Input Sequence Length (tokens),1036.00,1036.00,1036.00,530432.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),53.63,25.38,256.76,20992885.86,47.61,50.03,50.78,51.77,52.14,52.62,56.83,57.66,125.79,10.68
Inter Token Latency (ms),13.58,8.16,20.85,6954.99,9.39,10.10,10.73,11.51,13.16,15.37,17.27,18.01,20.26,2.53
OSL Mismatch Diff % (%),-58.98,-96.56,0.00,-30199.05,-96.00,-92.29,-89.58,-83.31,-63.45,-47.07,0.00,0.00,0.00,28.61
Output Sequence Length (tokens),3360.15,282.00,8192.00,1720398.00,327.54,631.55,853.50,1367.25,2994.50,4336.25,8192.00,8192.00,8192.00,2343.45
Output Token Count (tokens),1044.47,38.00,7326.00,467921.00,115.94,190.40,250.70,395.00,1356.50,1618.00,1737.60,1787.45,1923.06,687.89
Output Token Throughput Per User (tokens/sec/user),76.12,47.97,122.61,38975.49,49.36,55.52,57.91,65.08,75.98,86.90,93.16,99.00,106.47,13.75
Prefill Throughput Per User (tokens/sec/user),1299.44,221.66,1703.49,665315.41,350.43,446.61,556.29,1252.54,1363.46,1531.63,1583.48,1669.13,1687.56,335.64
Reasoning Token Count (tokens),2446.24,122.00,8192.00,1252477.00,150.77,286.10,544.30,895.00,1522.50,2774.75,8192.00,8192.00,8192.00,2405.25
Request Latency (ms),41930.16,5334.33,122264.96,21468239.95,6449.05,11494.82,14415.77,22506.19,39681.65,54175.22,81222.23,88810.01,97556.47,23476.30
Time to First Output Token (ms),23020.56,2778.31,87716.86,10313211.24,3582.84,5708.36,8815.77,13624.59,20041.93,30736.53,40922.26,47393.71,62741.49,13096.61
