Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),645.32,0.00,1023.77,,,,,,674.15,,711.92,727.41,777.72,83.61
Active Decode Throughput Per User (tokens/sec/user),170.88,0.00,449.92,,,,,,171.72,,182.82,188.32,208.92,11.97
Active Prefill Throughput (tokens/sec),161.09,41.27,880.46,,,,,,120.40,,291.74,389.20,705.19,131.55
Active Prefill Throughput Per User (tokens/sec/user),146.68,41.27,705.19,,,,,,118.53,,222.76,326.69,705.19,105.07
Active Total Throughput (tokens/sec),670.33,92.23,1242.13,,,,,,684.90,,714.85,721.58,834.30,72.72
Credit-to-Start Latency (ms),1.48,0.67,4.11,147.72,0.76,0.79,0.84,0.96,1.15,1.89,2.45,2.74,3.89,0.71
Decode Duration (ms),10446.94,1731.80,29704.72,1044694.22,1732.21,2419.01,2979.64,4236.46,6873.31,15562.46,23815.37,24946.71,28489.52,7933.63
E2E Output Token Throughput (tokens/sec/user),160.81,109.42,193.81,16080.77,115.29,135.83,143.06,151.14,162.92,170.79,176.82,181.01,189.58,15.03
Effective Concurrency,3.96,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.31
Effective Decode Concurrency,3.78,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.52
Effective Decode Throughput (tokens/sec),644.27,0.00,1023.77,,,,,,674.10,,711.91,727.30,777.72,87.50
Effective Decode Throughput Per User (tokens/sec/user),170.60,0.00,449.92,,,,,,171.72,,182.81,188.30,208.92,13.80
Effective Latency (CO-aware) (ms),10940.22,2112.80,30099.40,1094021.91,2281.94,2937.43,3522.25,4705.58,7392.72,15996.54,24326.28,25418.45,29127.64,7939.68
Effective Prefill Concurrency,0.18,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.43
Effective Prefill Throughput (tokens/sec),26.05,0.00,880.46,,,,,,0.00,,103.18,173.99,382.37,79.47
Effective Prefill Throughput Per User (tokens/sec/user),23.72,0.00,705.19,,,,,,0.00,,101.98,162.68,270.32,68.57
Effective Total Throughput (tokens/sec),670.32,0.00,1242.13,,,,,,684.90,,714.85,721.58,834.30,72.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,309.62,52.00,880.00,30962.00,52.00,72.80,91.50,125.00,203.00,456.75,698.40,736.25,831.49,232.32
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),133.72,23.42,378.28,13372.34,23.70,32.10,40.27,55.09,88.56,197.57,300.40,316.21,358.66,99.51
HTTP Data Sent (KB),0.33,0.18,0.93,32.89,0.18,0.19,0.20,0.23,0.30,0.37,0.49,0.58,0.77,0.13
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),10938.67,2111.92,30098.07,1093866.59,2279.03,2935.02,3520.92,4704.44,7391.67,15995.54,24325.25,25417.45,29126.77,7939.79
HTTP Receiving (ms),10452.30,1731.80,29704.73,1045230.05,1732.22,2419.02,2979.64,4236.47,6890.45,15562.46,23815.38,24946.73,28489.53,7933.30
HTTP Sending (ms),0.16,0.12,0.43,16.20,0.13,0.13,0.14,0.15,0.15,0.16,0.16,0.19,0.42,0.05
HTTP Total Time (ms),10938.67,2111.92,30098.07,1093866.59,2279.03,2935.02,3520.92,4704.44,7391.67,15995.54,24325.25,25417.45,29126.77,7939.79
HTTP Waiting (TTFB) (ms),486.20,379.54,639.60,48620.34,382.33,393.16,403.37,428.31,483.57,536.43,578.63,591.11,639.55,67.08
Input Sequence Length (tokens),71.94,21.00,354.00,7194.00,23.97,27.90,31.00,39.00,57.50,88.00,117.10,160.05,270.84,51.51
Inter Chunk Latency (ms),33.87,23.79,71.84,1044694.22,28.90,31.24,32.15,33.22,33.96,34.56,35.03,36.15,38.67,1.90
Inter Token Latency (ms),5.81,4.89,7.57,580.88,5.05,5.20,5.24,5.47,5.73,6.03,6.46,6.96,7.26,0.51
Output Sequence Length (tokens),1780.17,288.00,4096.00,178017.00,321.66,387.20,525.60,743.25,1188.00,2745.50,4096.00,4096.00,4096.00,1283.55
Output Token Count (tokens),416.64,17.00,1122.00,37914.00,43.10,132.00,155.00,235.00,356.00,553.00,791.00,893.00,1054.50,243.83
Output Token Throughput Per User (tokens/sec/user),173.38,132.13,204.65,17337.80,137.80,143.78,154.88,165.87,174.51,182.94,190.90,192.17,197.94,14.08
Prefill Throughput Per User (tokens/sec/user),149.95,41.27,705.19,14994.66,45.71,54.43,63.13,82.84,118.00,180.93,235.97,329.47,626.07,109.39
Reasoning Token Count (tokens),1401.03,176.00,4096.00,140103.00,183.92,219.60,304.90,480.75,824.00,2000.25,3927.80,4096.00,4096.00,1243.37
Request Latency (ms),10933.39,2111.98,30098.14,1093339.22,2279.23,2935.10,3521.00,4704.51,7374.95,15995.61,24325.32,25417.52,29126.85,7940.12
Time to First Output Token (ms),7140.80,1376.54,25887.56,649812.97,1577.01,1905.33,2234.33,3092.58,4940.76,9306.75,17039.92,20465.41,24279.83,5852.93
Time to First Token (ms),486.45,379.77,639.84,48645.00,382.57,393.39,403.60,428.52,483.83,536.66,578.86,591.34,639.79,67.09
Time to Second Token (ms),33.02,23.79,37.85,3301.52,27.96,30.68,31.44,32.72,33.26,33.74,34.36,34.47,36.21,1.63
Tokens In Flight (tokens),5552.42,0.00,14012.11,,,,,,5398.90,,8754.79,9842.01,12310.49,2463.90
Usage Completion Tokens (tokens),1780.17,288.00,4096.00,178017.00,321.66,387.20,525.60,743.25,1188.00,2745.50,4096.00,4096.00,4096.00,1283.55
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),71.94,21.00,354.00,7194.00,23.97,27.90,31.00,39.00,57.50,88.00,117.10,160.05,270.84,51.51
Usage Reasoning Tokens (tokens),1401.03,176.00,4096.00,140103.00,183.92,219.60,304.90,480.75,824.00,2000.25,3927.80,4096.00,4096.00,1243.37
Usage Total Tokens (tokens),1852.11,312.00,4315.00,185211.00,349.62,418.35,578.40,796.75,1269.50,2827.25,4177.60,4213.05,4295.20,1310.72

Metric,Value
Benchmark Duration (sec),276.12
Input Token Throughput (tokens/sec),26.05
Output Token Throughput (tokens/sec),644.63
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),0.36
Total Input Sequence Length (tokens),7194.00
Total Output Sequence Length (tokens),178017.00
Total Output Tokens (tokens),37914.00
Total Reasoning Tokens (tokens),140103.00
Total Token Throughput (tokens/sec),670.68
Total Usage Completion Tokens (tokens),178017.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),7194.00
Total Usage Reasoning Tokens (tokens),140103.00
Total Usage Total Tokens (tokens),185211.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
