Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4082.32,0.00,5643.64,,,,,,4682.33,,4926.57,5008.69,5229.10,1342.97
Active Decode Throughput Per User (tokens/sec/user),77.78,0.00,242.57,,,,,,76.34,,84.80,87.51,105.55,6.38
Active Prefill Throughput (tokens/sec),117.72,27.81,2784.51,,,,,,96.42,,186.88,225.78,310.60,195.23
Active Prefill Throughput Per User (tokens/sec/user),55.98,27.81,114.93,,,,,,55.62,,67.25,72.52,83.09,9.20
Active Total Throughput (tokens/sec),4141.77,31.37,5208.07,,,,,,4774.70,,4922.71,4970.78,5208.07,1377.07
Credit-to-Start Latency (ms),1.79,0.56,13.74,916.85,0.63,0.72,0.81,0.96,1.26,2.32,3.60,4.07,5.84,1.30
Decode Duration (ms),22021.53,2745.83,65602.19,11275023.40,3464.22,4548.76,5536.04,7914.63,13025.55,34281.15,54494.36,58336.48,64212.93,18514.77
E2E Output Token Throughput (tokens/sec/user),75.69,61.04,113.63,38752.23,62.49,65.28,67.30,70.94,74.78,79.95,84.88,87.67,92.75,7.16
Effective Concurrency,54.73,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,18.57
Effective Decode Concurrency,53.46,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,18.28
Effective Decode Throughput (tokens/sec),4073.60,0.00,5643.64,,,,,,4682.02,,4926.51,5008.47,5229.10,1354.72
Effective Decode Throughput Per User (tokens/sec/user),77.61,0.00,242.57,,,,,,76.33,,84.79,87.50,105.55,7.31
Effective Latency (CO-aware) (ms),22553.69,3292.18,66249.24,11547490.59,4001.74,5121.30,6133.74,8435.83,13505.89,34894.37,55136.92,58922.93,64673.64,18510.72
Effective Prefill Concurrency,1.27,0.00,64.00,,,,,,1.00,,3.00,3.00,5.00,3.56
Effective Prefill Throughput (tokens/sec),68.03,0.00,2784.51,,,,,,49.53,,157.71,192.85,279.17,159.39
Effective Prefill Throughput Per User (tokens/sec/user),32.35,0.00,114.93,,,,,,46.24,,63.09,67.89,80.20,28.52
Effective Total Throughput (tokens/sec),4141.63,0.00,5208.07,,,,,,4774.70,,4922.71,4970.78,5208.07,1377.25
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,482.77,61.00,1431.00,247176.00,76.11,100.55,122.10,174.00,286.00,750.50,1203.30,1274.00,1397.45,405.97
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,29.70,160.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,4.65,1.93
HTTP Connection Overhead (ms),0.47,0.00,58.47,242.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03,8.38,3.14
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),207.14,27.13,610.32,106054.12,33.61,43.97,53.56,75.38,122.72,321.20,515.18,545.87,596.26,173.30
HTTP Data Sent (KB),0.23,0.19,0.34,119.82,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.16,0.00,28.78,81.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,1.40
HTTP Duration (excl. conn) (ms),22551.84,3290.80,66248.03,11546539.68,3999.71,5120.04,6130.28,8434.62,13503.73,34893.31,55136.03,58920.55,64672.56,18510.80
HTTP Receiving (ms),22030.59,2745.83,65602.19,11279663.65,3469.30,4568.03,5578.35,7914.67,13070.14,34284.95,54494.37,58359.47,64212.94,18510.97
HTTP Sending (ms),0.46,0.10,29.94,237.88,0.11,0.12,0.12,0.13,0.14,0.16,0.24,2.34,4.88,1.95
HTTP Total Time (ms),22552.31,3290.80,66256.75,11546782.11,3999.75,5120.04,6130.28,8434.62,13503.73,34893.31,55136.03,58921.37,64672.56,18510.71
HTTP Waiting (TTFB) (ms),520.78,399.06,827.59,266638.15,401.78,408.21,413.63,455.58,504.14,584.48,626.50,642.42,820.55,77.77
Input Sequence Length (tokens),28.04,20.00,59.00,14354.00,21.00,23.00,24.00,25.00,27.00,30.00,33.00,36.00,45.78,4.64
Inter Chunk Latency (ms),45.73,23.96,138.64,11275023.40,40.49,42.32,44.24,45.01,45.84,46.24,47.21,48.25,50.05,2.65
