Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),493.67,0.00,923.60,,,,,,504.57,,590.03,630.72,673.39,88.41
Active Decode Throughput Per User (tokens/sec/user),129.52,0.00,342.31,,,,,,128.73,,150.75,159.82,170.03,16.59
Active Prefill Throughput (tokens/sec),1715.78,1086.82,5650.47,,,,,,1628.27,,1778.57,3062.43,3842.32,536.00
Active Prefill Throughput Per User (tokens/sec/user),1592.45,1086.82,1831.06,,,,,,1612.38,,1754.05,1768.02,1791.13,133.31
Active Total Throughput (tokens/sec),640.89,150.15,5650.47,,,,,,519.76,,662.97,1987.81,2195.67,475.15
Credit-to-Start Latency (ms),2.65,0.62,9.33,265.47,0.65,1.17,1.49,1.80,2.51,2.95,3.97,4.27,6.53,1.26
Decode Duration (ms),26832.31,5304.67,70456.75,2683230.69,7083.22,9403.80,12846.90,16744.52,26196.29,31205.68,43951.22,47742.60,61582.42,12427.08
E2E Output Token Throughput (tokens/sec/user),117.82,68.19,198.94,11782.12,72.24,82.95,89.32,95.44,107.26,136.34,158.81,184.67,197.27,30.42
Effective Concurrency,3.92,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.45
Effective Decode Concurrency,3.82,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.54
Effective Decode Throughput (tokens/sec),493.26,0.00,923.60,,,,,,504.52,,590.01,630.61,673.39,89.50
Effective Decode Throughput Per User (tokens/sec/user),129.41,0.00,342.31,,,,,,128.72,,150.73,159.82,170.03,16.99
Effective Latency (CO-aware) (ms),27493.10,6103.93,71095.66,2749310.07,7673.99,10012.43,13529.87,17352.08,26832.41,31830.27,44581.26,48337.27,62242.95,12423.32
Effective Prefill Concurrency,0.09,0.00,4.00,,,,,,0.00,,0.00,1.00,1.00,0.32
Effective Prefill Throughput (tokens/sec),147.62,0.00,5650.47,,,,,,0.00,,0.00,1609.36,1768.02,506.18
Effective Prefill Throughput Per User (tokens/sec/user),137.01,0.00,1831.06,,,,,,0.00,,0.00,1581.79,1748.91,448.27
Effective Total Throughput (tokens/sec),640.89,0.00,5650.47,,,,,,519.76,,662.97,1987.81,2195.67,475.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,799.46,151.00,2103.00,79946.00,208.42,285.55,376.60,502.75,795.00,933.00,1311.10,1408.65,1819.86,368.84
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),347.03,65.53,908.13,34703.50,89.95,123.58,163.26,215.55,343.84,402.98,578.49,619.37,787.50,161.48
HTTP Data Sent (KB),4.54,3.98,4.95,453.88,4.06,4.25,4.34,4.44,4.54,4.64,4.77,4.83,4.91,0.17
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),27490.38,6101.48,71092.95,2749037.58,7671.33,10008.29,13526.99,17350.26,26829.69,31827.56,44579.49,48335.35,62238.24,12423.36
HTTP Receiving (ms),26836.79,5304.68,70456.76,2683678.68,7083.23,9403.80,12846.90,16744.52,26213.65,31205.69,43951.25,47742.60,61582.42,12426.63
HTTP Sending (ms),0.15,0.11,0.55,14.87,0.12,0.12,0.12,0.13,0.14,0.15,0.16,0.16,0.53,0.06
HTTP Total Time (ms),27490.38,6101.48,71092.95,2749037.58,7671.33,10008.29,13526.99,17350.26,26829.69,31827.56,44579.49,48335.35,62238.24,12423.36
HTTP Waiting (TTFB) (ms),653.44,565.57,953.03,65344.04,572.70,582.16,587.00,602.70,638.99,684.08,736.40,765.59,798.25,63.14
Input Sequence Length (tokens),1036.00,1036.00,1036.00,103600.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),33.61,24.72,72.82,2683230.69,28.80,30.95,32.01,32.93,33.62,34.34,35.00,35.91,38.37,1.82
Inter Token Latency (ms),8.71,4.94,13.45,871.17,4.98,5.34,6.17,7.18,9.01,10.14,10.83,11.63,12.19,1.91
OSL Mismatch Diff % (%),-57.73,-94.62,0.00,-5773.17,-92.89,-88.12,-84.04,-79.93,-62.12,-48.00,0.00,0.00,0.00,26.58
Output Sequence Length (tokens),3462.62,441.00,8192.00,346262.00,582.57,972.80,1307.40,1643.75,3103.00,4260.00,8192.00,8192.00,8192.00,2177.55
Output Token Count (tokens),1095.53,117.00,1847.00,96407.00,141.36,280.85,313.90,541.00,1412.50,1630.00,1715.50,1742.30,1803.50,574.59
Output Token Throughput Per User (tokens/sec/user),121.14,74.38,202.28,12114.36,82.02,85.99,92.33,98.64,111.00,139.21,162.18,187.32,200.68,30.07
Prefill Throughput Per User (tokens/sec/user),1598.29,1086.82,1831.06,159828.74,1297.94,1352.84,1406.44,1513.76,1620.80,1718.37,1763.73,1778.85,1808.37,140.03
Reasoning Token Count (tokens),2498.55,258.00,8192.00,249855.00,268.89,631.30,770.00,1012.00,1857.50,2772.25,8192.00,8192.00,8192.00,2301.74
Request Latency (ms),27485.97,6101.55,71093.01,2748597.25,7671.38,10008.37,13527.05,17350.33,26829.64,31827.62,44579.54,48335.41,62238.30,12423.81
Time to First Output Token (ms),15699.38,3514.55,49883.59,1381545.01,4028.31,6570.52,7842.92,10200.12,14497.42,19178.44,26015.03,27835.93,38857.58,7677.09
Time to First Token (ms),653.67,565.79,953.24,65366.56,572.89,582.40,587.39,602.90,639.19,684.39,736.61,765.80,798.44,63.13
Time to Second Token (ms),32.39,25.06,37.53,3239.36,27.75,29.61,30.69,31.45,32.46,33.36,34.08,35.36,37.03,1.81
Tokens In Flight (tokens),12446.10,0.00,26417.96,,,,,,11750.20,,18183.03,20284.56,23248.83,4093.68
Usage Completion Tokens (tokens),3462.62,441.00,8192.00,346262.00,582.57,972.80,1307.40,1643.75,3103.00,4260.00,8192.00,8192.00,8192.00,2177.55
