Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2886.76,0.00,6733.63,,,,,,2634.75,,5717.81,6275.84,6486.18,1858.48
Active Decode Throughput Per User (tokens/sec/user),81.62,0.00,270.83,,,,,,78.69,,88.95,99.30,121.75,10.59
Active Prefill Throughput (tokens/sec),3571.25,87.33,11314.86,,,,,,2918.81,,7149.30,7952.21,9263.32,2105.35
Active Prefill Throughput Per User (tokens/sec/user),2088.02,64.34,3335.23,,,,,,2215.15,,3005.33,3121.53,3335.23,762.52
Active Total Throughput (tokens/sec),4319.96,80.91,15190.74,,,,,,3916.33,,8479.04,10409.08,12292.12,3307.91
Credit-to-Start Latency (ms),1.61,0.33,7.83,257.15,0.43,0.53,0.65,0.92,1.47,2.16,2.61,2.78,4.02,0.93
Decode Duration (ms),21671.13,2104.37,52546.19,3467381.11,2192.65,3201.75,4800.53,9358.35,20862.03,33441.79,39511.30,44411.81,50772.04,13567.01
E2E Output Token Throughput (tokens/sec/user),78.25,38.25,136.65,12519.55,39.93,54.53,56.51,62.49,77.56,91.30,105.65,109.24,121.02,19.09
Effective Concurrency,38.29,0.00,80.00,,,,,,36.00,,76.00,80.00,80.00,25.20
Effective Decode Concurrency,36.94,0.00,80.00,,,,,,34.00,,73.00,78.00,80.00,24.55
Effective Decode Throughput (tokens/sec),2866.79,0.00,6733.63,,,,,,2625.98,,5717.59,6275.71,6486.18,1867.44
Effective Decode Throughput Per User (tokens/sec/user),81.06,0.00,270.83,,,,,,78.57,,88.84,99.27,121.67,12.53
Effective Latency (CO-aware) (ms),22467.22,2840.30,53281.67,3594755.87,2895.94,3940.74,5349.58,10047.70,21715.37,34347.97,40268.91,45206.21,51659.89,13611.46
Effective Prefill Concurrency,1.34,0.00,80.00,,,,,,0.00,,2.00,3.00,6.00,7.12
Effective Prefill Throughput (tokens/sec),1452.85,0.00,11314.86,,,,,,0.00,,4840.29,6379.64,8111.13,2209.28
Effective Prefill Throughput Per User (tokens/sec/user),849.45,0.00,3335.23,,,,,,0.00,,2650.74,2962.07,3335.23,1135.18
Effective Total Throughput (tokens/sec),4319.64,0.00,15190.74,,,,,,3916.33,,8479.04,10409.08,12292.12,3308.00
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,439.83,40.00,1212.00,70373.00,43.54,60.85,93.80,181.50,409.00,673.50,837.50,894.80,1095.64,286.92
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.20,0.00,21.64,191.23,0.00,0.00,0.00,0.00,0.00,1.70,3.96,4.57,18.92,2.93
HTTP Connection Overhead (ms),1.55,0.00,25.88,247.22,0.00,0.00,0.00,0.00,0.00,1.70,6.98,8.11,18.92,3.58
HTTP Connection Reused (ratio),0.60,0.00,1.00,96.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),189.87,18.40,520.01,30379.65,19.86,27.40,41.86,78.44,176.10,291.23,362.19,383.23,471.04,123.02
