Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2033.15,0.00,11965.05,,,,,,1455.98,,3867.32,7207.70,10829.36,2164.67
Active Decode Throughput Per User (tokens/sec/user),46.25,0.00,309.84,,,,,,26.87,,130.75,136.00,154.67,41.36
Active Prefill Throughput (tokens/sec),75.17,0.43,8503.35,,,,,,12.68,,168.47,330.29,813.19,342.18
Active Prefill Throughput Per User (tokens/sec/user),12.40,0.26,1118.40,,,,,,0.86,,16.98,79.21,204.76,48.01
Active Total Throughput (tokens/sec),2082.51,43.10,11894.76,,,,,,2006.76,,4181.19,6798.90,10186.51,2097.75
Credit-to-Start Latency (ms),1.80,0.55,13.92,898.79,0.58,0.64,0.69,0.87,1.19,1.79,3.39,5.04,11.47,1.91
Decode Duration (ms),112037.40,2002.71,687450.20,56018698.05,3269.78,5155.02,7186.06,12741.15,37213.59,153485.06,355123.30,467838.05,578320.00,149159.91
E2E Output Token Throughput (tokens/sec/user),50.66,0.42,101.52,25329.97,2.03,4.30,7.00,21.22,54.28,79.18,88.62,93.89,98.90,30.41
Effective Concurrency,78.04,0.00,128.00,,,,,,101.00,,128.00,128.00,128.00,51.41
Effective Decode Concurrency,69.82,0.00,128.00,,,,,,88.00,,119.00,123.00,126.00,45.64
Effective Decode Throughput (tokens/sec),2032.14,0.00,11965.05,,,,,,1454.66,,3865.88,7207.70,10829.36,2164.60
Effective Decode Throughput Per User (tokens/sec/user),46.23,0.00,309.84,,,,,,26.87,,130.75,136.00,154.48,41.37
Effective Latency (CO-aware) (ms),125257.86,2599.54,688041.04,62628929.73,3946.03,6576.78,8373.34,14662.99,46759.95,186388.53,368824.53,478304.01,616375.26,155846.80
Effective Prefill Concurrency,8.22,0.00,128.00,,,,,,8.00,,17.00,18.00,22.00,8.20
Effective Prefill Throughput (tokens/sec),50.29,0.00,8503.35,,,,,,2.98,,103.62,230.23,679.15,282.10
Effective Prefill Throughput Per User (tokens/sec/user),8.30,0.00,1118.40,,,,,,0.30,,8.29,37.38,172.61,39.70
Effective Total Throughput (tokens/sec),2082.43,0.00,11894.76,,,,,,2006.76,,4181.19,6798.90,10186.51,2097.75
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,677.29,25.00,7619.00,338644.00,55.95,81.95,105.00,164.75,312.00,676.75,1677.60,2945.50,4887.93,998.22
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.50,0.00,21.18,248.76,0.00,0.00,0.00,0.00,0.00,0.00,1.60,3.18,5.81,1.52
HTTP Connection Overhead (ms),0.63,0.00,21.18,314.78,0.00,0.00,0.00,0.00,0.00,0.00,1.60,3.18,10.06,2.05
HTTP Connection Reused (ratio),0.78,0.00,1.00,388.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.42
HTTP Data Received (KB),290.50,11.70,3269.99,145248.53,25.04,36.34,46.09,71.09,134.81,290.20,718.37,1264.13,2091.31,427.36
HTTP Data Sent (KB),0.32,0.14,1.92,160.54,0.15,0.17,0.18,0.22,0.27,0.36,0.52,0.64,0.88,0.18
HTTP DNS Lookup (ms),0.13,0.00,4.60,66.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.28,0.73
HTTP Duration (excl. conn) (ms),125256.00,2598.81,688040.37,62628000.42,3945.30,6576.12,8372.17,14662.12,46758.11,186387.68,368822.59,478303.13,616373.67,155846.52
HTTP Receiving (ms),112057.30,2002.72,687450.20,56028648.15,3269.78,5155.02,7186.06,12741.16,37213.59,153507.54,355123.30,467885.60,578320.01,149152.77
HTTP Sending (ms),0.63,0.06,21.31,317.41,0.11,0.11,0.11,0.12,0.12,0.18,1.78,3.37,6.03,1.54
HTTP Total Time (ms),125256.63,2598.81,688040.37,62628315.21,3945.76,6576.12,8374.50,14662.12,46758.11,186387.68,368822.59,478303.13,616373.67,155846.25
HTTP Waiting (TTFB) (ms),13198.07,367.65,397310.99,6599034.86,458.06,509.75,535.85,615.03,735.16,3403.01,12373.64,86957.60,256293.79,46671.89
Input Sequence Length (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Inter Chunk Latency (ms),165.70,23.07,394969.46,56018698.05,36.22,43.65,50.55,59.15,83.09,88.30,91.88,94.72,98.67,3789.62
Inter Token Latency (ms),47.28,8.69,867.39,23642.48,9.10,9.76,10.48,11.61,16.80,36.85,113.21,184.47,390.08,92.19
Output Sequence Length (tokens),3262.61,120.00,30150.00,1631305.00,264.81,449.00,591.80,881.75,1623.50,3319.50,7989.40,14709.45,21124.36,4493.22
Output Token Count (tokens),517.07,6.00,1634.00,258534.00,93.84,155.75,200.20,287.00,445.50,678.75,937.20,1168.30,1442.14,305.24
Output Token Throughput Per User (tokens/sec/user),56.97,1.15,115.05,28486.14,2.57,5.42,8.83,27.14,59.51,86.13,95.42,102.43,109.91,32.35
Prefill Throughput Per User (tokens/sec/user),92.08,0.09,1242.55,46040.92,0.25,0.77,4.79,26.49,69.94,119.34,174.97,250.39,551.25,114.60
Reasoning Token Count (tokens),2745.54,88.00,29346.00,1372771.00,166.84,273.75,363.00,568.75,1134.00,2509.50,7025.90,13812.40,19981.20,4283.88
Request Latency (ms),125236.17,2598.86,688040.43,62618083.01,3945.36,6576.18,8316.76,14662.18,46714.87,186357.83,368822.64,478303.18,616373.73,155854.21
Time to First Output Token (ms),110562.68,1526.70,683483.13,55281338.95,2573.33,4388.34,5522.16,10211.26,34178.50,159282.91,344959.20,460714.55,587706.11,147702.76
Time to First Token (ms),13198.77,367.97,397311.21,6599384.96,458.23,509.94,536.02,615.20,736.94,3403.19,12373.82,86957.78,256293.97,46671.77
Time to Second Token (ms),68.90,27.43,96.27,34452.39,52.77,53.45,55.69,57.07,60.93,83.23,86.92,88.37,90.08,13.37
Tokens In Flight (tokens),222795.98,0.00,368413.49,,,,,,261066.90,,325861.21,334549.54,358732.02,105615.44
Usage Completion Tokens (tokens),3262.61,120.00,30150.00,1631305.00,264.81,449.00,591.80,881.75,1623.50,3319.50,7989.40,14709.45,21124.36,4493.22
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),80.72,18.00,768.00,40360.00,24.00,30.00,33.00,44.00,61.00,88.25,147.20,206.30,339.15,73.14
Usage Reasoning Tokens (tokens),2745.54,88.00,29346.00,1372771.00,166.84,273.75,363.00,568.75,1134.00,2509.50,7025.90,13812.40,19981.20,4283.88
Usage Total Tokens (tokens),3343.33,151.00,30232.00,1671665.00,290.83,498.80,639.90,926.25,1694.50,3405.25,8108.90,14771.35,21249.90,4518.70

Metric,Value
Benchmark Duration (sec),802.48
Input Token Throughput (tokens/sec),50.29
Output Token Throughput (tokens/sec),2032.76
Overall Usage Prompt Cache Read % (%),0.00
Request Count,500.00
Request Throughput (requests/sec),0.62
Total Input Sequence Length (tokens),40360.00
Total Output Sequence Length (tokens),1631305.00
Total Output Tokens (tokens),258534.00
Total Reasoning Tokens (tokens),1372771.00
Total Token Throughput (tokens/sec),2083.05
Total Usage Completion Tokens (tokens),1631305.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),40360.00
Total Usage Reasoning Tokens (tokens),1372771.00
Total Usage Total Tokens (tokens),1671665.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
