Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2564.75,0.00,4591.73,,,,,,3385.34,,3840.19,3930.10,4100.26,1257.51
Active Decode Throughput Per User (tokens/sec/user),54.18,0.00,159.04,,,,,,69.13,,74.49,78.72,100.08,24.46
Active Prefill Throughput (tokens/sec),24064.54,441.39,74929.19,,,,,,23093.50,,29810.86,32461.33,74929.19,8537.92
Active Prefill Throughput Per User (tokens/sec/user),1902.30,441.39,2516.29,,,,,,2006.99,,2205.47,2249.66,2369.86,400.49
Active Total Throughput (tokens/sec),24863.03,63.01,74929.19,,,,,,25227.58,,31947.58,34731.72,74929.19,10158.75
Credit-to-Start Latency (ms),1.41,0.58,12.27,723.99,0.67,0.81,0.92,1.19,1.34,1.47,1.90,2.25,2.78,0.68
Decode Duration (ms),17675.83,1683.29,26953.17,9050026.23,4851.72,8578.70,11404.98,15963.43,18807.13,20324.02,21583.28,22485.16,25025.59,4179.70
E2E Output Token Throughput (tokens/sec/user),41.88,18.89,68.86,21444.15,24.02,28.30,31.98,37.51,42.32,46.01,50.36,54.50,62.54,7.58
Effective Concurrency,61.14,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,10.46
Effective Decode Concurrency,48.13,0.00,56.00,,,,,,52.00,,54.00,55.00,56.00,11.74
Effective Decode Throughput (tokens/sec),2531.19,0.00,4591.73,,,,,,3343.49,,3838.15,3929.40,4096.67,1282.80
Effective Decode Throughput Per User (tokens/sec/user),53.47,0.00,159.04,,,,,,69.05,,74.46,78.66,100.08,25.06
Effective Latency (CO-aware) (ms),22461.28,4661.69,43682.20,11500176.90,9343.66,12684.87,16063.15,20075.45,22805.35,24944.70,27859.35,30324.72,38166.58,5297.32
Effective Prefill Concurrency,13.01,0.00,64.00,,,,,,11.00,,15.00,33.00,64.00,10.06
Effective Prefill Throughput (tokens/sec),22331.39,0.00,74929.19,,,,,,22546.70,,29385.26,32302.86,74929.19,10312.60
Effective Prefill Throughput Per User (tokens/sec/user),1765.29,0.00,2516.29,,,,,,1989.08,,2202.09,2246.77,2369.86,625.06
Effective Total Throughput (tokens/sec),24862.58,0.00,74929.19,,,,,,25227.58,,31947.58,34731.72,74929.19,10159.20
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,259.95,27.00,398.00,133094.00,82.33,126.55,171.10,246.00,274.00,293.00,310.00,324.00,358.89,57.75
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.26,0.00,18.28,134.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,4.64,1.32
HTTP Connection Overhead (ms),0.39,0.00,35.49,201.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,8.25,2.15
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),112.63,12.66,170.02,57665.99,36.50,55.12,74.20,107.02,118.98,126.72,133.93,139.54,154.10,24.69
HTTP Data Sent (KB),35.15,31.90,37.58,17995.46,32.90,33.73,34.08,34.59,35.15,35.66,36.22,36.54,37.36,0.88
HTTP DNS Lookup (ms),0.13,0.00,17.22,66.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.52,0.94
HTTP Duration (excl. conn) (ms),22459.80,4659.38,43680.86,11499418.43,9342.60,12683.58,16061.72,20074.26,22803.46,24943.58,27858.07,30323.03,38164.11,5297.27
HTTP Receiving (ms),17681.46,1683.28,26953.18,9052906.43,4857.11,8578.71,11452.44,15963.43,18816.18,20349.93,21583.28,22485.17,25025.60,4175.60
HTTP Sending (ms),0.42,0.06,18.50,214.00,0.11,0.12,0.12,0.13,0.15,0.16,0.22,2.20,4.91,1.34
HTTP Total Time (ms),22460.20,4659.38,43689.27,11499619.96,9342.60,12683.58,16061.72,20074.26,22803.46,24943.58,27861.14,30323.93,38164.93,5298.02
HTTP Waiting (TTFB) (ms),4777.93,2378.22,22117.76,2446298.00,2475.70,2580.67,2651.92,2808.51,3641.71,5278.95,8559.40,11266.85,17144.98,3124.28
Input Sequence Length (tokens),8204.01,8204.00,8205.00,4200452.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,0.09
Inter Chunk Latency (ms),68.28,24.51,396.98,9050026.23,42.98,47.63,48.77,50.49,51.22,51.95,150.15,172.84,195.77,41.80
Inter Token Latency (ms),19.16,9.89,26.37,9808.06,12.33,14.52,15.87,17.82,19.34,20.66,22.16,23.06,25.05,2.54
OSL Mismatch Diff % (%),-9.09,-91.41,0.00,-4655.18,-73.53,-59.97,-44.67,-2.05,0.00,0.00,0.00,0.00,0.00,19.62
Output Sequence Length (tokens),930.90,88.00,1024.00,476619.00,271.10,409.95,566.60,1003.00,1024.00,1024.00,1024.00,1024.00,1024.00,200.89
Output Token Count (tokens),210.98,5.00,682.00,51479.00,6.00,18.00,54.70,136.50,205.50,285.25,346.40,402.85,581.98,118.56
Output Token Throughput Per User (tokens/sec/user),53.24,37.91,101.14,27257.24,39.92,43.36,45.13,48.39,51.69,56.12,63.02,68.86,81.09,8.03
Prefill Throughput Per User (tokens/sec/user),2165.31,370.84,3449.36,1108637.61,478.12,728.19,958.46,1554.03,2252.66,2920.89,3093.38,3178.77,3313.51,803.79
Reasoning Token Count (tokens),830.35,62.00,1024.00,425140.00,112.22,179.30,340.20,696.00,1024.00,1024.00,1024.00,1024.00,1024.00,277.17
Request Latency (ms),22454.25,4659.46,43681.04,11496575.44,9298.32,12683.64,16061.78,20053.31,22803.53,24943.64,27813.14,30323.10,38164.20,5300.59
Time to First Output Token (ms),16567.74,4275.73,38892.94,4042527.89,4789.61,6462.52,7435.36,12416.69,17147.64,20400.29,23623.16,25426.29,30942.33,6025.44
Time to First Token (ms),4778.42,2378.41,22122.94,2446549.22,2475.92,2580.87,2652.11,2808.73,3641.93,5279.17,8559.58,11267.07,17159.74,3125.08
