Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),628.21,0.00,1076.56,,,,,,759.27,,822.69,841.35,881.32,247.25
Active Decode Throughput Per User (tokens/sec/user),106.41,0.00,272.39,,,,,,102.19,,121.64,131.94,147.40,12.54
Active Prefill Throughput (tokens/sec),60.52,14.77,160.07,,,,,,57.29,,77.59,97.36,160.07,19.08
Active Prefill Throughput Per User (tokens/sec/user),55.49,14.77,95.68,,,,,,54.71,,67.76,74.89,95.52,12.95
Active Total Throughput (tokens/sec),631.33,17.87,878.50,,,,,,767.36,,816.77,831.53,878.50,254.25
Credit-to-Start Latency (ms),3.03,0.58,35.62,303.02,0.58,0.65,0.69,0.87,1.08,2.02,8.53,16.24,26.52,5.56
Decode Duration (ms),46675.24,2976.81,342770.44,4667524.32,3357.78,4324.50,4915.81,7514.82,11167.15,34534.00,170835.87,218252.50,341927.39,80121.76
E2E Output Token Throughput (tokens/sec/user),95.40,76.87,172.22,9539.60,78.01,81.08,84.13,88.61,93.69,101.44,107.15,108.79,115.19,11.32
Effective Concurrency,6.21,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.66
Effective Decode Concurrency,6.13,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,2.64
Effective Decode Throughput (tokens/sec),627.65,0.00,1076.56,,,,,,759.20,,822.67,841.31,881.32,247.86
Effective Decode Throughput Per User (tokens/sec/user),106.31,0.00,272.39,,,,,,102.19,,121.64,131.94,147.40,12.94
Effective Latency (CO-aware) (ms),47258.07,3425.39,343371.95,4725806.67,3842.41,4773.13,5359.96,7955.88,11853.39,35071.98,171321.38,218763.42,342372.94,80117.58
Effective Prefill Concurrency,0.07,0.00,8.00,,,,,,0.00,,0.00,1.00,1.00,0.41
Effective Prefill Throughput (tokens/sec),3.64,0.00,160.07,,,,,,0.00,,0.00,47.25,67.70,15.14
Effective Prefill Throughput Per User (tokens/sec/user),3.34,0.00,95.68,,,,,,0.00,,0.00,46.54,64.49,13.57
Effective Total Throughput (tokens/sec),631.29,0.00,878.50,,,,,,767.36,,816.77,831.53,878.50,254.29
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1262.92,80.00,9857.00,126292.00,90.89,117.00,133.50,200.00,302.50,920.25,4716.20,5806.60,9217.46,2189.11
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),542.36,35.50,4248.44,54235.58,40.27,50.87,58.47,86.25,130.17,394.76,2027.08,2493.70,3957.34,939.91
HTTP Data Sent (KB),0.20,0.16,0.27,19.96,0.17,0.17,0.18,0.18,0.20,0.21,0.22,0.23,0.27,0.02
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),47254.98,3424.22,343371.04,4725497.74,3841.09,4770.75,5358.63,7954.67,11851.41,35066.63,171319.58,218762.34,342371.98,80118.18
HTTP Receiving (ms),46686.79,2976.82,342774.50,4668679.36,3395.51,4324.50,4919.63,7514.83,11184.26,34534.00,170865.39,218290.76,341932.24,80121.45
HTTP Sending (ms),0.13,0.11,0.24,12.87,0.11,0.11,0.11,0.12,0.12,0.13,0.15,0.19,0.24,0.03
HTTP Total Time (ms),47254.98,3424.22,343371.04,4725497.74,3841.09,4770.75,5358.63,7954.67,11851.41,35066.63,171319.58,218762.34,342371.98,80118.18
HTTP Waiting (TTFB) (ms),568.06,400.41,1759.75,56805.50,401.43,419.88,437.13,444.00,474.64,537.56,639.28,1521.93,1623.58,293.20
Input Sequence Length (tokens),27.72,20.00,43.00,2772.00,21.98,23.00,24.00,25.00,27.00,29.25,32.00,36.00,42.01,4.04
Inter Chunk Latency (ms),37.00,22.50,875.30,4667524.32,28.20,32.88,34.83,36.59,37.26,37.72,38.23,39.39,42.12,3.93
Inter Token Latency (ms),10.10,5.79,12.29,1009.52,7.98,8.69,9.01,9.39,10.04,10.88,11.32,11.78,12.27,1.03
Output Sequence Length (tokens),4777.56,367.00,33769.00,477756.00,396.70,444.75,536.00,751.75,1058.00,3212.00,18303.10,25418.20,33762.07,8436.06
Output Token Count (tokens),383.07,82.00,969.00,36775.00,99.10,168.00,194.00,245.75,351.50,475.00,622.50,737.50,863.55,176.49
