Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1988.37,0.00,4026.40,,,,,,2161.07,,3461.16,3528.76,3689.59,1403.96
Active Decode Throughput Per User (tokens/sec/user),97.66,0.00,330.61,,,,,,105.66,,120.69,124.50,149.95,26.52
Active Prefill Throughput (tokens/sec),218.78,42.91,5937.41,,,,,,151.12,,409.49,477.80,939.90,384.93
Active Prefill Throughput Per User (tokens/sec/user),157.05,35.30,939.90,,,,,,127.44,,278.60,440.04,515.68,113.49
Active Total Throughput (tokens/sec),2035.71,53.39,5937.41,,,,,,2786.09,,3510.44,3560.28,3784.32,1407.99
Credit-to-Start Latency (ms),1.90,0.54,20.37,487.58,0.57,0.61,0.71,0.84,1.06,2.02,3.61,6.27,11.90,2.32
Decode Duration (ms),32366.54,2129.96,316776.74,8285834.09,2622.78,3698.84,4981.87,6982.66,13111.95,32444.30,97261.66,142475.20,234452.76,48147.48
E2E Output Token Throughput (tokens/sec/user),104.87,34.25,135.02,26846.19,57.90,76.99,86.21,98.32,106.85,114.85,121.46,126.43,133.76,15.28
Effective Concurrency,20.32,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,12.89
Effective Decode Concurrency,20.01,0.00,32.00,,,,,,30.00,,32.00,32.00,32.00,12.65
Effective Decode Throughput (tokens/sec),1986.69,0.00,4026.40,,,,,,2121.77,,3461.14,3528.76,3689.59,1404.55
Effective Decode Throughput Per User (tokens/sec/user),97.58,0.00,330.61,,,,,,105.65,,120.68,124.50,149.95,26.66
Effective Latency (CO-aware) (ms),32878.95,2587.55,317319.05,8417010.09,3135.68,4231.30,5391.71,7531.04,13588.71,33016.46,97737.62,144865.71,234967.51,48185.61
Effective Prefill Concurrency,0.31,0.00,32.00,,,,,,0.00,,1.00,2.00,2.00,1.09
Effective Prefill Throughput (tokens/sec),48.96,0.00,5937.41,,,,,,0.00,,161.47,277.56,481.44,203.65
Effective Prefill Throughput Per User (tokens/sec/user),35.15,0.00,939.90,,,,,,0.00,,136.55,185.17,451.02,84.66
Effective Total Throughput (tokens/sec),2035.65,0.00,5937.41,,,,,,2786.09,,3510.44,3560.28,3784.32,1408.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,664.95,48.00,6549.00,170228.00,59.15,79.25,106.00,149.00,271.50,686.50,1824.00,2820.25,4426.45,975.73
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.16,0.00,2.85,40.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.34,2.79,0.62
HTTP Connection Overhead (ms),0.28,0.00,5.17,72.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.21,5.07,1.11
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),285.21,21.63,2809.28,73014.14,26.41,34.81,46.28,64.55,116.80,294.34,780.21,1206.20,1900.92,417.51
HTTP Data Sent (KB),0.32,0.14,1.85,80.88,0.15,0.16,0.18,0.21,0.26,0.36,0.48,0.64,1.11,0.19
HTTP DNS Lookup (ms),0.13,0.00,2.32,32.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,2.27,0.49
HTTP Duration (excl. conn) (ms),32876.98,2586.39,317315.73,8416506.24,3134.88,4230.34,5390.45,7529.67,13587.76,33015.25,97736.72,144864.50,234966.33,48185.67
HTTP Receiving (ms),32374.59,2129.96,316776.74,8287893.81,2643.20,3698.85,4981.89,6994.16,13111.96,32458.90,97285.28,142475.20,234469.46,48148.77
HTTP Sending (ms),0.30,0.11,3.21,77.62,0.11,0.11,0.11,0.12,0.12,0.13,0.19,2.69,3.16,0.67
HTTP Total Time (ms),32877.26,2586.39,317315.73,8416579.09,3134.88,4230.34,5395.21,7533.17,13587.76,33015.25,97736.72,144864.50,234966.33,48185.66
HTTP Waiting (TTFB) (ms),502.09,335.72,2400.65,128534.81,335.91,338.70,384.15,407.65,456.98,539.16,585.79,605.32,1761.97,218.82
Input Sequence Length (tokens),79.22,18.00,712.00,20280.00,24.00,30.00,32.50,42.00,60.00,88.00,131.00,207.50,403.50,76.07
Inter Chunk Latency (ms),48.76,22.84,76319.09,8285834.09,30.68,38.06,41.71,45.02,45.32,45.61,47.33,50.01,92.27,323.45
Inter Token Latency (ms),9.39,6.87,29.06,2404.93,6.99,7.48,7.78,8.24,8.90,9.92,11.39,12.65,16.28,2.09
Output Sequence Length (tokens),3215.54,268.00,29725.00,823179.00,300.10,456.25,578.50,810.50,1412.00,3345.25,8192.50,13105.50,20251.15,4534.38
Output Token Count (tokens),500.48,65.00,1548.00,128123.00,98.30,147.25,188.50,268.75,418.50,657.50,951.00,1119.75,1354.95,303.71
Output Token Throughput Per User (tokens/sec/user),109.91,34.41,145.46,28138.13,61.43,79.09,87.81,100.86,112.32,121.36,128.52,133.72,143.14,17.13
Prefill Throughput Per User (tokens/sec/user),158.82,20.98,939.90,40657.65,46.16,55.75,64.34,89.81,128.53,179.40,282.40,414.57,538.51,117.65
Reasoning Token Count (tokens),2715.06,140.00,28429.00,695056.00,189.35,289.75,351.50,514.50,974.50,2616.50,7228.00,12085.25,19120.10,4325.58
Request Latency (ms),32869.00,2586.46,317315.78,8414464.87,3114.53,4230.40,5390.61,7529.79,13587.82,32969.57,97713.16,144864.57,234949.70,48184.39
Time to First Output Token (ms),28775.63,1680.16,309682.57,7366562.33,2112.37,2840.37,3694.94,5269.47,9461.65,27236.95,89095.52,136534.44,229174.97,46516.06
Time to First Token (ms),502.46,338.14,2400.88,128630.78,338.36,339.28,385.93,407.82,457.21,539.34,585.97,605.50,1762.16,218.71
Time to Second Token (ms),46.34,40.12,90.84,11864.26,41.35,43.84,44.45,44.85,45.10,45.87,49.30,50.78,87.73,5.74
Tokens In Flight (tokens),100171.13,0.00,183671.25,,,,,,83997.04,,162510.47,168872.77,177778.53,47911.58
Usage Completion Tokens (tokens),3215.54,268.00,29725.00,823179.00,300.10,456.25,578.50,810.50,1412.00,3345.25,8192.50,13105.50,20251.15,4534.38
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),79.22,18.00,712.00,20280.00,24.00,30.00,32.50,42.00,60.00,88.00,131.00,207.50,403.50,76.07
Usage Reasoning Tokens (tokens),2715.06,140.00,28429.00,695056.00,189.35,289.75,351.50,514.50,974.50,2616.50,7228.00,12085.25,19120.10,4325.58
Usage Total Tokens (tokens),3294.76,292.00,29877.00,843459.00,347.65,492.00,627.50,855.75,1473.50,3445.00,8321.00,13276.50,20453.65,4565.50

Metric,Value
Benchmark Duration (sec),414.18
Input Token Throughput (tokens/sec),48.96
Output Token Throughput (tokens/sec),1987.30
Overall Usage Prompt Cache Read % (%),0.00
Request Count,256.00
Request Throughput (requests/sec),0.62
Total Input Sequence Length (tokens),20280.00
Total Output Sequence Length (tokens),823179.00
Total Output Tokens (tokens),128123.00
Total Reasoning Tokens (tokens),695056.00
Total Token Throughput (tokens/sec),2036.26
Total Usage Completion Tokens (tokens),823179.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),20280.00
Total Usage Reasoning Tokens (tokens),695056.00
Total Usage Total Tokens (tokens),843459.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
