Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),470.02,0.00,811.70,,,,,,482.34,,532.36,549.35,580.88,63.11
Active Decode Throughput Per User (tokens/sec/user),124.39,0.00,324.22,,,,,,123.63,,136.45,141.58,152.48,9.67
Active Prefill Throughput (tokens/sec),60.38,8.22,161.02,,,,,,57.64,,86.12,106.80,133.92,23.19
Active Prefill Throughput Per User (tokens/sec/user),56.25,8.22,105.27,,,,,,56.62,,76.74,81.70,90.00,17.83
Active Total Throughput (tokens/sec),477.25,8.22,560.69,,,,,,482.42,,524.58,541.59,560.31,55.57
Credit-to-Start Latency (ms),1.48,0.57,7.63,148.26,0.59,0.67,0.72,0.86,1.09,1.70,2.92,3.32,4.70,1.06
Decode Duration (ms),12927.96,1499.95,38027.99,1292795.76,2001.85,3091.57,3426.61,5071.95,7729.81,18016.47,32311.77,35838.73,37788.08,10865.05
E2E Output Token Throughput (tokens/sec/user),119.40,85.08,187.16,11939.59,96.98,103.08,106.62,112.61,118.34,124.96,132.24,137.85,143.14,12.28
Effective Concurrency,3.93,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.36
Effective Decode Concurrency,3.79,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.52
Effective Decode Throughput (tokens/sec),469.13,0.00,811.70,,,,,,482.25,,532.34,549.33,580.88,66.29
Effective Decode Throughput Per User (tokens/sec/user),124.15,0.00,324.22,,,,,,123.61,,136.45,141.55,152.48,11.08
Effective Latency (CO-aware) (ms),13436.10,1967.16,38470.05,1343609.63,2474.44,3624.47,3961.85,5560.95,8465.09,18515.01,32710.97,36380.60,38168.49,10859.07
Effective Prefill Concurrency,0.15,0.00,4.00,,,,,,0.00,,1.00,1.00,1.00,0.40
Effective Prefill Throughput (tokens/sec),8.11,0.00,161.02,,,,,,0.00,,51.80,63.28,90.00,22.28
Effective Prefill Throughput Per User (tokens/sec/user),7.56,0.00,105.27,,,,,,0.00,,51.36,60.67,78.12,20.27
Effective Total Throughput (tokens/sec),477.24,0.00,560.69,,,,,,482.42,,524.58,541.59,560.31,55.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,388.31,46.00,1140.00,38831.00,60.85,94.55,104.80,154.50,234.50,541.50,966.20,1076.45,1134.06,323.99
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),167.72,20.88,490.65,16771.65,27.46,41.77,46.26,67.55,101.61,233.20,415.43,464.26,485.10,139.03
HTTP Data Sent (KB),0.23,0.20,0.30,23.28,0.20,0.21,0.21,0.22,0.23,0.25,0.26,0.27,0.30,0.02
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),13434.55,1966.11,38469.19,1343455.18,2473.74,3623.72,3958.04,5560.07,8464.03,18513.46,32709.93,36378.94,38167.47,10859.07
HTTP Receiving (ms),12933.71,1534.71,38028.00,1293370.91,2002.20,3097.89,3426.62,5098.04,7746.33,18016.48,32311.77,35838.74,37788.09,10861.90
HTTP Sending (ms),0.13,0.11,0.35,13.29,0.11,0.11,0.11,0.12,0.12,0.14,0.15,0.16,0.20,0.03
HTTP Total Time (ms),13434.55,1966.11,38469.19,1343455.18,2473.74,3623.72,3958.04,5560.07,8464.03,18513.46,32709.93,36378.94,38167.47,10859.07
HTTP Waiting (TTFB) (ms),500.71,354.75,2798.23,50070.98,373.44,380.09,382.78,396.92,460.77,522.83,560.99,584.78,1926.43,281.42
Input Sequence Length (tokens),27.72,20.00,43.00,2772.00,21.98,23.00,24.00,25.00,27.00,29.25,32.00,36.00,42.01,4.04
Inter Chunk Latency (ms),33.40,24.15,71.79,1292795.76,28.35,30.45,31.70,32.72,33.37,34.05,34.69,35.78,38.43,2.24
Inter Token Latency (ms),7.90,5.21,9.95,789.80,6.54,6.80,6.94,7.36,7.90,8.36,8.98,9.19,9.53,0.78
Output Sequence Length (tokens),1603.91,198.00,4096.00,160391.00,295.02,403.30,463.60,644.00,984.00,2161.50,4096.00,4096.00,4096.00,1298.02
Output Token Count (tokens),349.86,70.00,820.00,29738.00,73.36,112.40,157.60,228.00,319.00,442.00,597.60,678.80,772.12,172.18
Output Token Throughput Per User (tokens/sec/user),127.90,100.53,191.90,12789.71,104.97,108.87,111.42,119.67,126.56,135.88,144.03,147.08,152.93,13.24
Prefill Throughput Per User (tokens/sec/user),60.15,8.22,105.27,6014.59,16.60,44.55,46.01,52.01,58.46,68.42,76.91,81.92,90.16,13.83
Reasoning Token Count (tokens),1306.53,116.00,4096.00,130653.00,121.94,201.95,236.90,345.25,592.00,1709.75,4096.00,4096.00,4096.00,1368.49
Request Latency (ms),13428.87,1931.41,38469.25,1342886.84,2473.45,3622.12,3958.10,5551.43,8430.81,18513.52,32709.99,36379.02,38167.53,10862.17
Time to First Output Token (ms),7412.81,1413.71,29726.86,630088.80,1535.03,2214.86,2410.66,3110.05,4568.42,9576.14,16630.98,22853.18,28539.08,6412.21
Time to First Token (ms),500.91,354.96,2798.41,50091.09,373.61,380.27,382.96,397.11,460.99,523.01,561.21,584.97,1926.62,281.42
Time to Second Token (ms),32.66,26.92,37.62,3265.84,26.92,28.76,31.17,32.22,32.94,33.62,34.19,34.79,36.56,1.81
Tokens In Flight (tokens),5182.13,0.00,12481.75,,,,,,4990.93,,8457.18,9566.27,11483.10,2432.73
Usage Completion Tokens (tokens),1603.91,198.00,4096.00,160391.00,295.02,403.30,463.60,644.00,984.00,2161.50,4096.00,4096.00,4096.00,1298.02
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),27.72,20.00,43.00,2772.00,21.98,23.00,24.00,25.00,27.00,29.25,32.00,36.00,42.01,4.04
Usage Reasoning Tokens (tokens),1306.53,116.00,4096.00,130653.00,121.94,201.95,236.90,345.25,592.00,1709.75,4096.00,4096.00,4096.00,1368.49
