Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4229.61,0.00,6168.45,,,,,,5176.14,,5419.17,5491.68,5662.62,1768.62
Active Decode Throughput Per User (tokens/sec/user),85.27,0.00,326.68,,,,,,84.03,,93.54,127.22,153.49,17.79
Active Prefill Throughput (tokens/sec),596.92,9.00,2801.12,,,,,,473.45,,1216.87,1537.98,1725.41,411.66
Active Prefill Throughput Per User (tokens/sec/user),247.44,9.00,745.57,,,,,,230.42,,376.21,432.46,530.06,106.41
Active Total Throughput (tokens/sec),4555.42,32.31,7336.26,,,,,,5325.63,,5807.64,6046.29,6396.60,1788.56
Credit-to-Start Latency (ms),1.58,0.47,19.21,808.21,0.62,0.67,0.73,0.85,1.15,1.93,3.16,3.59,4.12,1.44
Decode Duration (ms),19764.95,2420.50,60594.36,10119654.96,2748.52,3534.88,4343.31,6193.29,11888.40,30324.83,51910.52,54378.38,57389.75,17611.97
E2E Output Token Throughput (tokens/sec/user),77.30,26.87,132.57,39579.50,35.18,51.12,64.90,74.67,79.75,83.93,87.14,88.54,92.72,11.60
Effective Concurrency,54.40,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.68
Effective Decode Concurrency,51.44,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,20.73
Effective Decode Throughput (tokens/sec),4185.49,0.00,6168.45,,,,,,5171.72,,5418.40,5490.24,5658.32,1811.10
Effective Decode Throughput Per User (tokens/sec/user),84.38,0.00,326.68,,,,,,83.99,,93.02,125.76,153.45,19.71
Effective Latency (CO-aware) (ms),20913.80,2914.89,62596.74,10707864.28,3338.58,4276.42,5063.15,7770.57,13384.69,31363.76,52535.88,55504.36,58946.17,17560.47
Effective Prefill Concurrency,2.96,0.00,64.00,,,,,,1.00,,4.00,5.00,64.00,9.94
Effective Prefill Throughput (tokens/sec),369.79,0.00,2801.12,,,,,,229.51,,995.01,1271.34,1595.45,434.71
Effective Prefill Throughput Per User (tokens/sec/user),153.28,0.00,745.57,,,,,,171.88,,344.72,388.08,505.75,146.45
Effective Total Throughput (tokens/sec),4555.27,0.00,7336.26,,,,,,5325.63,,5807.64,6046.29,6396.60,1788.71
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,380.45,49.00,1152.00,194792.00,52.11,69.00,84.00,118.00,232.00,574.25,1007.90,1046.45,1099.89,339.79
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,4.87,113.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,4.57,0.86
HTTP Connection Overhead (ms),0.33,0.00,8.81,169.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,8.25,1.43
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),164.46,22.23,495.93,84205.73,23.49,30.89,37.45,51.91,100.78,247.68,432.45,451.79,473.26,145.84
HTTP Data Sent (KB),0.61,0.28,1.52,314.44,0.30,0.34,0.38,0.45,0.56,0.73,0.93,1.10,1.42,0.23
HTTP DNS Lookup (ms),0.11,0.00,3.96,56.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.59,0.61
HTTP Duration (excl. conn) (ms),20912.15,2913.93,62595.86,10707023.10,3337.75,4275.28,5062.36,7769.78,13383.67,31360.78,52533.01,55503.33,58945.30,17560.30
HTTP Receiving (ms),19773.76,2420.51,60594.37,10124167.48,2748.52,3563.31,4352.47,6193.29,11888.40,30363.35,51910.52,54378.38,57395.37,17609.10
HTTP Sending (ms),0.37,0.06,5.14,188.35,0.11,0.11,0.12,0.12,0.14,0.15,0.24,2.41,4.81,0.88
HTTP Total Time (ms),20912.49,2913.93,62595.86,10707192.37,3337.75,4275.28,5062.36,7769.78,13383.67,31360.78,52533.01,55503.33,58945.34,17560.20
HTTP Waiting (TTFB) (ms),1138.02,409.10,5552.26,582667.28,441.07,449.59,455.14,502.11,564.83,644.22,4898.23,5374.12,5506.37,1537.45
Input Sequence Length (tokens),142.14,50.00,403.00,72778.00,51.00,62.00,78.00,97.75,128.00,166.00,237.90,281.00,328.79,64.02
Inter Chunk Latency (ms),52.12,22.73,218.33,10119654.96,44.35,48.96,49.39,49.92,50.50,51.06,51.87,52.54,143.76,13.01
Inter Token Latency (ms),11.85,6.48,15.03,6068.20,9.76,10.43,10.70,11.21,11.82,12.48,13.15,13.47,14.06,0.98
Output Sequence Length (tokens),1609.89,219.00,4096.00,824264.00,252.55,323.00,376.10,551.75,1014.00,2460.75,4096.00,4096.00,4096.00,1356.72
Output Token Count (tokens),182.44,1.00,477.00,77900.00,48.00,64.00,85.00,127.00,170.00,232.50,290.80,346.70,408.00,82.01
Output Token Throughput Per User (tokens/sec/user),84.98,66.52,154.29,43509.18,71.12,74.23,76.02,80.10,84.58,89.23,93.42,95.85,102.43,7.47
