Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),931.33,0.00,1480.96,,,,,,940.55,,1084.78,1123.27,1165.35,133.62
Active Decode Throughput Per User (tokens/sec/user),124.61,0.00,476.04,,,,,,122.06,,142.19,152.33,171.57,15.42
Active Prefill Throughput (tokens/sec),1722.81,1223.21,11608.50,,,,,,1556.50,,1704.75,2875.07,7709.48,1088.25
Active Prefill Throughput Per User (tokens/sec/user),1503.15,1223.21,1816.61,,,,,,1505.07,,1666.79,1678.47,1704.75,135.77
Active Total Throughput (tokens/sec),1201.05,196.77,11608.50,,,,,,976.26,,2320.87,2489.47,3548.08,723.49
Credit-to-Start Latency (ms),2.57,0.76,7.17,256.69,0.76,0.81,1.07,1.64,2.45,3.10,4.22,4.69,6.88,1.32
Decode Duration (ms),28857.25,4352.84,79080.50,2885725.29,5580.86,7938.75,10294.59,16230.72,27871.45,37968.95,48265.35,56058.68,73877.76,15145.79
E2E Output Token Throughput (tokens/sec/user),111.73,62.11,193.87,11172.79,65.69,69.38,79.42,86.13,100.88,131.85,160.21,184.09,190.32,32.96
Effective Concurrency,7.73,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.04
Effective Decode Concurrency,7.55,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.12
Effective Decode Throughput (tokens/sec),930.04,0.00,1480.96,,,,,,940.37,,1084.77,1123.27,1165.35,137.95
Effective Decode Throughput Per User (tokens/sec/user),124.44,0.00,476.04,,,,,,122.04,,142.19,152.29,171.57,16.09
Effective Latency (CO-aware) (ms),29558.67,5014.77,79888.68,2955866.67,6242.02,8778.03,11106.83,16826.26,28499.17,38750.55,49011.57,56689.69,74616.71,15144.21
Effective Prefill Concurrency,0.18,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.52
Effective Prefill Throughput (tokens/sec),270.98,0.00,11608.50,,,,,,0.00,,1459.78,1639.29,2804.47,761.38
Effective Prefill Throughput Per User (tokens/sec/user),236.43,0.00,1816.61,,,,,,0.00,,1434.07,1584.58,1673.55,549.90
Effective Total Throughput (tokens/sec),1201.03,0.00,11608.50,,,,,,976.26,,2320.87,2489.47,3548.08,723.50
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,783.52,119.00,2153.00,78352.00,149.69,213.80,285.60,444.25,767.00,1032.75,1313.30,1521.40,2050.04,411.89
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
