Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),961.31,0.00,8775.57,,,,,,638.51,,1535.82,2515.14,7870.82,1297.47
Active Decode Throughput Per User (tokens/sec/user),28.65,0.00,321.77,,,,,,12.74,,83.83,137.88,141.72,36.38
Active Prefill Throughput (tokens/sec),8.91,0.02,1031.72,,,,,,0.61,,5.69,44.16,170.93,53.84
Active Prefill Throughput Per User (tokens/sec/user),2.12,0.02,85.71,,,,,,0.06,,0.47,8.06,51.62,9.20
Active Total Throughput (tokens/sec),967.55,6.07,7209.41,,,,,,688.61,,1685.85,2417.78,6934.48,1137.96
Credit-to-Start Latency (ms),2.12,0.58,25.33,1060.47,0.62,0.69,0.80,0.93,1.23,1.98,3.07,7.53,18.29,3.07
Decode Duration (ms),290406.72,2788.00,1788294.41,145203359.60,5171.67,7038.19,9415.67,13943.64,29634.30,441860.47,1028022.94,1343882.91,1725438.35,451870.00
E2E Output Token Throughput (tokens/sec/user),37.09,0.35,79.89,18544.83,0.54,1.14,1.89,12.08,45.50,56.03,62.89,66.40,73.19,23.28
Effective Concurrency,72.09,0.00,128.00,,,,,,65.00,,128.00,128.00,128.00,50.12
Effective Decode Concurrency,66.71,0.00,128.00,,,,,,63.00,,117.00,124.00,127.00,45.24
Effective Decode Throughput (tokens/sec),961.09,0.00,8775.57,,,,,,638.31,,1535.51,2515.14,7870.82,1297.41
Effective Decode Throughput Per User (tokens/sec/user),28.64,0.00,321.77,,,,,,12.73,,83.83,137.87,141.72,36.38
Effective Latency (CO-aware) (ms),313843.14,3423.45,1789018.34,156921572.27,6193.88,9200.84,10645.04,15671.33,34977.16,516398.90,1047223.31,1399409.54,1726650.30,461028.82
Effective Prefill Concurrency,5.38,0.00,128.00,,,,,,1.00,,15.00,16.00,20.00,7.80
Effective Prefill Throughput (tokens/sec),6.44,0.00,1031.72,,,,,,0.02,,3.35,15.90,140.57,45.95
Effective Prefill Throughput Per User (tokens/sec/user),1.53,0.00,85.71,,,,,,0.02,,0.26,2.02,49.81,7.88
Effective Total Throughput (tokens/sec),967.53,0.00,7209.41,,,,,,688.61,,1685.85,2417.78,6934.48,1137.95
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1134.26,37.00,10649.00,567132.00,76.97,109.95,138.00,196.00,298.00,703.75,3068.50,7476.65,9473.66,2141.15
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.60,0.00,21.47,298.94,0.00,0.00,0.00,0.00,0.00,0.00,2.02,3.34,6.10,2.04
HTTP Connection Overhead (ms),0.77,0.00,41.80,384.26,0.00,0.00,0.00,0.00,0.00,0.00,2.02,3.34,10.73,2.93
HTTP Connection Reused (ratio),0.78,0.00,1.00,388.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.42
HTTP Data Received (KB),487.16,17.04,4569.99,243581.98,34.28,48.26,60.13,84.79,128.33,302.50,1316.15,3220.19,4078.10,919.15
HTTP Data Sent (KB),0.20,0.16,0.31,100.41,0.17,0.17,0.18,0.19,0.20,0.21,0.23,0.24,0.27,0.02
HTTP DNS Lookup (ms),0.17,0.00,20.34,85.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.54,1.17
HTTP Duration (excl. conn) (ms),313840.96,3421.38,1789016.61,156920480.10,6192.29,9199.49,10642.72,15666.36,34976.11,516396.81,1047222.00,1399408.09,1726648.36,461028.63
HTTP Receiving (ms),290422.30,2870.11,1788294.41,145211147.78,5171.68,7095.31,9433.09,13943.64,29634.32,441860.47,1028110.64,1343922.44,1725440.78,451868.77
HTTP Sending (ms),0.74,0.06,21.67,370.32,0.11,0.11,0.12,0.12,0.12,0.21,2.20,3.52,6.34,2.06
HTTP Total Time (ms),313841.73,3421.38,1789016.61,156920864.36,6192.29,9199.78,10644.96,15668.59,34976.11,516396.81,1047222.05,1399408.09,1726648.36,461028.39
HTTP Waiting (TTFB) (ms),23417.92,452.49,1444034.97,11708961.99,460.29,488.21,520.36,575.95,665.48,3480.47,6433.40,49860.29,555364.21,109794.92
Input Sequence Length (tokens),28.05,20.00,59.00,14025.00,20.99,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.03,4.65
Inter Chunk Latency (ms),256.33,21.67,1489419.10,145203359.60,28.75,40.46,42.92,50.33,62.36,89.74,93.34,95.66,98.56,10063.04
Inter Token Latency (ms),138.17,12.13,2746.17,69084.70,13.12,13.87,14.59,15.87,19.35,62.71,444.36,759.92,1405.64,323.79
Output Sequence Length (tokens),4184.95,160.00,33769.00,2092473.00,321.98,419.90,521.80,746.50,1132.00,2499.00,11342.60,28493.75,33764.00,7966.33
Output Token Count (tokens),363.01,1.00,1249.00,175335.00,74.64,130.30,180.00,248.50,338.00,443.50,581.80,675.10,936.84,175.49
Output Token Throughput Per User (tokens/sec/user),42.02,0.36,82.45,21011.33,0.71,1.32,2.25,15.95,51.68,63.03,68.53,72.07,76.21,25.09
Prefill Throughput Per User (tokens/sec/user),32.37,0.02,108.08,16182.88,0.05,0.48,4.15,7.76,39.60,48.36,56.93,62.89,83.99,22.31
