Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2647.03,0.00,3702.88,,,,,,3072.48,,3235.42,3272.56,3437.11,966.03
Active Decode Throughput Per User (tokens/sec/user),101.54,0.00,306.09,,,,,,99.96,,107.57,144.70,152.86,15.53
Active Prefill Throughput (tokens/sec),242.72,10.88,1210.83,,,,,,176.85,,544.15,647.54,1040.15,208.36
Active Prefill Throughput Per User (tokens/sec/user),148.61,10.88,1001.30,,,,,,111.39,,272.46,362.83,605.41,123.09
Active Total Throughput (tokens/sec),2748.39,16.47,4137.80,,,,,,3149.98,,3301.24,3428.22,3931.09,969.69
Credit-to-Start Latency (ms),2.01,0.63,53.99,513.88,0.69,0.77,0.83,0.98,1.26,2.22,2.98,3.27,4.81,4.28
Decode Duration (ms),18878.12,1994.27,47956.49,4832799.88,3471.20,4394.42,5182.49,8448.64,13592.70,29173.40,40419.78,42641.19,45560.14,13109.01
E2E Output Token Throughput (tokens/sec/user),91.86,47.18,117.38,23515.95,52.06,69.15,79.78,88.05,93.59,98.96,102.75,105.33,109.65,11.10
Effective Concurrency,27.99,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.27
Effective Decode Concurrency,26.79,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,9.61
Effective Decode Throughput (tokens/sec),2635.90,0.00,3702.88,,,,,,3071.34,,3235.13,3272.53,3437.11,979.10
Effective Decode Throughput Per User (tokens/sec/user),101.11,0.00,306.09,,,,,,99.95,,107.55,144.26,152.86,16.84
Effective Latency (CO-aware) (ms),19739.90,2650.99,48621.60,5053415.28,3990.21,5127.37,6158.85,9146.42,14891.94,30559.15,41071.90,43763.62,47133.87,13153.52
Effective Prefill Concurrency,1.21,0.00,32.00,,,,,,0.00,,2.00,3.00,30.00,4.01
Effective Prefill Throughput (tokens/sec),112.36,0.00,1210.83,,,,,,0.00,,329.52,518.26,913.43,186.39
Effective Prefill Throughput Per User (tokens/sec/user),68.79,0.00,1001.30,,,,,,0.00,,187.73,271.22,508.91,111.82
Effective Total Throughput (tokens/sec),2748.25,0.00,4137.80,,,,,,3149.98,,3301.24,3428.22,3931.09,969.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,398.51,45.00,1020.00,102019.00,73.55,91.00,108.50,174.75,287.00,620.50,861.00,903.50,957.40,278.55
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,4.44,63.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.66,4.28,0.96
HTTP Connection Overhead (ms),0.46,0.00,8.41,118.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,8.01,1.80
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),170.71,20.07,437.07,43702.27,32.40,39.76,47.18,75.32,123.08,264.36,366.87,386.81,410.01,118.78
HTTP Data Sent (KB),0.35,0.18,1.88,89.38,0.18,0.19,0.21,0.24,0.30,0.39,0.52,0.67,1.14,0.19
HTTP DNS Lookup (ms),0.22,0.00,3.97,55.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,3.73,0.84
HTTP Duration (excl. conn) (ms),19737.82,2650.11,48620.66,5052882.23,3988.87,5123.80,6156.66,9144.87,14889.33,30554.91,41070.40,43761.16,47132.05,13153.72
HTTP Receiving (ms),18885.96,2040.84,47956.49,4834805.42,3471.20,4426.03,5206.77,8448.65,13592.72,29209.25,40419.79,42641.23,45560.17,13106.39
HTTP Sending (ms),0.41,0.11,4.76,106.19,0.12,0.12,0.12,0.13,0.15,0.17,0.23,4.01,4.70,1.02
HTTP Total Time (ms),19738.28,2650.11,48620.66,5053000.59,3988.87,5123.80,6156.66,9144.87,14889.33,30554.91,41070.40,43761.16,47134.76,13153.94
HTTP Waiting (TTFB) (ms),851.45,412.47,3579.67,217970.62,414.15,418.51,427.96,467.73,553.39,608.59,3102.81,3150.80,3578.44,877.97
Input Sequence Length (tokens),79.22,18.00,712.00,20280.00,24.00,30.00,32.50,42.00,60.00,88.00,131.00,207.50,403.50,76.07
Inter Chunk Latency (ms),47.51,25.64,167.64,4832799.88,41.18,44.22,46.13,46.59,46.81,47.11,48.30,49.12,51.35,8.46
Inter Token Latency (ms),10.28,8.39,12.51,2632.46,8.95,9.21,9.42,9.75,10.15,10.71,11.34,11.83,12.40,0.77
Output Sequence Length (tokens),1859.49,168.00,4096.00,476029.00,317.35,425.75,513.00,806.75,1350.50,2900.75,4096.00,4096.00,4096.00,1305.93
Output Token Count (tokens),401.63,1.00,1347.00,89965.00,43.07,119.90,168.30,241.75,347.00,524.00,690.70,863.10,985.47,224.19
Output Token Throughput Per User (tokens/sec/user),97.78,79.93,119.25,25031.18,80.63,84.53,88.19,93.38,98.55,102.56,106.14,108.53,111.78,7.09
Prefill Throughput Per User (tokens/sec/user),136.00,6.76,1001.30,34814.74,10.62,16.73,31.47,66.87,100.92,157.50,249.56,389.17,736.49,132.62
Reasoning Token Count (tokens),1508.06,127.00,4096.00,386064.00,182.75,248.75,329.00,505.00,932.00,2237.75,4096.00,4096.00,4096.00,1307.05
Request Latency (ms),19730.07,2603.61,48620.73,5050898.20,3988.93,5073.68,6156.72,9144.93,14889.40,30554.99,41070.46,43761.22,47132.16,13156.37
Time to First Output Token (ms),12527.12,2186.42,45128.34,2793548.36,2408.44,3342.87,4050.69,5634.60,8994.25,16430.64,25315.76,34545.73,43061.77,9543.10
Time to First Token (ms),851.95,412.73,3584.08,218098.32,414.37,418.75,428.19,467.96,553.60,608.82,3106.97,3151.31,3583.21,878.73
Time to Second Token (ms),51.16,28.05,154.47,13095.70,40.51,42.86,43.80,46.22,46.55,46.83,49.07,50.09,153.96,22.83
Tokens In Flight (tokens),39603.70,0.00,62533.98,,,,,,43551.55,,54704.70,57069.45,60201.87,15052.02
Usage Completion Tokens (tokens),1859.49,168.00,4096.00,476029.00,317.35,425.75,513.00,806.75,1350.50,2900.75,4096.00,4096.00,4096.00,1305.93
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),79.22,18.00,712.00,20280.00,24.00,30.00,32.50,42.00,60.00,88.00,131.00,207.50,403.50,76.07
Usage Reasoning Tokens (tokens),1508.06,127.00,4096.00,386064.00,182.75,248.75,329.00,505.00,932.00,2237.75,4096.00,4096.00,4096.00,1307.05
Usage Total Tokens (tokens),1938.71,196.00,4808.00,496309.00,361.55,452.25,558.50,855.75,1441.50,2997.50,4185.50,4255.50,4499.50,1344.13

Metric,Value
Benchmark Duration (sec),180.49
Input Token Throughput (tokens/sec),112.36
Output Token Throughput (tokens/sec),2637.31
Overall Usage Prompt Cache Read % (%),0.00
Request Count,256.00
Request Throughput (requests/sec),1.42
Total Input Sequence Length (tokens),20280.00
Total Output Sequence Length (tokens),476029.00
Total Output Tokens (tokens),89965.00
Total Reasoning Tokens (tokens),386064.00
Total Token Throughput (tokens/sec),2749.67
Total Usage Completion Tokens (tokens),476029.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),20280.00
Total Usage Reasoning Tokens (tokens),386064.00
Total Usage Total Tokens (tokens),496309.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
