Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7698.38,0.00,11494.22,,,,,,8860.25,,9573.40,9851.82,10303.74,2575.73
Active Decode Throughput Per User (tokens/sec/user),62.17,0.00,389.35,,,,,,63.46,,70.87,74.27,102.29,11.09
Active Prefill Throughput (tokens/sec),2186.52,2.86,29211.18,,,,,,1871.86,,4346.99,5162.94,5709.78,2163.29
Active Prefill Throughput Per User (tokens/sec/user),19.10,2.46,134.86,,,,,,16.71,,38.29,45.38,49.99,14.50
Active Total Throughput (tokens/sec),9546.36,72.40,29211.18,,,,,,10044.18,,13268.16,14184.07,15348.59,3657.08
Credit-to-Start Latency (ms),1.66,0.37,21.14,3395.42,0.58,0.71,0.79,1.01,1.43,1.93,2.81,3.31,4.68,1.20
Decode Duration (ms),18096.96,1744.43,84816.20,37062577.61,2389.52,3314.37,4119.05,6891.00,14449.78,23765.39,38715.84,50565.38,66028.63,14646.15
E2E Output Token Throughput (tokens/sec/user),34.36,4.03,116.27,70369.50,10.16,16.28,19.71,25.41,31.97,40.34,54.15,61.49,74.97,13.89
Effective Concurrency,219.01,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,79.40
Effective Decode Concurrency,127.89,0.00,156.00,,,,,,143.00,,149.00,153.00,155.00,40.59
Effective Decode Throughput (tokens/sec),7689.24,0.00,11494.22,,,,,,8859.55,,9573.38,9851.82,10303.74,2587.82
Effective Decode Throughput Per User (tokens/sec/user),62.10,0.00,389.35,,,,,,63.44,,70.87,74.27,102.29,11.29
Effective Latency (CO-aware) (ms),31010.24,3442.77,105888.50,63508967.91,9154.49,13067.20,15117.04,20012.15,26804.17,38539.25,53480.89,62243.61,78253.57,15497.40
Effective Prefill Concurrency,91.12,0.00,256.00,,,,,,112.00,,114.00,115.00,116.00,42.99
Effective Prefill Throughput (tokens/sec),1856.78,0.00,29211.18,,,,,,1469.49,,4093.60,5019.71,5615.30,2141.58
Effective Prefill Throughput Per User (tokens/sec/user),16.22,0.00,134.86,,,,,,13.07,,36.10,44.32,49.51,15.01
Effective Total Throughput (tokens/sec),9546.01,0.00,29211.18,,,,,,10044.18,,13268.16,14182.50,15348.59,3657.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,342.99,34.00,1607.00,702448.00,47.00,64.35,81.00,135.00,276.00,439.50,726.30,957.65,1276.53,274.01
