Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),5194.56,0.00,9981.87,,,,,,5185.20,,6415.80,6701.68,8151.58,1111.36
Active Decode Throughput Per User (tokens/sec/user),37.49,0.00,197.75,,,,,,35.12,,45.93,64.66,73.11,9.69
Active Prefill Throughput (tokens/sec),5719.06,33.50,74747.50,,,,,,5417.94,,6652.30,7242.78,16158.84,4677.01
Active Prefill Throughput Per User (tokens/sec/user),53.29,33.43,631.17,,,,,,51.70,,58.76,60.60,106.31,17.23
Active Total Throughput (tokens/sec),10676.75,26.67,74747.50,,,,,,10719.82,,11933.21,12448.00,19785.25,4638.11
Credit-to-Start Latency (ms),1.65,0.35,21.19,3377.76,0.42,0.88,1.20,1.40,1.56,1.74,1.99,2.42,3.51,1.10
Decode Duration (ms),27082.76,4657.35,78516.12,55465490.25,10363.68,14841.96,16876.15,19836.94,24296.86,32493.88,41639.77,47436.43,59033.15,10309.05
E2E Output Token Throughput (tokens/sec/user),23.69,6.17,86.18,48507.63,8.21,12.78,14.87,17.71,22.02,27.50,34.15,40.71,53.14,8.98
Effective Concurrency,241.76,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,47.76
Effective Decode Concurrency,143.53,0.00,173.00,,,,,,149.00,,163.00,166.00,169.00,26.95
Effective Decode Throughput (tokens/sec),5186.64,0.00,9981.87,,,,,,5184.10,,6414.37,6701.68,8151.58,1128.86
Effective Decode Throughput Per User (tokens/sec/user),37.43,0.00,197.75,,,,,,35.11,,45.93,64.66,73.11,9.80
Effective Latency (CO-aware) (ms),45623.72,7092.40,96845.85,93437384.13,17069.44,24243.66,28698.44,35978.48,44074.01,54748.96,64232.51,70729.16,81525.40,14009.41
Effective Prefill Concurrency,98.23,0.00,256.00,,,,,,104.00,,118.00,123.00,159.00,31.45
Effective Prefill Throughput (tokens/sec),5489.99,0.00,74747.50,,,,,,5377.24,,6636.22,7219.00,13971.77,4717.61
Effective Prefill Throughput Per User (tokens/sec/user),51.16,0.00,631.17,,,,,,51.48,,58.73,60.58,97.03,19.86
Effective Total Throughput (tokens/sec),10676.63,0.00,74747.50,,,,,,10719.82,,11933.21,12448.00,19785.25,4638.22
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,303.13,86.00,520.00,620809.00,138.94,207.35,230.00,266.00,306.00,343.00,368.00,388.65,447.00,58.43
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,22.28,452.28,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.88,5.07,1.36
HTTP Connection Overhead (ms),0.25,0.00,25.63,506.29,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.88,8.17,1.52
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),130.77,37.69,221.09,267808.47,60.18,90.57,100.23,115.61,132.02,147.47,158.07,166.58,189.99,24.56
HTTP Data Sent (KB),4.52,3.87,4.98,9254.09,4.11,4.25,4.32,4.42,4.52,4.63,4.73,4.79,4.88,0.16
HTTP DNS Lookup (ms),0.03,0.00,4.00,54.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
HTTP Duration (excl. conn) (ms),45622.00,7091.82,96844.11,93433864.22,17068.05,24242.25,28696.87,35976.67,44072.54,54747.14,64230.80,70727.07,81523.92,14009.33
HTTP Receiving (ms),27085.44,4657.35,78516.12,55470986.10,10401.95,14841.97,16876.16,19836.95,24296.86,32493.88,41639.78,47436.44,59033.15,10308.18
HTTP Sending (ms),0.38,0.06,22.60,774.76,0.12,0.13,0.13,0.15,0.16,0.17,0.37,1.01,5.31,1.36
HTTP Total Time (ms),45622.25,7092.11,96844.11,93434370.51,17068.05,24242.52,28696.87,35976.67,44072.54,54747.14,64230.80,70727.07,81523.92,14009.22
HTTP Waiting (TTFB) (ms),18536.18,583.60,61623.11,37962103.36,1322.51,3547.71,7705.40,14093.05,18944.50,23938.14,27117.26,29706.63,39304.09,7767.70
Input Sequence Length (tokens),1036.00,1036.00,1036.00,2121728.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),89.65,24.31,43820.82,55465490.25,46.74,56.90,60.91,62.15,69.79,73.37,76.96,79.50,83.08,510.55
Inter Token Latency (ms),28.12,10.32,92.34,57581.36,13.75,16.10,17.48,20.45,24.96,33.11,43.02,50.80,66.24,11.29
OSL Mismatch Diff % (%),-4.32,-76.46,0.00,-8848.83,-66.07,-42.41,-10.08,0.00,0.00,0.00,0.00,0.00,0.00,13.69
Output Sequence Length (tokens),979.76,241.00,1024.00,2006540.00,347.41,589.70,920.80,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,140.15
Output Token Count (tokens),212.06,1.00,753.00,150347.00,4.00,27.80,54.00,122.00,204.00,289.00,355.20,405.60,598.84,123.04
Output Token Throughput Per User (tokens/sec/user),40.32,10.83,96.90,82568.46,15.10,19.69,23.25,30.20,40.07,48.91,57.21,62.11,72.75,13.27
Prefill Throughput Per User (tokens/sec/user),90.05,16.81,1774.12,184425.35,26.36,34.87,38.20,43.28,54.69,73.51,134.45,291.90,782.88,132.04
Reasoning Token Count (tokens),906.34,84.00,1024.00,1856193.00,137.41,291.35,586.10,881.75,1024.00,1024.00,1024.00,1024.00,1024.00,226.50
Request Latency (ms),45619.39,7091.87,96844.19,93428519.08,17068.12,24242.30,28696.95,35971.61,44066.83,54747.21,64230.89,70727.12,81489.08,14009.68
Time to First Output Token (ms),40784.02,3886.47,86733.00,28834300.17,9619.92,17802.50,22134.25,29740.16,39214.37,51024.40,61838.11,67658.71,77032.91,15273.08
Time to First Token (ms),18536.64,583.95,61623.33,37963028.83,1323.33,3549.18,7705.60,14093.27,18944.72,23938.37,27117.49,29706.85,39304.36,7767.59
Time to Second Token (ms),156.90,26.22,17655.89,321327.62,38.59,47.21,56.64,61.32,68.14,71.70,75.99,77.98,82.48,1057.83
Tokens In Flight (tokens),312910.75,0.00,362869.49,,,,,,328605.23,,337197.75,339912.86,357251.22,57405.59
Usage Completion Tokens (tokens),979.76,241.00,1024.00,2006540.00,347.41,589.70,920.80,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,140.15
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),1036.00,1036.00,1036.00,2121728.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Usage Reasoning Tokens (tokens),906.34,84.00,1024.00,1856193.00,137.41,291.35,586.10,881.75,1024.00,1024.00,1024.00,1024.00,1024.00,226.50
Usage Total Tokens (tokens),2015.76,1277.00,2060.00,4128268.00,1383.41,1625.70,1956.80,2060.00,2060.00,2060.00,2060.00,2060.00,2060.00,140.15

Metric,Value
Benchmark Duration (sec),386.47
Input Token Throughput (tokens/sec),5489.99
OSL Mismatch Count,232.00
Output Token Throughput (tokens/sec),5191.94
Overall Usage Prompt Cache Read % (%),0.00
Request Count,2048.00
Request Throughput (requests/sec),5.30
Total Input Sequence Length (tokens),2121728.00
Total Output Sequence Length (tokens),2006540.00
Total Output Tokens (tokens),150347.00
Total Reasoning Tokens (tokens),1856193.00
Total Token Throughput (tokens/sec),10681.93
Total Usage Completion Tokens (tokens),2006540.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),2121728.00
Total Usage Reasoning Tokens (tokens),1856193.00
Total Usage Total Tokens (tokens),4128268.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
