Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),5485.08,0.00,11446.45,,,,,,3833.82,,10384.08,10579.62,10893.68,3948.33
Active Decode Throughput Per User (tokens/sec/user),71.80,0.00,303.37,,,,,,82.74,,104.78,114.66,120.17,29.44
Active Prefill Throughput (tokens/sec),839.36,46.24,9135.66,,,,,,735.40,,1140.33,1304.78,5293.53,849.61
Active Prefill Throughput Per User (tokens/sec/user),100.47,41.23,266.42,,,,,,97.98,,125.34,133.14,154.86,20.78
Active Total Throughput (tokens/sec),6022.08,65.72,9687.77,,,,,,7790.03,,8444.49,8744.23,9234.32,3244.92
Credit-to-Start Latency (ms),1.08,0.43,20.44,1106.27,0.56,0.66,0.71,0.81,0.94,1.08,1.39,2.07,2.71,1.02
Decode Duration (ms),11288.51,3084.01,78342.04,11559435.59,3806.80,4575.12,5371.01,7240.29,9720.83,12468.92,16799.80,23175.08,51850.26,8061.98
E2E Output Token Throughput (tokens/sec/user),57.91,42.83,98.72,59298.51,46.94,49.72,51.58,54.02,57.12,60.47,64.52,69.99,81.32,6.29
Effective Concurrency,94.38,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,52.35
Effective Decode Concurrency,88.41,0.00,128.00,,,,,,119.00,,124.00,126.00,128.00,49.61
Effective Decode Throughput (tokens/sec),5467.80,0.00,11446.45,,,,,,3832.99,,10380.58,10579.62,10893.68,3954.07
Effective Decode Throughput Per User (tokens/sec/user),71.57,0.00,303.37,,,,,,82.71,,104.76,114.65,120.00,29.66
Effective Latency (CO-aware) (ms),12063.50,3709.30,79112.89,12353023.50,4518.58,5376.50,6122.02,8033.16,10436.44,13335.67,17601.03,24231.51,52516.50,8064.81
Effective Prefill Concurrency,5.96,0.00,128.00,,,,,,5.00,,11.00,13.00,28.00,10.99
Effective Prefill Throughput (tokens/sec),553.99,0.00,9135.66,,,,,,553.12,,1073.74,1238.28,1805.82,796.57
Effective Prefill Throughput Per User (tokens/sec/user),66.31,0.00,266.42,,,,,,86.90,,118.75,129.24,150.94,50.50
Effective Total Throughput (tokens/sec),6021.79,0.00,9687.77,,,,,,7790.03,,8444.49,8744.23,9234.32,3245.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,154.86,49.00,1095.00,158575.00,53.00,64.00,72.00,98.00,130.00,168.00,225.00,320.10,804.77,119.58
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.26,0.00,17.38,263.87,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.90,5.11,1.22
HTTP Connection Overhead (ms),0.32,0.00,21.20,325.21,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.90,8.93,1.55
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),67.27,21.89,469.72,68884.17,23.68,28.36,31.82,42.91,56.52,72.74,97.09,137.83,345.02,51.18
HTTP Data Sent (KB),0.39,0.23,0.76,400.40,0.25,0.28,0.29,0.32,0.38,0.44,0.51,0.57,0.68,0.09
HTTP DNS Lookup (ms),0.06,0.00,4.42,61.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.48
HTTP Duration (excl. conn) (ms),12062.36,3708.35,79111.13,12351855.63,4517.78,5375.34,6120.60,8032.09,10435.64,13333.87,17599.92,24229.97,52515.60,8064.80
HTTP Receiving (ms),11300.27,3084.01,78342.08,11571479.89,3806.81,4588.85,5383.67,7240.30,9720.83,12508.71,16799.81,23221.09,51850.26,8061.62
HTTP Sending (ms),0.39,0.06,17.56,402.21,0.11,0.11,0.11,0.12,0.14,0.15,0.34,2.01,5.33,1.23
HTTP Total Time (ms),12062.68,3708.35,79113.27,12352180.83,4517.78,5375.34,6121.99,8032.09,10435.64,13333.87,17599.92,24229.97,52515.60,8064.93
HTTP Waiting (TTFB) (ms),761.69,405.31,1554.40,779973.53,487.49,538.93,580.87,651.87,728.61,817.79,983.39,1080.31,1551.27,187.65
Input Sequence Length (tokens),70.81,34.00,150.00,72506.00,38.00,44.00,48.00,55.00,67.00,82.00,100.00,113.00,132.77,20.99
Inter Chunk Latency (ms),73.45,24.33,375.93,11559435.59,39.10,50.10,51.80,53.94,55.04,59.56,152.57,166.35,182.77,40.30
