Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7166.04,0.00,11416.58,,,,,,7244.79,,9205.13,9452.47,9949.78,1799.89
Active Decode Throughput Per User (tokens/sec/user),42.31,0.00,313.82,,,,,,39.41,,54.71,63.94,91.35,12.09
Active Prefill Throughput (tokens/sec),1943.96,0.35,30496.87,,,,,,1872.99,,2438.82,2676.03,5089.49,1292.45
Active Prefill Throughput Per User (tokens/sec/user),6.28,0.34,134.70,,,,,,6.05,,7.60,8.02,13.82,2.69
Active Total Throughput (tokens/sec),8995.64,85.48,30496.87,,,,,,9149.71,,11390.98,11786.70,13350.08,2403.24
Credit-to-Start Latency (ms),1.84,0.37,16.50,7535.93,0.45,0.67,0.81,1.04,1.52,2.13,3.14,3.85,8.32,1.46
Decode Duration (ms),26719.83,1658.40,248303.98,109444404.10,2687.89,3902.84,4983.77,8705.76,17240.59,32714.05,61329.01,82098.46,145353.46,28630.73
E2E Output Token Throughput (tokens/sec/user),16.65,1.86,99.86,68186.56,3.36,5.01,6.36,9.67,14.41,19.66,27.27,36.35,65.99,11.58
Effective Concurrency,462.70,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,128.31
Effective Decode Concurrency,178.02,0.00,250.00,,,,,,184.00,,215.00,232.00,248.00,43.11
Effective Decode Throughput (tokens/sec),7161.05,0.00,11416.58,,,,,,7244.31,,9204.85,9452.24,9949.78,1809.17
Effective Decode Throughput Per User (tokens/sec/user),42.28,0.00,313.82,,,,,,39.40,,54.71,63.94,91.35,12.14
Effective Latency (CO-aware) (ms),69484.05,3157.94,282661.81,284606663.80,12133.79,30509.42,40926.87,50939.81,62240.82,79862.62,108024.35,129663.21,196016.69,32542.29
Effective Prefill Concurrency,284.68,0.00,512.00,,,,,,319.00,,348.00,356.00,370.00,98.00
Effective Prefill Throughput (tokens/sec),1834.49,0.00,30496.87,,,,,,1856.46,,2417.51,2659.67,5087.08,1333.11
Effective Prefill Throughput Per User (tokens/sec/user),5.93,0.00,134.70,,,,,,5.96,,7.55,7.99,13.77,2.99
Effective Total Throughput (tokens/sec),8995.54,0.00,30496.87,,,,,,9149.71,,11390.98,11786.70,13350.08,2403.41
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,334.82,32.00,1534.00,1371404.00,48.00,65.00,82.00,136.00,271.50,420.00,707.00,908.25,1288.05,267.50
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,20.71,894.12,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.24,3.88,1.17
HTTP Connection Overhead (ms),0.23,0.00,24.55,949.65,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.24,3.88,1.27
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),143.74,14.86,652.51,588743.01,21.74,28.78,36.25,59.21,116.94,180.70,301.58,387.68,546.62,113.61
HTTP Data Sent (KB),1.34,0.19,6.85,5473.14,0.19,0.20,0.20,0.26,0.38,2.95,3.40,4.14,6.31,1.56
HTTP DNS Lookup (ms),0.01,0.00,4.00,55.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22
HTTP Duration (excl. conn) (ms),69482.14,3156.81,282660.79,284598842.58,12132.58,30508.63,40925.43,50936.90,62237.65,79860.93,108022.81,129661.76,196015.72,32542.26
