Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1171.29,0.00,1862.82,,,,,,1343.06,,1491.53,1516.35,1587.05,403.27
Active Decode Throughput Per User (tokens/sec/user),81.01,0.00,167.32,,,,,,89.68,,95.53,98.11,104.08,23.89
Active Prefill Throughput (tokens/sec),2254.47,707.05,14796.31,,,,,,1485.29,,3772.36,4242.76,14796.31,1886.97
Active Prefill Throughput Per User (tokens/sec/user),1321.10,707.05,1569.07,,,,,,1316.75,,1480.43,1528.03,1567.80,133.65
Active Total Throughput (tokens/sec),2430.45,83.47,14796.31,,,,,,2462.28,,3927.26,4858.81,6964.70,1698.64
Credit-to-Start Latency (ms),1.26,0.67,2.63,160.71,0.77,0.92,0.97,1.13,1.26,1.37,1.47,1.56,2.03,0.24
Decode Duration (ms),11706.13,4985.97,15362.38,1498384.41,5037.40,7288.25,8550.31,10738.71,12287.76,13214.77,14047.23,14519.02,15092.47,2221.98
E2E Output Token Throughput (tokens/sec/user),76.03,52.85,114.19,9731.26,54.09,60.59,63.25,69.42,74.68,82.88,88.14,93.68,104.18,10.52
Effective Concurrency,15.35,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,2.27
Effective Decode Concurrency,14.33,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,2.65
Effective Decode Throughput (tokens/sec),1162.73,0.00,1862.82,,,,,,1342.22,,1491.13,1516.29,1587.05,413.99
Effective Decode Throughput Per User (tokens/sec/user),80.42,0.00,167.32,,,,,,89.63,,95.53,98.10,104.08,24.78
Effective Latency (CO-aware) (ms),12545.10,5784.34,16162.33,1605772.69,5992.87,8050.41,9371.35,11641.57,13091.36,14047.53,14849.78,15271.01,15877.82,2217.79
Effective Prefill Concurrency,1.02,0.00,16.00,,,,,,1.00,,2.00,3.00,8.00,1.78
Effective Prefill Throughput (tokens/sec),1267.64,0.00,14796.31,,,,,,1246.19,,2798.98,3800.92,6308.16,1803.61
Effective Prefill Throughput Per User (tokens/sec/user),742.83,0.00,1569.07,,,,,,1191.30,,1451.40,1486.64,1562.58,663.02
Effective Total Throughput (tokens/sec),2430.37,0.00,14796.31,,,,,,2462.28,,3927.26,4858.81,6964.70,1698.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,257.91,93.00,336.00,33012.00,115.54,160.45,190.40,239.00,270.00,291.25,308.60,313.30,325.46,48.49
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),111.94,40.98,144.90,14328.11,50.41,69.61,82.47,104.38,117.25,126.04,133.27,135.37,140.40,20.71
HTTP Data Sent (KB),4.53,4.02,4.93,580.06,4.18,4.27,4.33,4.43,4.53,4.63,4.77,4.83,4.88,0.17
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),12543.77,5783.04,16161.12,1605603.17,5991.40,8049.17,9369.87,11640.11,13090.06,14046.30,14848.41,15269.70,15876.45,2217.81
HTTP Receiving (ms),11709.26,4985.98,15362.39,1498784.69,5074.45,7288.25,8562.89,10738.71,12292.20,13214.80,14047.24,14519.03,15092.48,2217.23
HTTP Sending (ms),0.15,0.12,0.29,19.56,0.12,0.12,0.12,0.13,0.15,0.16,0.20,0.24,0.27,0.03
HTTP Total Time (ms),12543.77,5783.04,16161.12,1605603.17,5991.40,8049.17,9369.87,11640.11,13090.06,14046.30,14848.41,15269.70,15876.45,2217.81
HTTP Waiting (TTFB) (ms),834.37,658.16,1464.87,106798.92,660.20,678.32,700.56,739.69,790.23,853.81,1017.19,1293.57,1295.25,154.30
Input Sequence Length (tokens),1036.00,1036.00,1036.00,132608.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),45.57,27.07,234.09,1498384.41,35.18,37.47,38.91,40.05,40.56,42.60,43.66,47.31,158.48,22.14
Inter Token Latency (ms),12.48,8.08,17.40,1597.82,8.50,9.84,10.35,11.19,12.57,13.45,14.46,15.13,16.73,1.69
OSL Mismatch Diff % (%),-7.10,-68.75,0.00,-909.18,-65.10,-51.40,-41.60,0.00,0.00,0.00,0.00,0.00,0.00,17.44
Output Sequence Length (tokens),951.27,320.00,1024.00,121762.00,357.37,497.70,598.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,178.56
Output Token Count (tokens),227.66,4.00,443.00,11383.00,25.56,50.45,70.90,151.75,246.00,299.75,365.00,391.60,424.38,104.17
Output Token Throughput Per User (tokens/sec/user),81.64,57.47,123.69,10450.42,59.81,66.10,69.14,74.35,79.58,89.39,96.61,101.63,117.73,11.60
Prefill Throughput Per User (tokens/sec/user),1274.88,707.05,1573.57,163184.62,799.63,800.70,1018.15,1213.08,1310.69,1400.21,1478.39,1526.81,1568.72,186.25
Reasoning Token Count (tokens),862.34,123.00,1024.00,110379.00,155.56,212.10,317.00,772.75,1024.00,1024.00,1024.00,1024.00,1024.00,269.03
Request Latency (ms),12540.73,5783.10,16161.18,1605212.89,5891.31,8049.24,9357.57,11640.17,13086.27,14046.36,14848.48,15269.78,15876.52,2222.61
Time to First Output Token (ms),8986.84,3030.99,15847.64,449341.88,3196.26,3585.88,3989.04,5926.69,10074.31,11375.84,13088.41,13927.51,15286.14,3507.69
Time to First Token (ms),834.60,658.38,1465.24,106828.48,660.41,678.54,700.76,739.89,790.43,854.03,1017.53,1293.86,1295.60,154.32
Time to Second Token (ms),39.71,27.07,197.05,5082.96,31.44,33.08,34.50,36.79,37.58,38.68,40.14,40.61,136.27,18.38
Tokens In Flight (tokens),22874.12,0.00,28812.73,,,,,,23682.80,,25805.68,26707.79,28243.69,3464.79
Usage Completion Tokens (tokens),951.27,320.00,1024.00,121762.00,357.37,497.70,598.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,178.56
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),1036.00,1036.00,1036.00,132608.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Usage Reasoning Tokens (tokens),862.34,123.00,1024.00,110379.00,155.56,212.10,317.00,772.75,1024.00,1024.00,1024.00,1024.00,1024.00,269.03
Usage Total Tokens (tokens),1987.27,1356.00,2060.00,254370.00,1393.37,1533.70,1634.00,2060.00,2060.00,2060.00,2060.00,2060.00,2060.00,178.56

Metric,Value
Benchmark Duration (sec),104.61
Input Token Throughput (tokens/sec),1267.64
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),1163.96
Overall Usage Prompt Cache Read % (%),0.00
Request Count,128.00
Request Throughput (requests/sec),1.22
Total Input Sequence Length (tokens),132608.00
Total Output Sequence Length (tokens),121762.00
Total Output Tokens (tokens),11383.00
Total Reasoning Tokens (tokens),110379.00
Total Token Throughput (tokens/sec),2431.59
Total Usage Completion Tokens (tokens),121762.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),132608.00
Total Usage Reasoning Tokens (tokens),110379.00
Total Usage Total Tokens (tokens),254370.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
