Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),929.89,0.00,3499.26,,,,,,506.91,,2696.57,2759.76,2922.51,964.24
Active Decode Throughput Per User (tokens/sec/user),69.57,0.00,307.86,,,,,,75.80,,121.11,137.83,140.34,33.26
Active Prefill Throughput (tokens/sec),492.50,88.81,5094.08,,,,,,330.15,,852.35,1110.99,5094.08,612.96
Active Prefill Throughput Per User (tokens/sec/user),298.76,88.81,707.50,,,,,,271.22,,475.98,547.53,650.49,123.36
Active Total Throughput (tokens/sec),963.21,54.42,5094.08,,,,,,686.63,,2632.07,2883.05,3330.17,972.41
Credit-to-Start Latency (ms),1.57,0.57,19.38,258.24,0.61,0.65,0.69,0.82,1.02,1.77,2.31,3.77,7.91,1.88
Decode Duration (ms),57039.44,1900.31,618700.01,9354468.63,2596.48,3371.51,4083.09,6397.97,11762.98,28443.55,164789.78,368245.98,524585.36,116681.55
E2E Output Token Throughput (tokens/sec/user),83.48,15.61,121.77,13690.79,29.08,65.05,72.15,78.76,84.29,90.11,96.46,100.31,108.72,13.13
Effective Concurrency,13.68,0.00,32.00,,,,,,12.00,,32.00,32.00,32.00,10.83
Effective Decode Concurrency,13.56,0.00,32.00,,,,,,12.00,,32.00,32.00,32.00,10.67
Effective Decode Throughput (tokens/sec),929.08,0.00,3499.26,,,,,,506.83,,2696.53,2759.66,2922.51,964.21
Effective Decode Throughput Per User (tokens/sec/user),69.51,0.00,307.86,,,,,,75.77,,121.09,137.83,140.34,33.31
Effective Latency (CO-aware) (ms),57587.22,2306.92,619153.71,9444304.40,3195.46,4080.32,4671.53,6894.64,12398.12,28965.09,165335.51,368950.66,525041.36,116673.49
Effective Prefill Concurrency,0.13,0.00,32.00,,,,,,0.00,,0.00,1.00,2.00,1.09
Effective Prefill Throughput (tokens/sec),34.08,0.00,5094.08,,,,,,0.00,,0.00,232.45,723.29,204.02
Effective Prefill Throughput Per User (tokens/sec/user),20.67,0.00,707.50,,,,,,0.00,,0.00,213.73,426.17,82.48
Effective Total Throughput (tokens/sec),963.16,0.00,5094.08,,,,,,686.63,,2632.07,2883.05,3330.17,972.40
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1026.62,42.00,9346.00,168366.00,58.89,77.05,91.90,144.50,262.00,624.25,3243.50,5500.15,8599.06,1916.32
HTTP Chunks Sent,1.00,1.00,1.00,164.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.48,0.00,5.17,78.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.91,5.02,1.45
HTTP Connection Overhead (ms),0.90,0.00,9.79,147.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.21,9.54,2.74
HTTP Connection Reused (ratio),0.90,0.00,1.00,148.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),442.04,19.23,4023.22,72494.03,26.45,33.96,40.38,62.95,113.17,269.01,1397.42,2374.27,3698.99,824.14
HTTP Data Sent (KB),0.59,0.25,1.49,96.14,0.27,0.31,0.35,0.42,0.54,0.71,0.91,1.05,1.34,0.23
HTTP DNS Lookup (ms),0.43,0.00,4.62,69.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.36,4.53,1.30
HTTP Duration (excl. conn) (ms),57585.58,2306.21,619152.99,9444035.13,3194.56,4079.46,4668.04,6893.48,12397.13,28964.29,165334.32,368949.81,525040.36,116673.55
