Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),610.71,0.00,1038.25,,,,,,675.30,,806.34,826.74,869.27,205.73
Active Decode Throughput Per User (tokens/sec/user),96.67,0.00,259.50,,,,,,101.94,,113.17,117.61,126.76,23.65
Active Prefill Throughput (tokens/sec),7482.90,1926.22,24009.62,,,,,,6850.50,,13195.00,16845.44,24009.62,4546.19
Active Prefill Throughput Per User (tokens/sec/user),3442.43,1926.22,3779.61,,,,,,3465.54,,3679.35,3767.62,3779.61,240.73
Active Total Throughput (tokens/sec),5640.30,115.82,24009.62,,,,,,4253.91,,11237.60,13986.07,24009.62,4994.40
Credit-to-Start Latency (ms),1.30,0.65,2.04,130.23,0.77,0.86,0.94,1.19,1.31,1.40,1.55,1.79,2.02,0.25
Decode Duration (ms),10136.25,4964.95,13860.53,1013624.62,5383.76,6899.21,7997.57,9476.03,10355.89,11187.49,11800.81,12103.62,13797.87,1603.18
E2E Output Token Throughput (tokens/sec/user),78.40,54.33,110.64,7840.00,60.10,67.32,70.59,74.77,78.29,82.32,86.82,88.32,91.39,7.45
Effective Concurrency,7.71,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.20
Effective Decode Concurrency,6.23,0.00,8.00,,,,,,7.00,,8.00,8.00,8.00,1.75
Effective Decode Throughput (tokens/sec),601.78,0.00,1038.25,,,,,,669.27,,805.91,826.23,868.45,216.98
Effective Decode Throughput Per User (tokens/sec/user),95.25,0.00,259.50,,,,,,101.84,,113.01,117.57,126.69,26.19
Effective Latency (CO-aware) (ms),12554.39,7418.00,16233.79,1255438.60,7744.29,9243.36,10393.69,11867.86,12792.22,13580.23,14233.23,14506.79,16226.82,1598.50
Effective Prefill Concurrency,1.48,0.00,8.00,,,,,,1.00,,3.00,4.00,8.00,1.57
Effective Prefill Throughput (tokens/sec),5038.40,0.00,24009.62,,,,,,3574.92,,10766.73,13621.24,24009.62,5121.76
Effective Prefill Throughput Per User (tokens/sec/user),2317.87,0.00,3779.61,,,,,,3351.93,,3622.05,3689.30,3771.77,1626.53
Effective Total Throughput (tokens/sec),5640.18,0.00,24009.62,,,,,,4253.91,,11237.60,13986.07,24009.62,4994.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,269.58,132.00,356.00,26958.00,133.98,186.50,214.00,257.75,274.50,294.25,309.40,322.05,352.04,41.71
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),116.78,57.64,152.67,11677.69,58.19,82.89,93.27,112.00,118.96,127.25,133.40,138.64,151.06,17.66
HTTP Data Sent (KB),35.07,32.85,37.48,3507.22,33.42,33.91,34.10,34.54,35.07,35.49,36.13,36.36,36.79,0.80
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),12553.02,7416.59,16231.69,1255301.58,7743.05,9241.97,10392.72,11865.99,12790.60,13578.87,14231.81,14505.38,16225.45,1598.52
HTTP Receiving (ms),10136.96,4964.96,13860.54,1013695.65,5417.73,6899.23,7997.56,9476.05,10355.90,11187.50,11800.82,12103.63,13797.88,1602.51
HTTP Sending (ms),0.15,0.12,0.19,14.58,0.12,0.12,0.12,0.13,0.15,0.16,0.17,0.17,0.18,0.02
HTTP Total Time (ms),12553.02,7416.59,16231.69,1255301.58,7743.05,9241.97,10392.72,11865.99,12790.60,13578.87,14231.81,14505.38,16225.45,1598.52
HTTP Waiting (TTFB) (ms),2415.91,2170.36,4258.88,241591.35,2174.86,2225.43,2248.80,2302.62,2388.20,2482.44,2546.70,2641.58,2680.44,219.76
Input Sequence Length (tokens),8204.01,8204.00,8205.00,820401.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.01,0.10
Inter Chunk Latency (ms),37.74,23.42,202.19,1013624.62,29.51,31.87,33.13,34.77,35.95,36.58,37.18,39.22,148.10,16.10
Inter Token Latency (ms),10.35,6.92,13.55,1035.48,8.56,8.90,9.05,9.69,10.23,10.94,11.63,12.15,13.49,1.06
OSL Mismatch Diff % (%),-4.21,-59.08,0.00,-421.09,-55.41,-36.58,-16.35,0.00,0.00,0.00,0.00,0.00,0.00,11.64
Output Sequence Length (tokens),980.88,419.00,1024.00,98088.00,456.62,649.45,856.60,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,119.20
Output Token Count (tokens),205.74,6.00,465.00,8024.00,9.42,37.50,72.20,116.50,217.00,282.50,328.20,364.00,436.88,106.14
Output Token Throughput Per User (tokens/sec/user),97.60,73.81,144.53,9760.14,74.14,82.33,86.01,91.40,97.78,103.20,110.48,112.38,116.88,10.20
Prefill Throughput Per User (tokens/sec/user),3415.18,1926.22,3779.61,341517.81,3067.20,3105.43,3221.28,3304.53,3434.93,3562.60,3647.75,3686.09,3771.85,224.83
Reasoning Token Count (tokens),900.64,70.00,1024.00,90064.00,273.94,547.70,612.00,789.50,1024.00,1024.00,1024.00,1024.00,1024.00,195.57
Request Latency (ms),12552.38,7416.64,16231.77,1255238.32,7709.16,9242.04,10392.78,11866.05,12790.67,13578.94,14231.90,14505.46,16225.52,1599.22
Time to First Output Token (ms),9983.88,3248.93,15503.69,389371.28,4119.48,6568.21,7078.33,8800.65,10185.53,11173.50,12377.80,13127.14,14680.71,2253.12
Time to First Token (ms),2416.14,2170.60,4259.12,241613.70,2175.06,2225.66,2249.06,2302.81,2388.41,2482.65,2546.90,2641.82,2680.68,219.76
Time to Second Token (ms),30.54,25.44,174.12,3054.34,25.78,26.02,26.53,27.94,29.12,30.13,31.25,33.05,35.78,14.55
Tokens In Flight (tokens),66325.53,0.00,72440.76,,,,,,68712.37,,70420.82,70900.43,71715.02,10306.68
Usage Completion Tokens (tokens),980.88,419.00,1024.00,98088.00,456.62,649.45,856.60,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,119.20
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),8204.01,8204.00,8205.00,820401.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.00,8204.01,0.10
Usage Reasoning Tokens (tokens),900.64,70.00,1024.00,90064.00,273.94,547.70,612.00,789.50,1024.00,1024.00,1024.00,1024.00,1024.00,195.57
Usage Total Tokens (tokens),9184.89,8623.00,9228.00,918489.00,8660.62,8853.45,9060.60,9228.00,9228.00,9228.00,9228.00,9228.00,9228.00,119.17

Metric,Value
Benchmark Duration (sec),162.83
Input Token Throughput (tokens/sec),5038.40
OSL Mismatch Count,16.00
Output Token Throughput (tokens/sec),602.40
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),0.61
Total Input Sequence Length (tokens),820401.00
Total Output Sequence Length (tokens),98088.00
Total Output Tokens (tokens),8024.00
Total Reasoning Tokens (tokens),90064.00
Total Token Throughput (tokens/sec),5640.80
Total Usage Completion Tokens (tokens),98088.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),820401.00
Total Usage Reasoning Tokens (tokens),90064.00
Total Usage Total Tokens (tokens),918489.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
