Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2297.70,0.00,3258.87,,,,,,2688.48,,2814.18,2852.28,2997.16,874.99
Active Decode Throughput Per User (tokens/sec/user),89.79,0.00,296.47,,,,,,87.12,,108.32,126.19,138.39,16.90
Active Prefill Throughput (tokens/sec),86.31,5.29,346.30,,,,,,63.61,,144.31,203.45,300.35,55.24
Active Prefill Throughput Per User (tokens/sec/user),53.73,5.29,124.16,,,,,,53.73,,70.57,73.97,109.12,16.50
Active Total Throughput (tokens/sec),2327.39,21.34,2867.28,,,,,,2726.69,,2786.45,2803.97,2820.79,844.67
Credit-to-Start Latency (ms),1.65,0.61,12.03,421.43,0.65,0.74,0.81,0.92,1.12,2.10,3.32,3.54,5.13,1.23
Decode Duration (ms),19795.63,3194.85,52950.95,5067681.61,3605.77,4387.18,5577.81,7288.52,11919.73,30595.62,48880.63,50480.35,51863.86,16229.56
E2E Output Token Throughput (tokens/sec/user),82.05,42.12,111.74,21005.16,46.88,57.39,72.25,79.59,83.41,87.63,91.26,93.82,106.91,10.42
Effective Concurrency,27.70,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.71
Effective Decode Concurrency,26.59,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,9.91
Effective Decode Throughput (tokens/sec),2289.76,0.00,3258.87,,,,,,2688.20,,2813.88,2852.28,2997.16,883.83
Effective Decode Throughput Per User (tokens/sec/user),89.48,0.00,296.47,,,,,,87.11,,108.16,126.18,138.39,17.67
Effective Latency (CO-aware) (ms),20637.04,3702.47,55058.78,5283083.04,4157.91,4858.39,6216.30,7889.56,13170.88,31114.56,49558.79,51389.44,53351.54,16266.82
Effective Prefill Concurrency,1.11,0.00,32.00,,,,,,0.00,,2.00,3.00,31.00,3.67
Effective Prefill Throughput (tokens/sec),37.56,0.00,346.30,,,,,,0.00,,108.29,131.76,300.35,56.20
Effective Prefill Throughput Per User (tokens/sec/user),23.38,0.00,124.16,,,,,,0.00,,62.56,67.41,78.38,28.78
Effective Total Throughput (tokens/sec),2327.32,0.00,2867.28,,,,,,2726.69,,2786.45,2803.97,2820.79,844.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,420.03,68.00,1126.00,107527.00,78.75,93.75,110.00,152.00,244.00,651.00,1037.00,1075.25,1101.80,348.44
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.27,0.00,18.06,69.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,3.71,1.38
HTTP Connection Overhead (ms),0.52,0.00,35.63,131.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,6.91,2.67
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),181.11,30.29,485.94,46364.65,35.05,41.56,48.23,66.42,105.69,279.33,444.70,461.76,474.17,149.34
HTTP Data Sent (KB),0.23,0.19,0.34,59.77,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.24,0.00,17.57,62.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.82,3.22,1.29
HTTP Duration (excl. conn) (ms),20635.33,3701.22,55057.65,5282644.01,4155.48,4856.34,6215.15,7886.71,13167.66,31113.28,49556.57,51388.51,53349.06,16266.92
HTTP Receiving (ms),19805.58,3194.86,52950.96,5070229.38,3616.99,4414.72,5577.81,7290.02,11943.76,30595.62,48880.66,50480.40,51863.98,16225.33
HTTP Sending (ms),0.43,0.11,18.39,110.14,0.11,0.11,0.12,0.12,0.14,0.16,0.22,3.67,4.04,1.42
HTTP Total Time (ms),20635.84,3701.22,55063.82,5282775.98,4155.48,4856.34,6215.15,7886.71,13167.66,31113.28,49556.57,51388.51,53349.06,16266.93
HTTP Waiting (TTFB) (ms),829.31,408.48,4908.85,212304.50,410.73,414.34,417.11,458.81,509.94,560.43,2432.82,2436.16,4818.26,963.91
Input Sequence Length (tokens),27.98,20.00,59.00,7162.00,20.00,23.00,23.00,25.00,27.00,30.00,32.00,36.00,44.35,4.70
Inter Chunk Latency (ms),47.27,24.60,2383.13,5067681.61,37.18,43.52,45.80,46.35,46.63,46.96,48.05,48.88,50.57,33.90
Inter Token Latency (ms),11.58,8.85,18.07,2964.19,9.25,10.13,10.31,10.83,11.37,12.08,12.85,14.43,16.44,1.28
Output Sequence Length (tokens),1706.51,309.00,4096.00,436866.00,344.15,409.50,476.50,635.25,1034.50,2798.00,4096.00,4096.00,4096.00,1384.19
Output Token Count (tokens),329.22,78.00,1035.00,68806.00,92.56,143.60,174.60,216.00,298.00,404.00,541.60,623.00,783.24,152.98
Output Token Throughput Per User (tokens/sec/user),87.29,55.35,113.00,22346.49,60.86,69.31,77.82,82.77,87.91,92.33,97.00,98.73,108.06,8.54
Prefill Throughput Per User (tokens/sec/user),50.94,4.77,124.16,13040.42,5.25,10.26,11.90,44.91,52.41,62.59,70.83,74.48,104.58,19.45
Reasoning Token Count (tokens),1437.73,100.00,4096.00,368060.00,132.30,212.00,242.00,344.50,698.00,2165.25,4096.00,4096.00,4096.00,1462.58
Request Latency (ms),20625.45,3701.27,55057.81,5280115.99,4129.57,4822.80,6201.47,7879.11,13167.01,31113.35,49556.54,51388.58,53349.12,16271.13
Time to First Output Token (ms),11020.38,1711.86,48693.54,2303259.79,1794.80,2858.52,3467.48,4251.95,7545.95,13192.63,24447.87,32655.65,45425.16,9686.95
Time to First Token (ms),829.82,408.72,4913.20,212434.38,410.91,414.56,417.32,459.02,510.14,560.64,2436.20,2436.99,4819.51,964.74
Time to Second Token (ms),220.76,27.08,2383.13,56514.86,41.27,43.40,44.23,46.12,46.48,46.86,49.75,2381.48,2382.72,612.07
Tokens In Flight (tokens),38077.69,0.00,68328.16,,,,,,41769.01,,57115.22,61104.36,64660.38,16969.01
Usage Completion Tokens (tokens),1706.51,309.00,4096.00,436866.00,344.15,409.50,476.50,635.25,1034.50,2798.00,4096.00,4096.00,4096.00,1384.19
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),27.98,20.00,59.00,7162.00,20.00,23.00,23.00,25.00,27.00,30.00,32.00,36.00,44.35,4.70
Usage Reasoning Tokens (tokens),1437.73,100.00,4096.00,368060.00,132.30,212.00,242.00,344.50,698.00,2165.25,4096.00,4096.00,4096.00,1462.58
Usage Total Tokens (tokens),1734.48,332.00,4147.00,444028.00,366.25,436.50,511.00,664.50,1059.00,2830.25,4125.00,4127.00,4134.00,1385.20

Metric,Value
Benchmark Duration (sec),190.67
Input Token Throughput (tokens/sec),37.56
Output Token Throughput (tokens/sec),2291.10
Overall Usage Prompt Cache Read % (%),0.00
Request Count,256.00
Request Throughput (requests/sec),1.34
Total Input Sequence Length (tokens),7162.00
Total Output Sequence Length (tokens),436866.00
Total Output Tokens (tokens),68806.00
Total Reasoning Tokens (tokens),368060.00
Total Token Throughput (tokens/sec),2328.66
Total Usage Completion Tokens (tokens),436866.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),7162.00
Total Usage Reasoning Tokens (tokens),368060.00
Total Usage Total Tokens (tokens),444028.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
