Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2077.10,0.00,3686.26,,,,,,2415.74,,2698.34,2903.96,3255.00,846.29
Active Decode Throughput Per User (tokens/sec/user),87.57,0.00,398.68,,,,,,82.05,,113.61,124.97,129.03,15.56
Active Prefill Throughput (tokens/sec),942.98,40.87,7787.88,,,,,,202.55,,2831.54,3671.22,4805.00,1226.90
Active Prefill Throughput Per User (tokens/sec/user),568.80,40.87,2423.11,,,,,,126.33,,1588.65,1776.22,2384.22,654.94
Active Total Throughput (tokens/sec),2537.38,97.83,10018.12,,,,,,2541.17,,4235.34,5104.48,6634.96,1404.61
Credit-to-Start Latency (ms),1.50,0.62,5.15,383.85,0.68,0.78,0.87,1.05,1.28,1.59,2.54,3.21,4.35,0.76
Decode Duration (ms),14488.41,1659.84,52973.78,3709031.81,2076.63,3185.57,5161.35,9367.67,12218.63,16598.73,26967.10,36508.08,46702.80,9453.97
E2E Output Token Throughput (tokens/sec/user),81.72,38.64,143.53,20919.92,57.89,64.36,68.94,74.58,79.22,84.54,96.66,117.00,130.28,14.47
Effective Concurrency,26.14,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,10.92
Effective Decode Concurrency,25.22,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,10.65
Effective Decode Throughput (tokens/sec),2072.64,0.00,3686.26,,,,,,2414.73,,2697.93,2903.96,3255.00,850.82
Effective Decode Throughput Per User (tokens/sec/user),87.39,0.00,398.68,,,,,,82.03,,113.61,124.97,129.03,16.06
Effective Latency (CO-aware) (ms),15021.02,2310.96,53581.01,3845380.71,2572.79,3645.75,5664.75,9912.85,12767.76,17047.29,27420.59,37020.26,47249.73,9455.20
Effective Prefill Concurrency,0.91,0.00,32.00,,,,,,0.00,,2.00,3.00,4.00,2.23
Effective Prefill Throughput (tokens/sec),464.62,0.00,7787.88,,,,,,0.00,,1746.85,2744.69,4391.42,981.79
Effective Prefill Throughput Per User (tokens/sec/user),280.25,0.00,2423.11,,,,,,0.00,,1308.31,1588.65,1981.68,540.57
Effective Total Throughput (tokens/sec),2537.26,0.00,10018.12,,,,,,2541.17,,4235.34,5104.48,6634.96,1404.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,337.44,39.00,1217.00,86384.00,49.20,74.25,120.00,218.00,284.50,385.25,651.00,840.50,1112.95,221.11
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.33,0.00,5.58,84.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,5.42,1.28
HTTP Connection Overhead (ms),0.63,0.00,10.65,161.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,10.35,2.45
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),145.45,18.01,520.05,37234.31,22.09,32.85,52.41,94.31,122.10,166.60,278.60,359.04,475.69,94.40
HTTP Data Sent (KB),1.32,0.19,6.85,338.01,0.19,0.20,0.21,0.26,0.36,2.07,3.86,5.29,6.40,1.69
HTTP DNS Lookup (ms),0.30,0.00,5.07,76.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.71,4.93,1.16
HTTP Duration (excl. conn) (ms),15019.44,2309.81,53579.94,3844977.63,2571.31,3643.11,5663.35,9911.65,12766.19,17046.34,27419.42,37018.76,47248.24,9455.20
HTTP Receiving (ms),14494.17,1659.88,52973.82,3710508.52,2076.64,3185.58,5161.35,9367.68,12218.63,16598.74,26967.10,36519.21,46727.99,9454.66
HTTP Sending (ms),0.50,0.11,5.94,127.39,0.11,0.12,0.12,0.13,0.15,0.17,0.24,5.53,5.78,1.33
HTTP Total Time (ms),15020.08,2319.75,53579.94,3845139.20,2571.31,3643.11,5668.55,9911.65,12766.19,17046.34,27419.42,37018.76,47248.24,9454.87
