Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6401.08,0.00,11177.72,,,,,,5922.12,,9322.25,9517.29,10198.22,2687.05
Active Decode Throughput Per User (tokens/sec/user),62.36,0.00,238.20,,,,,,71.39,,79.45,84.97,98.35,17.62
Active Prefill Throughput (tokens/sec),728.27,13.38,20031.39,,,,,,553.44,,1257.86,1545.11,2523.09,1319.53
Active Prefill Throughput Per User (tokens/sec/user),197.50,12.60,684.12,,,,,,185.89,,334.57,384.93,506.02,102.21
Active Total Throughput (tokens/sec),6945.50,72.58,20031.39,,,,,,7439.54,,9369.59,9940.86,10924.16,2554.72
Credit-to-Start Latency (ms),1.80,0.37,12.21,1839.35,0.59,0.75,0.83,0.98,1.30,2.16,3.87,4.33,5.19,1.22
Decode Duration (ms),27374.94,2552.24,97822.26,28031934.67,3303.36,4606.99,5496.71,8312.07,15169.86,40023.75,73673.66,81530.76,88343.01,25665.24
E2E Output Token Throughput (tokens/sec/user),62.36,20.97,105.97,63860.28,28.93,42.67,46.57,52.05,61.90,72.42,80.61,84.78,93.97,13.62
Effective Concurrency,110.78,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,37.52
Effective Decode Concurrency,107.78,0.00,128.00,,,,,,124.00,,127.00,127.00,128.00,36.89
Effective Decode Throughput (tokens/sec),6385.59,0.00,11177.72,,,,,,5919.11,,9321.21,9517.14,10198.22,2702.16
Effective Decode Throughput Per User (tokens/sec/user),62.21,0.00,238.20,,,,,,71.38,,79.43,84.92,97.54,17.86
Effective Latency (CO-aware) (ms),28144.29,3086.82,98415.99,28819748.74,3914.18,5225.13,6165.02,8981.13,16117.11,40616.25,74488.27,82255.28,89275.29,25693.84
Effective Prefill Concurrency,3.00,0.00,128.00,,,,,,2.00,,6.00,6.00,9.00,7.46
Effective Prefill Throughput (tokens/sec),559.71,0.00,20031.39,,,,,,396.73,,1158.90,1424.60,2390.69,1196.87
Effective Prefill Throughput Per User (tokens/sec/user),151.78,0.00,684.12,,,,,,153.15,,305.46,368.62,481.21,122.34
Effective Total Throughput (tokens/sec),6945.30,0.00,20031.39,,,,,,7439.54,,9369.59,9940.86,10924.16,2554.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,451.46,51.00,1524.00,462294.00,58.00,83.00,98.00,141.75,258.00,653.25,1201.70,1302.70,1394.54,414.43
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,28.90,314.89,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.67,4.96,1.95
HTTP Connection Overhead (ms),0.36,0.00,32.49,371.04,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.67,8.69,2.16
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),193.90,23.07,650.38,198549.27,25.95,36.84,43.17,61.59,111.31,279.66,513.90,556.66,595.29,176.79
HTTP Data Sent (KB),0.61,0.28,1.52,628.95,0.30,0.34,0.38,0.45,0.56,0.73,0.93,1.10,1.43,0.23
HTTP DNS Lookup (ms),0.05,0.00,4.00,56.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.44
HTTP Duration (excl. conn) (ms),28142.42,3082.40,98413.61,28817840.87,3913.06,5224.14,6162.67,8979.69,16115.54,40613.67,74486.17,82252.24,89274.30,25693.83
HTTP Receiving (ms),27381.36,2552.24,97822.26,28038517.50,3341.31,4616.88,5518.09,8318.13,15169.87,40023.75,73673.66,81530.76,88343.08,25663.64
HTTP Sending (ms),0.46,0.06,29.11,468.02,0.11,0.12,0.12,0.13,0.14,0.15,0.53,1.83,5.16,1.96
HTTP Total Time (ms),28142.79,3082.40,98413.61,28818211.91,3913.06,5224.14,6162.67,8979.69,16115.54,40613.67,74486.17,82252.24,89274.30,25693.73
HTTP Waiting (TTFB) (ms),760.60,427.99,9312.98,778855.36,432.96,441.87,480.57,533.30,595.14,738.26,890.78,1276.97,4903.70,787.38
Input Sequence Length (tokens),142.19,50.00,403.00,145605.00,51.00,62.00,78.00,98.00,128.50,166.00,237.70,281.00,330.00,63.83
Inter Chunk Latency (ms),60.79,26.59,19938.02,28031934.67,43.54,46.90,48.19,49.16,49.89,72.60,82.63,84.99,89.49,148.49
Inter Token Latency (ms),16.04,8.95,46.95,16429.44,9.92,10.87,11.43,12.94,15.34,18.54,20.89,22.28,32.42,4.33
Output Sequence Length (tokens),1623.25,234.00,4096.00,1662205.00,252.00,324.00,385.60,578.50,1007.50,2356.75,4096.00,4096.00,4096.00,1365.31
Output Token Count (tokens),185.91,1.00,495.00,159139.00,48.00,63.00,84.50,125.00,174.00,245.25,298.00,359.00,432.35,86.69
Output Token Throughput Per User (tokens/sec/user),66.16,21.30,111.75,67746.78,30.84,44.89,47.86,53.93,65.20,77.31,87.48,92.03,100.83,15.38
Prefill Throughput Per User (tokens/sec/user),227.95,12.24,914.39,233419.36,27.92,78.14,103.25,146.57,204.09,276.69,394.58,470.33,617.57,120.79
Reasoning Token Count (tokens),1467.84,125.00,4096.00,1503066.00,164.45,217.90,268.60,424.00,792.00,2091.00,4096.00,4096.00,4096.00,1407.64
Request Latency (ms),28136.06,3082.47,98413.67,28811329.86,3913.13,5204.83,6162.73,8979.75,16115.59,40613.74,74486.23,82252.30,89274.34,25695.39
Time to First Output Token (ms),17054.37,2366.32,82404.34,14479158.43,3129.00,4035.87,4883.79,6834.16,11025.60,20831.19,37060.97,50931.81,75372.68,15433.55
Time to First Token (ms),761.13,428.20,9313.16,779395.19,433.25,442.06,480.78,533.51,595.36,738.45,893.21,1282.59,4904.42,787.51
Time to Second Token (ms),57.88,29.23,92.66,59271.57,39.85,47.03,48.23,48.91,49.82,71.75,82.39,84.48,87.40,13.95
Tokens In Flight (tokens),172273.96,0.00,240271.19,,,,,,193534.61,,226168.82,232971.35,236836.25,56993.75
Usage Completion Tokens (tokens),1623.25,234.00,4096.00,1662205.00,252.00,324.00,385.60,578.50,1007.50,2356.75,4096.00,4096.00,4096.00,1365.31
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),142.19,50.00,403.00,145605.00,51.00,62.00,78.00,98.00,128.50,166.00,237.70,281.00,330.00,63.83
Usage Reasoning Tokens (tokens),1467.84,125.00,4096.00,1503066.00,164.45,217.90,268.60,424.00,792.00,2091.00,4096.00,4096.00,4096.00,1407.64
Usage Total Tokens (tokens),1765.44,299.00,4499.00,1807810.00,334.00,393.45,482.90,698.50,1175.00,2554.25,4236.00,4268.00,4366.00,1385.03

Metric,Value
Benchmark Duration (sec),260.14
Input Token Throughput (tokens/sec),559.71
