Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1159.63,0.00,1978.07,,,,,,1297.22,,1550.39,1603.51,1654.12,420.40
Active Decode Throughput Per User (tokens/sec/user),85.00,0.00,312.00,,,,,,88.14,,100.21,102.50,143.99,21.39
Active Prefill Throughput (tokens/sec),1676.14,39.57,8351.51,,,,,,1734.78,,3082.42,3999.11,7160.49,1438.65
Active Prefill Throughput Per User (tokens/sec/user),1316.00,39.57,3112.80,,,,,,1273.54,,2808.09,3001.16,3090.89,1015.88
Active Total Throughput (tokens/sec),1770.46,69.63,9353.28,,,,,,1347.89,,3651.38,4202.33,6236.51,1228.12
Credit-to-Start Latency (ms),1.79,0.41,9.26,286.65,0.44,0.51,0.67,0.92,1.41,2.27,3.28,4.18,6.28,1.28
Decode Duration (ms),20058.62,1815.37,54806.78,3209379.89,2555.30,3464.48,5162.97,8834.15,18819.84,28303.89,36744.70,43969.88,49750.42,12437.18
E2E Output Token Throughput (tokens/sec/user),81.16,46.73,116.84,12985.49,51.86,58.59,64.91,71.31,81.30,92.08,99.52,101.14,112.23,13.75
Effective Concurrency,14.40,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,3.88
Effective Decode Concurrency,13.87,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,3.90
Effective Decode Throughput (tokens/sec),1155.86,0.00,1978.07,,,,,,1296.30,,1549.76,1603.49,1654.12,424.88
Effective Decode Throughput Per User (tokens/sec/user),84.72,0.00,312.00,,,,,,88.10,,100.20,102.49,143.98,21.89
Effective Latency (CO-aware) (ms),20838.19,2399.07,55763.03,3334109.96,3635.28,4159.39,6190.24,9522.23,19950.51,29046.06,38012.98,45130.44,50317.87,12467.91
Effective Prefill Concurrency,0.53,0.00,16.00,,,,,,0.00,,1.00,2.00,3.00,1.23
Effective Prefill Throughput (tokens/sec),614.56,0.00,8351.51,,,,,,0.00,,2417.89,3001.16,5047.01,1187.97
Effective Prefill Throughput Per User (tokens/sec/user),482.51,0.00,3112.80,,,,,,0.00,,2087.88,2570.04,3082.42,883.49
Effective Total Throughput (tokens/sec),1770.41,0.00,9353.28,,,,,,1347.89,,3651.38,4202.33,6236.51,1228.14
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,451.26,43.00,1244.00,72202.00,58.36,72.90,115.70,198.00,413.50,643.75,840.10,985.40,1092.74,280.35
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),194.53,19.55,533.31,31124.56,26.03,32.26,50.53,85.58,177.50,279.02,360.02,422.98,469.72,120.32
HTTP Data Sent (KB),3.70,0.19,18.53,591.96,0.22,0.24,0.26,0.34,1.46,6.72,10.35,13.43,17.06,4.38
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),20836.32,2398.56,55755.63,3333811.33,3633.97,4157.03,6189.35,9520.38,19949.04,29044.83,38008.15,45128.07,50316.10,12467.30
HTTP Receiving (ms),20067.13,1815.38,54806.79,3210740.14,2555.31,3464.49,5162.97,8866.27,18819.85,28314.60,36744.71,43969.89,49750.43,12432.32
HTTP Sending (ms),0.16,0.12,0.41,25.51,0.12,0.12,0.13,0.14,0.15,0.17,0.19,0.23,0.31,0.04
HTTP Total Time (ms),20836.32,2398.56,55755.63,3333811.33,3633.97,4157.03,6189.35,9520.38,19949.04,29044.83,38008.15,45128.07,50316.10,12467.30
HTTP Waiting (TTFB) (ms),769.04,452.52,1713.02,123045.68,465.60,494.04,511.19,584.09,687.91,905.02,1172.59,1237.26,1518.42,250.05
Input Sequence Length (tokens),889.15,24.00,4391.00,142264.00,25.18,30.95,34.00,50.00,321.00,1604.50,2290.30,3292.25,4153.87,1094.40
Inter Chunk Latency (ms),44.57,19.26,200.61,3209379.89,33.20,37.67,39.66,41.41,41.99,42.75,44.26,46.06,142.76,17.03
Inter Token Latency (ms),11.95,8.23,20.48,1912.00,8.58,8.81,9.35,10.17,11.51,13.31,14.78,15.73,17.87,2.25
Output Sequence Length (tokens),1673.31,207.00,4096.00,267729.00,240.03,328.75,459.60,884.25,1560.50,2247.00,2979.30,4096.00,4096.00,1034.54
Output Token Count (tokens),518.41,1.00,2234.00,78799.00,11.51,22.55,43.00,169.50,378.00,836.75,1149.50,1260.60,1843.36,451.61
Output Token Throughput Per User (tokens/sec/user),86.48,48.82,121.47,13837.53,55.98,63.56,67.68,75.12,86.87,98.35,107.01,113.48,116.52,15.29
Prefill Throughput Per User (tokens/sec/user),985.18,29.84,3112.80,157628.51,31.40,42.54,52.14,75.85,517.34,1871.46,2527.02,2808.70,3085.89,1001.66
Reasoning Token Count (tokens),1180.81,31.00,4096.00,188930.00,82.43,208.75,297.60,587.00,971.50,1334.75,2397.20,4095.05,4096.00,964.71
Request Latency (ms),20827.90,2398.62,55755.72,3332464.30,3634.04,4157.11,6189.42,9481.41,19949.11,29034.19,38008.24,45128.14,50316.18,12472.16
Time to First Output Token (ms),12705.30,905.47,45443.62,1918499.60,1479.78,3146.68,3949.89,6515.31,12226.34,15496.40,21135.84,27331.65,39572.23,7907.01
Time to First Token (ms),769.28,452.73,1713.48,123084.42,465.82,494.26,511.42,584.29,688.12,905.26,1172.93,1237.46,1518.70,250.07
Time to Second Token (ms),49.97,27.61,200.22,7995.24,33.91,35.70,36.95,38.49,39.58,40.39,42.20,194.72,199.87,39.90
Tokens In Flight (tokens),31008.31,0.00,52524.26,,,,,,32856.06,,46047.40,48289.72,51320.24,12568.17
Usage Completion Tokens (tokens),1673.31,207.00,4096.00,267729.00,240.03,328.75,459.60,884.25,1560.50,2247.00,2979.30,4096.00,4096.00,1034.54
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),889.15,24.00,4391.00,142264.00,25.18,30.95,34.00,50.00,321.00,1604.50,2290.30,3292.25,4153.87,1094.40
Usage Reasoning Tokens (tokens),1180.81,31.00,4096.00,188930.00,82.43,208.75,297.60,587.00,971.50,1334.75,2397.20,4095.05,4096.00,964.71
Usage Total Tokens (tokens),2562.46,260.00,8254.00,409993.00,289.00,529.00,618.60,1344.75,2097.00,3688.25,4790.40,5828.65,8023.06,1720.75

Metric,Value
Benchmark Duration (sec),231.48
Input Token Throughput (tokens/sec),614.56
Output Token Throughput (tokens/sec),1156.55
Overall Usage Prompt Cache Read % (%),0.00
Request Count,160.00
Request Throughput (requests/sec),0.69
Total Input Sequence Length (tokens),142264.00
Total Output Sequence Length (tokens),267729.00
Total Output Tokens (tokens),78799.00
Total Reasoning Tokens (tokens),188930.00
Total Token Throughput (tokens/sec),1771.11
Total Usage Completion Tokens (tokens),267729.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),142264.00
Total Usage Reasoning Tokens (tokens),188930.00
Total Usage Total Tokens (tokens),409993.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
