Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),5402.29,0.00,8962.24,,,,,,5474.46,,6367.47,6663.73,8184.97,1007.50
Active Decode Throughput Per User (tokens/sec/user),38.68,0.00,191.85,,,,,,36.94,,45.49,57.59,80.63,9.79
Active Prefill Throughput (tokens/sec),5944.16,35.22,75395.05,,,,,,5703.36,,7131.60,7628.95,17889.70,4719.90
Active Prefill Throughput Per User (tokens/sec/user),56.41,35.22,684.31,,,,,,54.46,,62.90,65.32,111.81,17.25
Active Total Throughput (tokens/sec),11128.83,33.26,75395.05,,,,,,11275.31,,12458.05,12661.88,20715.05,4648.35
Credit-to-Start Latency (ms),1.64,0.37,45.27,3353.55,0.44,0.62,0.99,1.25,1.39,1.52,1.75,2.19,3.76,3.09
Decode Duration (ms),26194.78,4723.18,76487.18,53646904.74,7956.89,14435.32,16179.27,19044.23,22800.21,32555.54,41679.22,46727.34,55070.76,10299.11
E2E Output Token Throughput (tokens/sec/user),24.47,6.29,91.31,50116.85,9.61,13.67,15.27,18.33,23.29,28.78,34.89,40.46,52.03,8.68
Effective Concurrency,241.78,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,47.40
Effective Decode Concurrency,145.00,0.00,178.00,,,,,,150.00,,164.00,168.00,174.00,26.86
Effective Decode Throughput (tokens/sec),5394.32,0.00,8962.24,,,,,,5473.49,,6366.85,6663.73,8184.97,1027.87
Effective Decode Throughput Per User (tokens/sec/user),38.62,0.00,191.85,,,,,,36.94,,45.49,57.59,80.63,9.90
Effective Latency (CO-aware) (ms),43682.29,10026.15,96330.63,89461321.78,16106.78,22385.22,27537.36,34192.54,41898.02,52606.65,63353.32,67687.23,77636.50,13646.28
Effective Prefill Concurrency,96.78,0.00,256.00,,,,,,103.00,,117.00,122.00,152.00,31.34
Effective Prefill Throughput (tokens/sec),5734.40,0.00,75395.05,,,,,,5665.03,,7100.13,7601.53,15584.89,4763.84
Effective Prefill Throughput Per User (tokens/sec/user),54.42,0.00,684.31,,,,,,54.29,,62.71,65.28,102.53,19.88
Effective Total Throughput (tokens/sec),11128.72,0.00,75395.05,,,,,,11275.31,,12458.05,12661.88,20715.05,4648.46
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,264.89,65.00,484.00,542494.00,106.47,184.35,207.00,236.00,268.00,298.00,319.00,333.65,385.00,50.10
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.31,0.00,47.70,643.62,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.57,5.35,2.81
