Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3259.53,0.00,4545.25,,,,,,3760.36,,3965.69,3998.61,4205.75,1174.28
Active Decode Throughput Per User (tokens/sec/user),125.41,0.00,368.65,,,,,,122.87,,132.16,159.21,172.33,13.24
Active Prefill Throughput (tokens/sec),261.66,40.84,2776.50,,,,,,166.38,,478.40,707.61,1696.62,346.56
Active Prefill Throughput Per User (tokens/sec/user),155.43,40.84,1361.77,,,,,,119.58,,265.07,409.55,607.39,121.10
Active Total Throughput (tokens/sec),3382.25,130.04,5204.89,,,,,,3897.13,,4020.19,4175.16,4503.88,1234.29
Credit-to-Start Latency (ms),1.51,0.56,4.64,385.75,0.64,0.70,0.78,0.93,1.17,2.06,2.61,2.88,4.04,0.79
Decode Duration (ms),15453.05,1938.45,43604.36,3955979.76,2492.50,3131.31,4177.01,5773.81,11259.66,25096.81,33491.84,36621.06,39932.38,11295.71
E2E Output Token Throughput (tokens/sec/user),118.15,72.68,154.01,30247.08,82.09,94.98,101.94,110.82,120.00,126.25,131.00,134.57,147.65,12.59
Effective Concurrency,27.43,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,9.89
Effective Decode Concurrency,26.50,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,9.75
Effective Decode Throughput (tokens/sec),3246.31,0.00,4545.25,,,,,,3758.94,,3965.57,3997.90,4205.75,1190.07
Effective Decode Throughput Per User (tokens/sec/user),124.90,0.00,368.65,,,,,,122.86,,132.06,157.42,172.33,15.43
Effective Latency (CO-aware) (ms),16000.11,2381.99,44541.19,4096027.57,3086.32,3585.63,4621.28,6317.76,11819.23,25660.02,33996.37,37125.70,40575.03,11295.26
Effective Prefill Concurrency,0.92,0.00,32.00,,,,,,1.00,,2.00,3.00,4.00,2.38
Effective Prefill Throughput (tokens/sec),135.81,0.00,2776.50,,,,,,56.92,,317.38,483.78,1580.91,281.83
Effective Prefill Throughput Per User (tokens/sec/user),80.67,0.00,1361.77,,,,,,56.25,,201.57,273.50,535.52,116.80
Effective Total Throughput (tokens/sec),3382.12,0.00,5204.89,,,,,,3897.13,,4020.19,4175.16,4503.88,1234.44
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,346.38,44.00,972.00,88674.00,57.30,70.75,94.50,129.75,252.00,562.25,747.50,831.00,894.35,252.86
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,4.39,59.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.24,4.18,0.91
HTTP Connection Overhead (ms),0.43,0.00,8.32,110.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,7.90,1.69
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),149.27,19.80,417.28,38213.07,25.73,31.36,41.65,56.54,108.70,241.86,320.46,356.79,384.56,108.15
HTTP Data Sent (KB),0.35,0.18,1.88,89.38,0.18,0.19,0.21,0.24,0.30,0.39,0.52,0.67,1.14,0.19
HTTP DNS Lookup (ms),0.20,0.00,3.95,51.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,3.72,0.79
HTTP Duration (excl. conn) (ms),15998.52,2379.14,44539.72,4095621.30,3085.33,3584.23,4620.02,6315.96,11817.37,25658.04,33995.37,37124.40,40574.11,11295.22
HTTP Receiving (ms),15459.82,1938.45,43604.40,3957713.52,2492.51,3131.31,4200.09,5782.57,11259.67,25101.81,33491.85,36621.17,39932.50,11294.47
HTTP Sending (ms),0.40,0.11,4.79,102.85,0.12,0.12,0.13,0.13,0.15,0.17,0.24,3.65,4.51,0.96
HTTP Total Time (ms),15998.95,2379.14,44544.49,4095731.94,3085.33,3584.23,4620.02,6315.96,11817.37,25658.04,33995.37,37124.40,40577.72,11295.27
HTTP Waiting (TTFB) (ms),538.30,393.91,932.28,137804.93,395.37,400.02,437.65,472.49,531.53,578.87,743.59,803.27,908.07,112.35
Input Sequence Length (tokens),79.22,18.00,712.00,20280.00,24.00,30.00,32.50,42.00,60.00,88.00,131.00,207.50,403.50,76.07
