Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2660.15,0.00,4937.07,,,,,,3645.55,,4073.82,4188.67,4460.81,1622.65
Active Decode Throughput Per User (tokens/sec/user),138.80,0.00,367.59,,,,,,131.96,,167.38,169.30,197.70,17.99
Active Prefill Throughput (tokens/sec),420.32,27.67,1303.74,,,,,,372.84,,805.22,852.27,1303.74,244.94
Active Prefill Throughput Per User (tokens/sec/user),131.16,25.63,251.71,,,,,,129.20,,177.16,190.60,218.68,38.34
Active Total Throughput (tokens/sec),2907.68,27.67,4541.32,,,,,,4131.71,,4345.61,4416.05,4479.50,1776.62
Credit-to-Start Latency (ms),1.00,0.51,14.86,256.65,0.53,0.57,0.61,0.66,0.76,0.95,1.34,2.08,2.59,1.26
Decode Duration (ms),5252.48,1423.00,41574.26,1344634.50,1623.35,1833.87,2148.30,3044.58,4291.02,5788.54,7910.27,10370.21,32395.85,4823.28
E2E Output Token Throughput (tokens/sec/user),118.01,56.84,165.60,30209.28,71.62,87.70,99.36,111.38,121.02,128.04,133.72,136.38,142.59,14.90
Effective Concurrency,22.81,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,13.30
Effective Decode Concurrency,20.07,0.00,32.00,,,,,,28.00,,31.00,31.00,32.00,12.51
Effective Decode Throughput (tokens/sec),2640.47,0.00,4937.07,,,,,,3643.68,,4073.77,4182.44,4460.81,1632.63
Effective Decode Throughput Per User (tokens/sec/user),137.78,0.00,367.59,,,,,,131.88,,167.34,169.30,197.32,21.51
Effective Latency (CO-aware) (ms),5976.95,2055.46,42230.67,1530100.21,2092.09,2451.50,2798.00,3775.52,4977.91,6592.31,8612.79,10908.33,32834.03,4852.21
Effective Prefill Concurrency,2.74,0.00,32.00,,,,,,2.00,,5.00,6.00,30.00,5.46
Effective Prefill Throughput (tokens/sec),266.99,0.00,1303.74,,,,,,218.68,,676.31,852.27,1056.76,281.15
Effective Prefill Throughput Per User (tokens/sec/user),83.32,0.00,251.71,,,,,,107.95,,166.68,180.66,218.34,70.14
Effective Total Throughput (tokens/sec),2907.46,0.00,4541.32,,,,,,4131.71,,4345.61,4416.05,4479.50,1776.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,121.82,34.00,961.00,31185.00,38.00,43.75,50.00,70.00,100.00,132.00,180.50,235.75,805.30,114.99
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,4.20,60.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,4.04,0.92
HTTP Connection Overhead (ms),0.45,0.00,7.90,114.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.92,7.60,1.73
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),53.66,15.84,413.34,13736.04,17.59,20.00,22.74,31.49,44.11,58.09,78.90,102.90,347.76,49.51
HTTP Data Sent (KB),0.39,0.24,0.76,99.32,0.25,0.27,0.29,0.32,0.37,0.44,0.51,0.57,0.69,0.10
HTTP DNS Lookup (ms),0.21,0.00,3.72,53.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.22,3.57,0.81
HTTP Duration (excl. conn) (ms),5975.88,2054.54,42229.84,1529825.88,2091.32,2450.70,2797.29,3774.16,4977.12,6591.39,8610.32,10907.56,32832.84,4852.19
HTTP Receiving (ms),5257.62,1423.01,41574.27,1345951.47,1623.36,1833.88,2153.12,3044.59,4297.94,5788.55,7910.27,10370.22,32395.86,4823.50
HTTP Sending (ms),0.39,0.11,4.57,100.64,0.11,0.11,0.11,0.12,0.14,0.16,0.22,4.00,4.39,0.97
HTTP Total Time (ms),5976.33,2054.54,42229.84,1529940.00,2091.32,2450.70,2797.29,3774.16,4977.12,6591.39,8610.32,10907.56,32832.84,4852.25
HTTP Waiting (TTFB) (ms),717.87,389.42,2411.84,183773.77,392.48,434.94,436.76,478.87,523.11,569.40,2236.70,2283.46,2384.27,576.20
Input Sequence Length (tokens),69.96,35.00,144.00,17909.00,39.00,42.00,47.00,53.00,66.00,82.00,101.00,110.00,136.00,21.76
Inter Chunk Latency (ms),43.52,22.62,132.12,1344634.50,28.31,38.86,41.80,43.52,43.82,44.16,44.82,45.90,48.55,3.41
Inter Token Latency (ms),7.32,4.73,10.15,1873.00,6.00,6.31,6.52,6.83,7.17,7.71,8.34,8.86,9.34,0.76
Output Sequence Length (tokens),692.85,216.00,4096.00,177369.00,235.00,282.25,312.50,449.75,604.50,774.50,987.50,1187.25,3972.25,533.49
Output Token Count (tokens),164.93,45.00,439.00,41893.00,57.59,72.60,84.20,115.75,158.00,208.75,243.70,271.00,338.41,65.04
Output Token Throughput Per User (tokens/sec/user),138.10,98.50,211.44,35352.34,107.07,112.85,119.85,129.78,139.55,146.43,153.39,158.40,166.62,13.85
Prefill Throughput Per User (tokens/sec/user),127.65,17.51,305.08,32677.97,20.49,26.67,35.58,95.23,122.79,159.62,207.03,227.09,274.04,58.06
