Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),507.56,0.00,24866.22,,,,,,528.95,,628.93,668.57,761.12,136.75
Active Decode Throughput Per User (tokens/sec/user),52.98,0.00,2499.88,,,,,,55.69,,61.94,63.60,70.65,12.23
Active Prefill Throughput (tokens/sec),35469.98,1984.80,362602.69,,,,,,33829.84,,46790.71,50277.02,63237.98,13068.75
Active Prefill Throughput Per User (tokens/sec/user),1169.54,672.54,74359.60,,,,,,1043.96,,1454.72,1625.81,2064.63,1674.27
Active Total Throughput (tokens/sec),35581.07,62.27,362657.50,,,,,,34241.66,,47207.13,50736.67,63649.21,13520.25
Credit Drop Latency (ms),1.47,0.44,11.35,177.83,0.49,0.53,0.58,0.72,1.11,1.51,2.70,4.44,6.01,1.41
Credit-to-Start Latency (ms),1.27,0.38,14.64,1268.80,0.51,0.61,0.66,0.75,0.87,1.26,2.05,3.03,7.23,1.24
E2E Output Token Throughput (tokens/sec/user),8.91,0.01,68.11,8923.13,0.19,1.04,1.49,2.71,5.48,11.78,21.23,29.12,46.25,9.53
Effective Concurrency,21.67,0.00,55.00,,,,,,36.00,,44.00,47.00,54.00,21.26
Effective Decode Concurrency,5.02,0.00,19.00,,,,,,7.00,,11.00,12.00,13.00,4.99
Effective Decode Throughput (tokens/sec),264.35,0.00,24866.22,,,,,,161.21,,596.60,631.17,715.02,272.09
Effective Decode Throughput Per User (tokens/sec/user),27.59,0.00,2499.88,,,,,,19.06,,59.84,62.04,66.68,27.90
Effective Latency (CO-aware) (ms),77937.81,4131.40,1291279.49,78015750.04,12781.33,41581.35,47537.99,57990.03,71399.29,85118.58,100197.93,111314.73,209196.65,68949.14
Effective Prefill Concurrency,16.65,0.00,49.00,,,,,,26.00,,34.00,38.00,45.00,16.51
Effective Prefill Throughput (tokens/sec),18273.45,0.00,362602.69,,,,,,22550.83,,41579.35,47218.33,53877.55,20055.64
Effective Prefill Throughput Per User (tokens/sec/user),602.53,0.00,74359.60,,,,,,740.78,,1258.77,1464.37,1927.24,1336.33
Effective Total Throughput (tokens/sec),18537.80,0.00,362657.50,,,,,,23042.55,,42082.61,47717.30,54252.77,20277.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,380.77,1.00,26236.00,381150.00,5.00,29.00,40.00,64.00,131.00,319.00,626.00,1097.00,3451.00,1432.13
HTTP Chunks Sent,1.00,1.00,1.00,1001.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.03,0.00,2.24,33.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.22
HTTP Connection Overhead (ms),0.05,0.00,3.97,50.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.37
HTTP Connection Reused (ratio),0.95,0.00,1.00,955.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.21
HTTP Data Received (KB),107.75,1.04,7334.81,107858.20,2.20,8.75,11.81,18.87,37.86,91.28,177.64,308.55,981.57,400.45
HTTP Data Sent (KB),253.74,1.02,527.20,253990.12,1.88,21.57,80.30,156.20,254.56,362.41,418.71,448.52,505.56,130.11
HTTP DNS Lookup (ms),0.02,0.00,1.74,16.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.16
HTTP Duration (excl. conn) (ms),77936.48,4130.68,1291278.62,78014414.37,12780.31,41580.57,47537.13,57989.17,71398.41,85117.51,100193.34,111312.10,209188.79,68949.09
HTTP Receiving (ms),18098.20,0.00,1227360.41,18116297.67,369.34,1423.43,1952.30,3222.98,6504.98,15179.08,29834.53,51472.47,163529.82,67116.68
HTTP Sending (ms),0.18,0.06,2.43,184.56,0.09,0.12,0.12,0.13,0.14,0.16,0.20,0.43,1.58,0.23
HTTP Total Time (ms),77936.53,4130.68,1291278.62,78014464.68,12780.31,41580.57,47537.13,57989.17,71398.41,85117.51,100193.34,111312.10,209188.79,68949.08
HTTP Waiting (TTFB) (ms),59838.09,647.17,102942.57,59897932.14,3213.46,34607.34,40072.25,48708.01,59621.06,71275.73,82594.39,89003.08,97731.03,17496.02
Input Sequence Length (tokens),65718.72,279.00,135785.00,65784438.00,470.00,5461.00,20880.00,40669.00,66022.00,93843.00,108460.00,115946.00,130043.00,33636.01
Inter Chunk Latency (ms),47.61,0.00,18817.31,18086544.08,35.53,39.88,40.87,42.83,44.15,47.24,48.97,52.97,133.62,37.79
Inter Token Latency (ms),19.55,11.23,90.57,19553.50,12.56,14.26,15.57,17.51,19.02,20.81,23.12,25.36,34.79,4.73
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),951.71,1.00,59903.00,952663.00,12.00,77.00,98.00,161.00,334.00,812.00,1616.00,2722.00,9222.00,3419.71
Output Token Count (tokens),1397.12,6.00,59556.00,621717.00,11.44,44.60,94.00,178.00,391.00,996.00,2311.00,5124.60,13132.88,4935.85
Output Token Throughput Per User (tokens/sec/user),53.01,11.04,89.06,53007.55,28.75,39.43,43.26,48.06,52.57,57.12,64.24,70.14,79.61,9.13
Prefill Throughput Per User (tokens/sec/user),1684.27,4.33,80027.81,1685950.07,8.39,110.18,352.07,634.69,1099.55,1583.46,2167.45,2572.68,18904.27,4840.90
Reasoning Token Count (tokens),330.62,0.00,5550.00,330946.00,0.00,0.00,0.00,65.00,210.00,437.00,810.00,1125.00,1880.00,423.39
Request Latency (ms),77936.23,4130.75,1291278.68,78014170.55,12780.39,41580.62,47537.21,57989.22,71398.48,85117.59,100193.45,111312.16,209188.87,68949.14
Requested OSL (tokens),951.71,1.00,59903.00,952663.00,12.00,77.00,98.00,161.00,334.00,812.00,1616.00,2722.00,9222.00,3419.71
Time to First Output Token (ms),65433.08,1224.85,110872.09,29117718.47,18002.18,39323.34,44690.95,53704.73,65735.51,76794.35,88350.66,93290.30,102380.55,17231.55
