Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1264.42,0.00,2507.15,,,,,,842.89,,1956.98,1997.33,2089.55,558.91
Active Decode Throughput Per User (tokens/sec/user),52.24,0.00,283.74,,,,,,34.42,,81.11,82.92,86.88,23.55
Active Prefill Throughput (tokens/sec),11072.40,20.38,91776.96,,,,,,11081.94,,12062.59,15041.39,27253.38,4839.54
Active Prefill Throughput Per User (tokens/sec/user),24.25,20.38,1102.86,,,,,,22.71,,24.71,30.89,56.19,8.28
Active Total Throughput (tokens/sec),12301.96,110.06,91776.96,,,,,,12378.86,,13784.07,16445.83,28573.70,4906.58
Credit-to-Start Latency (ms),1.55,0.39,16.79,6345.65,0.47,0.59,0.89,1.27,1.46,1.64,1.92,2.18,5.16,1.12
Decode Duration (ms),18159.90,723.62,61615.74,74382967.20,4401.48,8213.07,10372.23,13387.27,17409.34,21702.56,26495.98,30964.26,43435.85,7297.39
E2E Output Token Throughput (tokens/sec/user),3.36,0.09,75.01,13744.02,0.71,1.20,1.82,2.47,2.69,2.89,3.27,5.72,23.33,4.90
Effective Concurrency,476.32,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,105.66
Effective Decode Concurrency,24.44,0.00,29.00,,,,,,25.00,,26.00,27.00,28.00,2.09
Effective Decode Throughput (tokens/sec),1263.37,0.00,2507.15,,,,,,842.52,,1956.90,1997.25,2089.51,559.86
Effective Decode Throughput Per User (tokens/sec/user),52.19,0.00,283.74,,,,,,34.41,,81.10,82.92,86.88,23.59
Effective Latency (CO-aware) (ms),354012.06,7342.84,458793.93,1450033412.61,34955.80,161773.60,294956.10,349178.52,369053.00,393458.24,411672.15,422751.21,441187.08,75452.26
Effective Prefill Concurrency,451.89,0.00,512.00,,,,,,487.00,,489.00,489.00,490.00,105.20
Effective Prefill Throughput (tokens/sec),11038.58,0.00,91776.96,,,,,,11076.51,,12062.05,15041.39,27253.38,4870.62
Effective Prefill Throughput Per User (tokens/sec/user),24.17,0.00,1102.86,,,,,,22.70,,24.71,30.89,56.19,8.37
Effective Total Throughput (tokens/sec),12301.95,0.00,91776.96,,,,,,12378.86,,13784.07,16445.83,28573.70,4906.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,286.10,14.00,535.00,1171884.00,82.00,147.75,200.00,258.00,295.00,326.00,355.00,375.00,433.10,66.77
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.13,0.00,19.30,529.22,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.38,2.83,0.81
HTTP Connection Overhead (ms),0.14,0.00,19.30,585.80,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.38,2.83,0.93
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
