Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),13476.91,0.00,19020.41,,,,,,16169.28,,16696.89,16959.89,17476.99,5627.01
Active Decode Throughput Per User (tokens/sec/user),68.98,0.00,285.14,,,,,,64.70,,85.61,94.15,127.33,12.60
Active Prefill Throughput (tokens/sec),1690.01,5.93,21361.99,,,,,,1647.67,,1764.64,1802.28,1996.99,1411.61
Active Prefill Throughput Per User (tokens/sec/user),6.58,4.56,75.60,,,,,,6.35,,6.78,6.93,7.80,2.58
Active Total Throughput (tokens/sec),14791.71,75.60,21361.99,,,,,,17762.32,,18120.47,18218.69,18789.68,6268.85
Credit-to-Start Latency (ms),1.21,0.31,20.17,4948.34,0.38,0.52,0.70,0.85,1.01,1.19,1.56,2.22,4.98,1.27
Decode Duration (ms),10856.28,2591.94,76955.37,44467321.83,3588.53,4429.49,5126.10,7025.01,9190.98,11868.56,15757.16,21511.71,53264.26,8059.70
E2E Output Token Throughput (tokens/sec/user),32.03,11.99,78.60,131209.80,15.97,18.81,21.40,26.12,30.62,35.40,43.13,56.80,63.37,9.86
Effective Concurrency,408.21,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,190.90
Effective Decode Concurrency,208.28,0.00,256.00,,,,,,252.00,,255.00,255.00,256.00,89.52
Effective Decode Throughput (tokens/sec),13431.32,0.00,19020.41,,,,,,16166.16,,16695.50,16959.50,17476.99,5671.73
Effective Decode Throughput Per User (tokens/sec/user),68.75,0.00,285.14,,,,,,64.70,,85.47,94.06,127.33,13.20
Effective Latency (CO-aware) (ms),21303.52,4167.17,88349.50,87259232.81,6543.96,12596.48,15084.60,17472.22,20059.58,23022.93,26842.44,32308.78,64091.57,8562.52
Effective Prefill Concurrency,199.93,0.00,512.00,,,,,,258.00,,261.00,263.00,265.00,108.52
Effective Prefill Throughput (tokens/sec),1359.93,0.00,21361.99,,,,,,1615.57,,1750.80,1793.22,1996.99,1432.60
Effective Prefill Throughput Per User (tokens/sec/user),5.29,0.00,75.60,,,,,,6.23,,6.72,6.91,7.80,3.49
Effective Total Throughput (tokens/sec),14791.24,0.00,21361.99,,,,,,17762.32,,18120.47,18218.69,18789.68,6269.30
