Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3990.06,0.00,6795.98,,,,,,4841.28,,5579.72,5714.99,5988.63,1866.06
Active Decode Throughput Per User (tokens/sec/user),88.30,0.00,273.67,,,,,,84.00,,106.71,127.35,132.80,14.00
Active Prefill Throughput (tokens/sec),1563.78,31.61,13693.46,,,,,,357.58,,4922.60,6454.55,8636.98,2204.81
Active Prefill Throughput Per User (tokens/sec/user),473.59,31.61,1946.74,,,,,,120.21,,1321.17,1408.01,1671.49,544.40
Active Total Throughput (tokens/sec),4943.00,64.18,18681.76,,,,,,5064.56,,8889.60,10582.25,13417.98,3017.03
Credit-to-Start Latency (ms),1.34,0.55,4.47,686.41,0.62,0.69,0.73,0.86,1.18,1.52,2.34,2.68,3.47,0.66
Decode Duration (ms),12861.35,1417.28,53300.54,6585012.08,1926.70,2455.05,3053.89,5207.88,10536.13,16310.42,27156.12,34338.88,49077.94,10196.93
E2E Output Token Throughput (tokens/sec/user),85.48,39.59,128.02,43764.48,48.24,62.81,66.58,73.91,81.13,96.61,112.74,118.61,122.96,17.17
Effective Concurrency,49.73,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,23.58
Effective Decode Concurrency,47.59,0.00,64.00,,,,,,60.00,,63.00,64.00,64.00,22.79
Effective Decode Throughput (tokens/sec),3971.49,0.00,6795.98,,,,,,4837.36,,5578.07,5714.99,5988.63,1881.42
Effective Decode Throughput Per User (tokens/sec/user),87.89,0.00,273.67,,,,,,83.93,,106.64,127.34,132.80,15.20
Effective Latency (CO-aware) (ms),13448.38,1843.52,53840.23,6885568.55,2552.99,2985.61,3717.10,5751.84,11024.71,16918.48,27819.07,35021.77,49583.10,10219.98
Effective Prefill Concurrency,2.14,0.00,64.00,,,,,,1.00,,5.00,6.00,8.00,4.96
Effective Prefill Throughput (tokens/sec),971.27,0.00,13693.46,,,,,,126.35,,3980.65,5617.88,8191.55,1895.99
Effective Prefill Throughput Per User (tokens/sec/user),294.15,0.00,1946.74,,,,,,67.08,,1227.75,1347.77,1614.99,486.68
Effective Total Throughput (tokens/sec),4942.76,0.00,18681.76,,,,,,5064.56,,8889.60,10582.25,13417.98,3017.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,265.72,31.00,1099.00,136051.00,40.11,51.00,64.00,107.00,214.50,333.50,573.30,701.35,1036.80,212.74
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,16.95,121.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,4.22,1.21
HTTP Connection Overhead (ms),0.36,0.00,33.05,182.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.43,7.46,1.99
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),115.16,14.55,471.89,58963.96,18.49,23.27,28.84,47.25,93.24,144.93,246.79,301.97,444.33,91.01
HTTP Data Sent (KB),1.28,0.19,6.85,653.51,0.19,0.20,0.20,0.26,0.37,2.81,3.36,3.85,6.30,1.53
HTTP DNS Lookup (ms),0.12,0.00,16.10,61.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.88
HTTP Duration (excl. conn) (ms),13446.96,1841.71,53839.05,6884845.62,2551.86,2984.26,3715.81,5750.71,11022.78,16915.35,27818.40,35020.77,49582.34,10219.99
HTTP Receiving (ms),12867.60,1417.28,53300.80,6588209.71,1926.71,2455.05,3090.35,5207.88,10536.13,16310.42,27156.12,34365.72,49077.95,10196.01
HTTP Sending (ms),0.39,0.11,17.18,202.06,0.12,0.12,0.13,0.14,0.15,0.17,0.24,1.72,4.47,1.23
HTTP Total Time (ms),13447.32,1841.71,53839.05,6885028.14,2551.86,2984.26,3715.81,5750.71,11022.78,16915.35,27818.73,35021.15,49582.38,10220.05
