Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),882.33,0.00,5918.91,,,,,,480.61,,2123.83,4693.33,5164.47,1172.77
Active Decode Throughput Per User (tokens/sec/user),60.64,0.00,307.34,,,,,,64.82,,85.04,107.46,137.86,27.31
Active Prefill Throughput (tokens/sec),835.33,116.47,12632.35,,,,,,441.77,,1231.93,1621.40,12632.35,1752.62
Active Prefill Throughput Per User (tokens/sec/user),285.52,116.47,625.49,,,,,,249.40,,425.99,500.55,625.49,106.68
Active Total Throughput (tokens/sec),910.94,20.94,12632.35,,,,,,730.62,,1808.95,4873.55,5686.17,1232.48
Credit-to-Start Latency (ms),1.39,0.58,16.43,227.90,0.58,0.64,0.67,0.84,1.08,1.82,2.20,2.37,2.78,1.31
Decode Duration (ms),68709.99,2540.30,771034.81,11268438.37,3102.33,4234.12,4890.65,7696.12,14374.65,33521.29,145861.02,459018.93,681915.75,149404.92
E2E Output Token Throughput (tokens/sec/user),76.98,20.92,95.75,12624.70,41.25,58.50,67.28,73.78,78.49,82.44,87.44,90.91,94.07,10.41
Effective Concurrency,14.05,0.00,64.00,,,,,,13.00,,27.00,63.00,64.00,14.44
Effective Decode Concurrency,13.93,0.00,64.00,,,,,,13.00,,27.00,59.00,64.00,14.14
Effective Decode Throughput (tokens/sec),881.85,0.00,5918.91,,,,,,480.13,,2123.81,4693.33,5164.47,1172.63
Effective Decode Throughput Per User (tokens/sec/user),60.61,0.00,307.34,,,,,,64.79,,85.03,107.46,137.86,27.34
Effective Latency (CO-aware) (ms),69300.99,3038.86,771581.79,11365361.81,3773.14,4850.49,5564.70,8379.05,15190.28,34040.49,146347.56,459545.88,682413.22,149393.72
Effective Prefill Concurrency,0.12,0.00,64.00,,,,,,0.00,,0.00,0.00,3.00,1.80
Effective Prefill Throughput (tokens/sec),29.07,0.00,12632.35,,,,,,0.00,,0.00,0.00,701.25,360.99
Effective Prefill Throughput Per User (tokens/sec/user),9.93,0.00,625.49,,,,,,0.00,,0.00,0.00,339.58,55.98
Effective Total Throughput (tokens/sec),910.92,0.00,12632.35,,,,,,730.62,,1808.95,4873.55,5686.17,1232.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,1139.14,52.00,9640.00,186819.00,63.30,87.15,101.00,157.00,294.50,678.25,2911.50,7180.40,9400.44,2217.33
HTTP Chunks Sent,1.00,1.00,1.00,164.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.84,0.00,22.95,138.22,0.00,0.00,0.00,0.00,0.00,0.44,3.21,4.35,10.56,2.64
HTTP Connection Overhead (ms),1.16,0.00,26.81,190.59,0.00,0.00,0.00,0.00,0.00,0.44,5.02,7.72,12.94,3.31
HTTP Connection Reused (ratio),0.71,0.00,1.00,116.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),490.59,23.47,4156.36,80456.58,28.30,38.88,44.61,68.66,126.92,292.00,1249.74,3102.06,4038.52,954.12
HTTP Data Sent (KB),0.59,0.25,1.49,96.14,0.27,0.31,0.35,0.42,0.54,0.71,0.91,1.05,1.34,0.23
HTTP DNS Lookup (ms),0.32,0.00,3.86,52.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,3.77,0.98
HTTP Duration (excl. conn) (ms),69299.53,3037.75,771579.41,11365122.61,3771.84,4849.38,5563.62,8377.96,15188.87,34039.64,146346.80,459544.91,682410.73,149393.68
HTTP Receiving (ms),68716.43,2540.30,771034.81,11269494.19,3122.85,4276.97,4890.65,7696.12,14374.65,33521.29,145861.03,459019.83,681916.99,149404.41
HTTP Sending (ms),1.01,0.11,23.19,165.82,0.11,0.12,0.12,0.12,0.15,0.60,3.46,4.62,10.81,2.66
HTTP Total Time (ms),69300.69,3037.75,771579.41,11365313.20,3772.57,4849.38,5567.99,8378.75,15189.69,34039.64,146346.80,459544.91,682410.73,149393.25
HTTP Waiting (TTFB) (ms),582.09,422.57,814.89,95462.60,429.14,431.77,445.55,490.72,575.79,624.13,810.67,811.10,812.58,110.92
Input Sequence Length (tokens),143.41,50.00,403.00,23520.00,52.26,63.30,78.30,98.75,129.00,166.75,237.70,280.40,323.07,64.19
Inter Chunk Latency (ms),60.38,8.96,480103.12,11268438.37,28.34,32.15,36.46,40.76,47.88,49.55,50.30,91.14,96.02,1820.64
Inter Token Latency (ms),12.76,9.27,47.77,2092.56,9.74,10.28,10.74,11.47,12.15,12.99,13.80,15.22,24.25,3.53
Output Sequence Length (tokens),4352.08,224.00,33688.00,713741.00,261.23,373.00,434.10,648.25,1169.50,2765.50,11049.40,27253.10,33672.96,8240.43
Output Token Count (tokens),201.18,48.00,786.00,31787.00,55.71,79.00,94.40,135.50,182.50,246.75,306.20,393.35,539.19,103.13
Output Token Throughput Per User (tokens/sec/user),81.13,20.94,107.93,13305.28,41.28,65.69,72.44,77.01,82.29,87.16,93.14,97.31,102.65,11.49
Prefill Throughput Per User (tokens/sec/user),257.82,61.31,695.02,42282.97,75.48,95.88,125.38,164.94,222.62,308.64,449.90,544.84,648.17,131.55
Reasoning Token Count (tokens),4158.26,126.00,33688.00,681954.00,156.60,230.15,294.50,491.75,993.50,2465.50,10862.10,26863.40,33672.96,8243.29
Request Latency (ms),69293.17,3037.80,771579.46,11364079.21,3751.40,4849.44,5563.74,8378.03,15188.94,34039.70,146346.86,459544.06,682409.55,149394.18
Time to First Output Token (ms),51644.81,2311.83,770071.94,8159880.22,2642.85,4060.34,4539.63,7104.08,12969.83,26631.76,99782.95,343236.28,607485.21,124223.64
Time to First Token (ms),583.18,422.83,815.94,95640.84,429.32,431.95,445.72,490.90,575.97,625.28,813.39,815.26,815.86,112.26
Time to Second Token (ms),47.63,25.53,51.15,7810.58,33.69,44.19,45.60,47.50,48.14,49.20,49.61,49.93,50.88,3.19
Tokens In Flight (tokens),146149.45,0.00,295635.32,,,,,,129780.54,,271918.96,280353.59,290075.36,90236.94
Usage Completion Tokens (tokens),4352.08,224.00,33688.00,713741.00,261.23,373.00,434.10,648.25,1169.50,2765.50,11049.40,27253.10,33672.96,8240.43
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),143.41,50.00,403.00,23520.00,52.26,63.30,78.30,98.75,129.00,166.75,237.70,280.40,323.07,64.19
Usage Reasoning Tokens (tokens),4158.26,126.00,33688.00,681954.00,156.60,230.15,294.50,491.75,993.50,2465.50,10862.10,26863.40,33672.96,8243.29
Usage Total Tokens (tokens),4495.49,289.00,33792.00,737261.00,316.12,477.05,541.50,773.75,1314.00,2906.75,11192.50,27423.75,33792.00,8253.97

Metric,Value
Benchmark Duration (sec),809.16
Input Token Throughput (tokens/sec),29.07
Output Token Throughput (tokens/sec),882.05
Overall Usage Prompt Cache Read % (%),0.00
Request Count,164.00
Request Throughput (requests/sec),0.20
Total Input Sequence Length (tokens),23520.00
Total Output Sequence Length (tokens),713741.00
Total Output Tokens (tokens),31787.00
Total Reasoning Tokens (tokens),681954.00
Total Token Throughput (tokens/sec),911.12
Total Usage Completion Tokens (tokens),713741.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),23520.00
Total Usage Reasoning Tokens (tokens),681954.00
Total Usage Total Tokens (tokens),737261.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
