Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1472.51,0.00,3421.67,,,,,,1928.51,,2279.48,2352.94,2442.27,842.95
Active Decode Throughput Per User (tokens/sec/user),146.22,0.00,343.98,,,,,,144.41,,168.00,170.88,198.43,17.13
Active Prefill Throughput (tokens/sec),282.39,27.64,938.19,,,,,,248.06,,473.89,585.32,800.24,157.20
Active Prefill Throughput Per User (tokens/sec/user),139.68,27.64,259.61,,,,,,137.80,,203.31,228.89,248.30,50.88
Active Total Throughput (tokens/sec),1610.18,27.64,2634.22,,,,,,2216.13,,2400.89,2431.62,2564.83,932.99
Credit-to-Start Latency (ms),0.83,0.49,2.25,106.84,0.56,0.59,0.61,0.66,0.75,0.88,1.00,1.80,2.15,0.33
Decode Duration (ms),4860.09,1384.45,29799.31,622092.11,1583.37,1850.94,2146.50,2949.81,3863.71,5033.66,6998.59,10710.26,27038.36,4191.92
E2E Output Token Throughput (tokens/sec/user),129.33,64.44,160.77,16554.08,78.09,95.06,107.25,123.84,132.15,140.38,145.44,150.98,159.54,17.19
Effective Concurrency,11.64,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,6.31
Effective Decode Concurrency,10.26,0.00,16.00,,,,,,14.00,,16.00,16.00,16.00,5.89
Effective Decode Throughput (tokens/sec),1465.17,0.00,3421.67,,,,,,1925.08,,2279.24,2351.28,2442.27,847.21
Effective Decode Throughput Per User (tokens/sec/user),145.49,0.00,343.98,,,,,,144.37,,167.99,170.88,198.43,19.95
Effective Latency (CO-aware) (ms),5523.11,1940.47,30359.13,706958.42,2048.24,2370.31,2667.70,3495.41,4541.14,5922.23,7467.14,11190.29,27499.80,4200.44
Effective Prefill Concurrency,1.38,0.00,16.00,,,,,,1.00,,3.00,4.00,13.00,2.63
Effective Prefill Throughput (tokens/sec),144.87,0.00,938.19,,,,,,73.43,,376.23,473.89,751.83,180.56
Effective Prefill Throughput Per User (tokens/sec/user),71.66,0.00,259.61,,,,,,28.31,,180.91,208.66,248.06,78.75
Effective Total Throughput (tokens/sec),1610.04,0.00,2634.22,,,,,,2216.13,,2400.89,2431.62,2564.83,933.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,123.65,34.00,872.00,15827.00,40.54,46.35,55.00,74.50,97.50,124.75,175.30,268.80,681.69,111.93
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),54.41,15.78,375.66,6964.56,18.73,21.14,24.99,33.34,43.33,54.71,76.62,116.40,293.13,47.99
HTTP Data Sent (KB),0.38,0.24,0.69,49.04,0.25,0.27,0.28,0.31,0.36,0.45,0.50,0.54,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5522.22,1939.70,30358.46,706843.71,2047.58,2369.46,2667.03,3494.64,4540.19,5921.49,7466.37,11189.60,27499.00,4200.48
HTTP Receiving (ms),4865.99,1384.46,29799.31,622846.22,1583.37,1850.95,2146.51,2949.81,3863.72,5033.66,6998.59,10736.79,27049.39,4192.80
HTTP Sending (ms),0.14,0.11,0.29,17.80,0.11,0.11,0.11,0.12,0.14,0.15,0.17,0.21,0.26,0.03
HTTP Total Time (ms),5522.22,1939.70,30358.46,706843.71,2047.58,2369.46,2667.03,3494.64,4540.19,5921.49,7466.37,11189.60,27499.00,4200.48
HTTP Waiting (TTFB) (ms),656.09,296.88,2285.78,83979.69,325.85,394.17,396.76,435.83,477.46,545.43,1163.44,2270.73,2285.76,544.91
Input Sequence Length (tokens),68.71,35.00,136.00,8795.00,39.27,41.35,45.70,53.75,64.00,82.00,96.30,103.65,131.65,20.89
Inter Chunk Latency (ms),39.67,4.24,95.30,622092.11,27.98,35.39,36.90,39.48,39.96,40.43,42.05,42.97,44.84,3.26
Inter Token Latency (ms),6.71,5.44,8.95,859.29,5.55,5.77,5.92,6.21,6.57,7.10,7.76,8.20,8.94,0.74
Output Sequence Length (tokens),695.91,208.00,4096.00,89077.00,267.35,299.65,340.10,460.25,594.00,749.75,963.30,1342.00,3022.83,497.86
Output Token Count (tokens),157.57,46.00,384.00,20011.00,54.56,77.00,89.00,108.50,150.00,199.50,228.40,276.20,305.66,61.01
Output Token Throughput Per User (tokens/sec/user),150.62,111.73,183.70,19279.89,111.91,121.91,128.86,140.89,152.18,161.02,168.93,173.36,180.17,15.32
Prefill Throughput Per User (tokens/sec/user),136.51,20.95,259.61,17473.79,21.35,29.46,57.57,99.52,134.70,179.10,213.99,241.56,256.17,58.74
Reasoning Token Count (tokens),539.58,149.00,4096.00,69066.00,177.70,210.55,246.50,315.75,440.00,547.75,747.30,1074.90,2835.93,486.34
Request Latency (ms),5516.39,1939.77,30358.52,706098.31,2047.63,2369.51,2640.98,3494.69,4540.26,5921.56,7466.43,11163.13,27488.03,4199.71
Time to First Output Token (ms),4273.90,1480.64,29341.28,542784.82,1595.78,1843.29,2011.83,2555.25,3525.96,4818.19,6156.75,8799.81,17469.79,3421.39
Time to First Token (ms),656.30,297.20,2286.07,84006.20,326.15,394.39,396.94,436.04,477.68,545.64,1163.68,2270.98,2286.03,544.93
