Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),4284.05,0.00,6415.79,,,,,,5003.22,,5295.45,5401.38,5718.20,1592.70
Active Decode Throughput Per User (tokens/sec/user),84.03,0.00,282.33,,,,,,82.04,,89.05,106.59,126.31,8.65
Active Prefill Throughput (tokens/sec),628.62,69.36,9981.61,,,,,,471.60,,1149.61,1338.20,1989.02,853.19
Active Prefill Throughput Per User (tokens/sec/user),276.68,69.36,872.46,,,,,,250.67,,432.32,504.49,638.97,111.52
Active Total Throughput (tokens/sec),4653.46,90.40,9981.61,,,,,,5360.96,,5934.19,6181.41,6675.20,1822.05
Credit-to-Start Latency (ms),1.67,0.56,12.61,857.31,0.63,0.71,0.76,0.93,1.20,1.99,3.56,4.03,4.80,1.22
Decode Duration (ms),19356.65,2238.52,65846.74,9910603.29,2480.48,3541.97,4420.88,6263.63,11091.91,25181.60,52357.30,57777.88,60850.04,17992.46
E2E Output Token Throughput (tokens/sec/user),82.21,58.01,124.22,42090.92,64.13,67.87,70.84,75.69,81.77,87.88,94.38,98.32,106.52,9.18
Effective Concurrency,53.74,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,20.23
Effective Decode Concurrency,52.23,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,19.91
Effective Decode Throughput (tokens/sec),4269.84,0.00,6415.79,,,,,,5002.02,,5295.15,5400.15,5718.20,1609.02
Effective Decode Throughput Per User (tokens/sec/user),83.75,0.00,282.33,,,,,,82.01,,89.04,106.59,126.31,9.89
Effective Latency (CO-aware) (ms),19921.68,2789.10,66403.84,10199901.26,3122.48,4117.97,4979.30,6762.68,11701.76,25698.09,52915.99,58328.49,61370.63,17990.14
Effective Prefill Concurrency,1.51,0.00,64.00,,,,,,1.00,,3.00,4.00,5.00,4.24
Effective Prefill Throughput (tokens/sec),383.45,0.00,9981.61,,,,,,231.21,,919.71,1196.25,1848.45,733.51
Effective Prefill Throughput Per User (tokens/sec/user),168.77,0.00,872.46,,,,,,182.58,,376.15,456.30,583.31,160.62
Effective Total Throughput (tokens/sec),4653.29,0.00,9981.61,,,,,,5360.96,,5934.19,6181.41,6675.20,1822.24
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,419.74,50.00,1420.00,214907.00,54.44,77.55,96.20,136.75,240.50,545.75,1150.20,1244.00,1314.23,389.72
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.20,0.00,4.43,104.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,4.24,0.79
HTTP Connection Overhead (ms),0.30,0.00,7.98,155.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,7.56,1.31
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),180.61,22.56,606.95,92474.15,24.48,34.63,42.30,59.74,104.02,234.85,492.87,531.65,561.18,166.49
HTTP Data Sent (KB),0.61,0.28,1.52,314.44,0.30,0.34,0.38,0.45,0.56,0.73,0.93,1.10,1.42,0.23
HTTP DNS Lookup (ms),0.10,0.00,3.55,50.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.55
HTTP Duration (excl. conn) (ms),19919.94,2788.33,66402.80,10199010.75,3121.54,4115.71,4978.47,6761.70,11700.57,25694.08,52912.20,58327.44,61369.47,17990.12
HTTP Receiving (ms),19361.57,2238.53,65846.75,9913124.48,2480.48,3541.98,4420.88,6263.64,11091.91,25181.60,52357.31,57777.88,60850.04,17990.56
HTTP Sending (ms),0.36,0.07,4.68,181.90,0.11,0.12,0.12,0.13,0.14,0.16,0.28,2.29,4.50,0.82
HTTP Total Time (ms),19920.25,2788.33,66402.80,10199166.25,3121.54,4115.71,4978.47,6761.70,11704.07,25694.08,52912.20,58327.44,61369.47,17989.96
HTTP Waiting (TTFB) (ms),558.02,404.78,1016.43,285704.37,406.31,411.35,419.87,462.52,543.42,595.35,781.34,831.98,835.93,121.09
Input Sequence Length (tokens),142.14,50.00,403.00,72778.00,51.00,62.00,78.00,97.75,128.00,166.00,237.90,281.00,328.79,64.02
Inter Chunk Latency (ms),46.24,23.08,138.69,9910603.29,40.73,43.12,44.81,45.68,46.13,46.72,47.91,48.84,50.34,3.09
Inter Token Latency (ms),11.64,7.94,16.08,5959.30,8.87,9.32,9.82,10.66,11.55,12.53,13.49,14.17,14.86,1.43
Output Sequence Length (tokens),1583.83,234.00,4096.00,810921.00,252.33,323.00,376.10,557.25,994.00,2098.00,4096.00,4096.00,4096.00,1346.11
Output Token Count (tokens),186.76,2.00,503.00,79747.00,48.00,66.60,87.00,129.00,172.00,241.50,295.80,348.50,414.84,83.61
Output Token Throughput Per User (tokens/sec/user),87.22,62.19,125.92,44658.50,67.30,70.59,74.15,79.83,86.56,93.80,101.84,107.31,112.72,10.80
Prefill Throughput Per User (tokens/sec/user),266.20,59.77,872.46,136296.91,70.57,106.32,128.11,174.92,238.33,318.57,446.53,535.08,690.19,133.69
Reasoning Token Count (tokens),1428.07,107.00,4096.00,731174.00,176.00,216.00,264.60,415.50,777.00,1869.75,4096.00,4096.00,4096.00,1391.56
Request Latency (ms),19915.09,2788.39,66402.86,10196524.80,3121.59,4113.76,4958.38,6761.76,11700.67,25694.15,52912.26,58327.49,61369.53,17992.03
Time to First Output Token (ms),11803.84,2122.48,57420.83,5028435.32,2440.76,3251.58,3890.49,5257.19,8433.84,15204.00,23376.25,35746.33,48764.97,9901.41
