Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),9269.56,0.00,14667.52,,,,,,9844.29,,12527.36,12772.80,13247.28,3664.11
Active Decode Throughput Per User (tokens/sec/user),94.10,0.00,466.51,,,,,,97.40,,119.37,130.68,209.54,26.59
Active Prefill Throughput (tokens/sec),491.86,6.02,1990.20,,,,,,381.55,,1015.70,1364.05,1804.14,396.78
Active Prefill Throughput Per User (tokens/sec/user),113.80,6.02,654.18,,,,,,98.01,,196.42,241.71,426.67,78.36
Active Total Throughput (tokens/sec),9632.19,6.02,14028.82,,,,,,10699.28,,12264.52,12733.29,13398.90,3438.71
Credit-to-Start Latency (ms),1.61,0.55,7.87,1650.67,0.69,0.77,0.84,1.02,1.34,2.15,2.67,2.96,3.97,0.81
Decode Duration (ms),22081.04,1277.51,65497.74,22610987.85,3070.15,4614.84,5976.21,9095.92,16317.94,34253.52,46873.02,51324.60,59758.22,15638.64
E2E Output Token Throughput (tokens/sec/user),83.06,30.48,156.92,85055.03,42.61,58.25,64.49,74.04,84.13,93.15,100.70,104.33,112.18,14.64
Effective Concurrency,112.17,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,37.03
Effective Decode Concurrency,106.07,0.00,128.00,,,,,,123.00,,126.00,127.00,128.00,39.20
Effective Decode Throughput (tokens/sec),9245.71,0.00,14667.52,,,,,,9800.49,,12526.59,12772.80,13247.28,3689.39
Effective Decode Throughput Per User (tokens/sec/user),93.86,0.00,466.51,,,,,,97.39,,119.24,130.43,209.54,26.98
Effective Latency (CO-aware) (ms),23363.01,1797.74,66145.07,23923721.98,3797.54,5767.08,7226.31,10702.98,18036.15,35430.39,48056.26,52396.05,60845.40,15576.04
Effective Prefill Concurrency,6.10,0.00,128.00,,,,,,3.00,,7.00,8.00,127.00,18.92
Effective Prefill Throughput (tokens/sec),386.21,0.00,1990.20,,,,,,296.93,,880.22,1219.38,1804.14,405.49
Effective Prefill Throughput Per User (tokens/sec/user),89.36,0.00,654.18,,,,,,81.73,,178.73,223.62,393.07,83.70
Effective Total Throughput (tokens/sec),9631.92,0.00,14028.82,,,,,,10699.28,,12264.52,12733.29,13398.90,3439.04
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,337.50,23.00,1032.00,345597.00,55.00,74.00,98.00,144.75,253.00,513.25,710.00,765.85,881.70,234.75
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),1.16,0.00,107.80,1189.58,0.00,0.00,0.00,0.00,0.00,0.00,0.42,2.59,6.17,9.84
HTTP Connection Overhead (ms),1.23,0.00,112.46,1264.57,0.00,0.00,0.00,0.00,0.00,0.00,0.42,2.59,11.03,9.98
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),145.66,10.95,443.18,149155.65,24.73,32.86,43.00,62.94,109.56,221.90,304.74,328.23,378.73,100.50
HTTP Data Sent (KB),0.35,0.18,1.95,362.47,0.19,0.20,0.21,0.25,0.31,0.39,0.55,0.67,0.91,0.18
HTTP DNS Lookup (ms),0.07,0.00,5.06,74.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.65,0.58
HTTP Duration (excl. conn) (ms),23361.33,1796.41,66143.52,23922003.26,3795.26,5765.91,7225.40,10700.67,18034.68,35428.83,48053.64,52394.78,60844.21,15576.05
HTTP Receiving (ms),22090.69,1277.51,65497.74,22620866.91,3070.15,4653.73,6001.61,9095.92,16318.64,34268.17,46873.02,51324.60,59758.22,15636.25
HTTP Sending (ms),1.31,0.06,108.02,1342.10,0.11,0.12,0.12,0.13,0.15,0.16,0.53,2.70,6.41,9.84
HTTP Total Time (ms),23362.57,1796.41,66143.52,23923267.83,3795.26,5765.91,7225.40,10700.67,18034.68,35428.83,48053.64,52394.78,60844.21,15575.86
