Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1607.51,0.00,2372.47,,,,,,1825.41,,1979.65,2012.93,2127.85,535.41
Active Decode Throughput Per User (tokens/sec/user),121.48,0.00,325.93,,,,,,120.51,,131.24,148.00,158.65,11.02
Active Prefill Throughput (tokens/sec),192.15,44.08,2214.61,,,,,,123.82,,295.95,515.65,1189.68,238.97
Active Prefill Throughput Per User (tokens/sec/user),151.72,44.08,856.59,,,,,,116.63,,274.57,363.35,584.23,115.31
Active Total Throughput (tokens/sec),1645.01,85.96,2743.96,,,,,,1884.30,,1993.48,2033.79,2218.27,569.39
Credit-to-Start Latency (ms),1.46,0.55,14.37,186.52,0.57,0.63,0.67,0.77,0.95,1.58,2.69,3.32,8.86,1.62
Decode Duration (ms),24021.18,1461.04,166414.85,3074711.12,2199.31,3383.07,4164.47,5946.13,10916.63,23431.09,50568.40,119354.39,143310.92,33504.49
E2E Output Token Throughput (tokens/sec/user),118.55,88.32,158.74,15174.17,88.76,96.08,101.27,110.55,118.77,127.99,133.67,137.47,148.62,13.17
Effective Concurrency,13.75,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.60
Effective Decode Concurrency,13.47,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.56
Effective Decode Throughput (tokens/sec),1604.79,0.00,2372.47,,,,,,1825.25,,1979.57,2012.93,2123.63,539.02
Effective Decode Throughput Per User (tokens/sec/user),121.28,0.00,325.93,,,,,,120.50,,131.21,148.00,158.65,12.09
Effective Latency (CO-aware) (ms),24519.81,1835.06,166822.57,3138535.45,2718.28,3963.52,4679.50,6393.87,11377.35,23941.94,51209.14,119812.88,143758.72,33488.25
Effective Prefill Concurrency,0.28,0.00,16.00,,,,,,0.00,,1.00,1.00,2.00,0.93
Effective Prefill Throughput (tokens/sec),40.13,0.00,2214.61,,,,,,0.00,,125.08,214.13,515.65,134.26
Effective Prefill Throughput Per User (tokens/sec/user),31.68,0.00,856.59,,,,,,0.00,,119.43,182.71,363.35,81.12
Effective Total Throughput (tokens/sec),1644.92,0.00,2743.96,,,,,,1884.30,,1993.48,2033.79,2218.27,569.51
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,578.55,36.00,3974.00,74055.00,53.05,82.70,101.40,144.00,264.50,562.00,1210.90,2985.75,3473.42,811.64
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
