Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),870.22,0.00,1271.54,,,,,,956.17,,1006.25,1020.96,1092.78,224.87
Active Decode Throughput Per User (tokens/sec/user),118.52,0.00,358.73,,,,,,123.39,,131.29,138.92,158.93,24.48
Active Prefill Throughput (tokens/sec),145.74,31.38,802.72,,,,,,107.88,,274.06,397.80,802.72,132.83
Active Prefill Throughput Per User (tokens/sec/user),112.39,31.38,572.72,,,,,,99.14,,169.38,198.90,486.24,75.47
Active Total Throughput (tokens/sec),902.59,65.55,1387.03,,,,,,927.18,,972.69,1007.18,1155.37,145.13
Credit-to-Start Latency (ms),1.47,0.69,3.55,146.71,0.70,0.74,0.79,0.94,1.20,1.87,2.69,2.84,3.23,0.71
Decode Duration (ms),15022.22,2634.59,37116.33,1502221.54,2640.27,3447.07,4789.21,6373.44,10662.60,22265.72,33043.84,35643.31,37082.43,10597.75
E2E Output Token Throughput (tokens/sec/user),109.70,78.22,131.57,10970.06,89.37,95.52,98.11,104.26,111.03,115.13,121.82,123.36,128.74,9.16
Effective Concurrency,7.67,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.23
Effective Decode Concurrency,7.35,0.00,8.00,,,,,,8.00,,8.00,8.00,8.00,1.35
Effective Decode Throughput (tokens/sec),867.37,0.00,1271.54,,,,,,955.65,,1006.22,1020.88,1092.34,229.93
Effective Decode Throughput Per User (tokens/sec/user),118.14,0.00,358.73,,,,,,123.38,,131.22,138.90,158.93,25.36
Effective Latency (CO-aware) (ms),15668.90,3151.30,37983.63,1566889.96,3219.14,4141.94,5321.62,7018.67,11271.48,22927.02,33640.08,36280.09,37686.95,10621.24
Effective Prefill Concurrency,0.31,0.00,8.00,,,,,,0.00,,1.00,1.00,2.00,0.73
Effective Prefill Throughput (tokens/sec),35.20,0.00,802.72,,,,,,0.00,,125.04,177.07,486.24,90.29
Effective Prefill Throughput Per User (tokens/sec/user),27.14,0.00,572.72,,,,,,0.00,,106.30,138.56,329.49,60.74
Effective Total Throughput (tokens/sec),902.57,0.00,1387.03,,,,,,927.18,,972.69,1007.18,1155.37,145.21
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,380.29,70.00,940.00,38029.00,70.99,88.85,121.30,163.25,268.00,597.25,842.50,894.05,918.22,268.92
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
