Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6030.79,0.00,11454.41,,,,,,6112.17,,9138.01,9325.78,10036.44,2230.42
Active Decode Throughput Per User (tokens/sec/user),46.99,0.00,201.65,,,,,,44.54,,67.69,76.53,90.17,14.62
Active Prefill Throughput (tokens/sec),116.88,0.72,5777.91,,,,,,109.32,,136.12,148.98,275.83,218.15
Active Prefill Throughput Per User (tokens/sec/user),1.09,0.59,36.79,,,,,,1.05,,1.22,1.31,2.46,0.87
Active Total Throughput (tokens/sec),6127.96,26.75,10089.60,,,,,,6511.03,,7736.04,8789.37,9919.95,2003.34
Credit-to-Start Latency (ms),2.05,0.39,17.94,4198.46,0.49,0.67,0.83,1.07,1.45,2.55,4.21,4.68,7.20,1.66
Decode Duration (ms),37658.71,3114.39,153065.91,77125041.12,4857.58,6806.24,8274.43,12083.21,23117.67,58630.15,92388.97,102076.25,128661.65,33001.77
E2E Output Token Throughput (tokens/sec/user),26.85,4.03,108.72,54985.86,6.38,9.88,11.91,16.72,23.82,33.13,43.25,60.56,72.15,14.41
Effective Concurrency,221.67,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,75.05
Effective Decode Concurrency,134.92,0.00,172.00,,,,,,146.00,,159.00,164.00,170.00,39.53
Effective Decode Throughput (tokens/sec),6027.42,0.00,11454.41,,,,,,6110.71,,9137.69,9324.88,10036.44,2234.36
Effective Decode Throughput Per User (tokens/sec/user),46.97,0.00,201.65,,,,,,44.53,,67.68,76.53,90.17,14.66
Effective Latency (CO-aware) (ms),61915.25,4937.29,187988.15,126802433.04,8442.32,19234.88,27026.89,36042.39,50083.69,83849.24,117850.86,130300.07,157829.16,35381.74
Effective Prefill Concurrency,86.75,0.00,256.00,,,,,,105.00,,113.00,114.00,117.00,40.59
Effective Prefill Throughput (tokens/sec),100.41,0.00,5777.91,,,,,,105.17,,134.49,144.36,264.49,206.24
Effective Prefill Throughput Per User (tokens/sec/user),0.94,0.00,36.79,,,,,,1.01,,1.21,1.29,2.36,0.89
Effective Total Throughput (tokens/sec),6127.82,0.00,10089.60,,,,,,6511.03,,7736.04,8789.37,9919.95,2003.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,523.56,49.00,1622.00,1072241.00,78.00,108.35,133.70,188.00,318.50,754.50,1301.30,1403.65,1514.06,439.86
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.17,0.00,22.52,345.17,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.52,3.35,1.12
HTTP Connection Overhead (ms),0.20,0.00,25.67,399.38,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.52,3.35,1.29
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),223.92,22.00,691.98,458588.75,34.35,47.17,58.19,81.06,136.70,322.22,555.43,599.33,645.94,187.28
HTTP Data Sent (KB),0.23,0.19,0.34,479.34,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.03,0.00,3.99,54.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30
HTTP Duration (excl. conn) (ms),61913.13,4936.70,187986.97,126798100.01,8441.38,19233.12,27025.59,36039.92,50080.94,83846.34,117849.65,130298.83,157824.81,35381.65
HTTP Receiving (ms),37682.86,3185.33,153065.91,77174488.81,4902.92,6829.86,8302.64,12100.32,23167.28,58630.15,92388.97,102076.41,128661.65,32993.39
