Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),596.25,0.00,1041.76,,,,,,644.68,,733.39,752.05,797.00,146.50
Active Decode Throughput Per User (tokens/sec/user),178.00,0.00,366.60,,,,,,177.37,,194.64,200.44,214.26,13.13
Active Prefill Throughput (tokens/sec),172.88,70.77,479.80,,,,,,154.68,,276.61,336.01,474.62,81.84
Active Prefill Throughput Per User (tokens/sec/user),146.51,70.77,276.61,,,,,,127.85,,226.60,242.97,275.66,48.11
Active Total Throughput (tokens/sec),657.70,147.24,846.05,,,,,,698.22,,735.92,763.98,824.80,132.13
Credit-to-Start Latency (ms),0.84,0.61,1.44,84.21,0.62,0.67,0.70,0.73,0.80,0.92,1.05,1.14,1.43,0.16
Decode Duration (ms),3652.94,1098.38,11357.84,365294.41,1329.63,1623.35,1765.83,2504.29,3270.78,4215.27,5600.50,6898.78,10588.28,1908.85
E2E Output Token Throughput (tokens/sec/user),158.04,127.35,182.40,15804.02,129.68,138.08,140.50,150.25,158.49,166.12,173.86,178.73,182.38,12.35
Effective Concurrency,3.78,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.70
Effective Decode Concurrency,3.34,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.85
Effective Decode Throughput (tokens/sec),593.94,0.00,1041.76,,,,,,643.67,,733.35,751.89,797.00,150.85
Effective Decode Throughput Per User (tokens/sec/user),177.31,0.00,366.60,,,,,,177.32,,194.62,200.39,214.26,17.16
Effective Latency (CO-aware) (ms),4138.01,1554.64,11834.94,413800.57,1832.00,2158.80,2295.24,2973.02,3755.00,4627.73,6055.35,7333.64,11218.28,1908.79
Effective Prefill Concurrency,0.44,0.00,4.00,,,,,,0.00,,1.00,2.00,2.00,0.65
Effective Prefill Throughput (tokens/sec),63.74,0.00,479.80,,,,,,0.00,,198.00,259.81,380.41,97.09
Effective Prefill Throughput Per User (tokens/sec/user),54.02,0.00,276.61,,,,,,0.00,,171.09,204.63,259.81,76.48
Effective Total Throughput (tokens/sec),657.68,0.00,846.05,,,,,,698.22,,735.92,763.98,824.80,132.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,112.66,34.00,379.00,11266.00,41.92,50.80,55.00,76.75,101.00,128.25,171.40,212.15,317.62,59.13
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),49.70,15.81,164.17,4969.72,19.30,23.04,25.06,34.36,44.75,56.52,74.82,91.86,138.35,25.40
HTTP Data Sent (KB),0.39,0.24,0.69,38.69,0.26,0.27,0.28,0.31,0.37,0.46,0.51,0.55,0.62,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4137.09,1553.76,11834.14,413709.09,1830.86,2157.61,2294.24,2972.18,3754.08,4626.90,6054.30,7332.82,11217.10,1908.79
HTTP Receiving (ms),3656.97,1098.39,11357.84,365697.06,1329.64,1623.36,1784.87,2504.29,3287.58,4215.28,5600.51,6898.79,10622.06,1909.70
HTTP Sending (ms),0.15,0.12,0.23,15.01,0.12,0.13,0.13,0.13,0.15,0.16,0.17,0.18,0.21,0.02
HTTP Total Time (ms),4137.09,1553.76,11834.14,413709.09,1830.86,2157.61,2294.24,2972.18,3754.08,4626.90,6054.30,7332.82,11217.10,1908.79
HTTP Waiting (TTFB) (ms),479.97,366.82,599.02,47997.02,370.31,393.55,406.73,428.06,475.68,521.27,565.60,590.15,597.44,59.71
Input Sequence Length (tokens),69.71,35.00,136.00,6971.00,39.95,41.95,46.90,54.75,64.50,85.00,100.00,104.10,133.03,21.27
Inter Chunk Latency (ms),32.75,22.88,98.49,365294.41,27.78,29.66,30.67,31.93,32.85,33.58,34.18,35.13,37.67,2.32
Inter Token Latency (ms),5.50,4.62,7.19,550.47,4.65,4.78,4.94,5.13,5.43,5.68,6.25,6.70,7.06,0.54
Output Sequence Length (tokens),650.52,218.00,1819.00,65052.00,264.53,295.85,347.60,484.00,594.00,758.00,948.50,1077.25,1707.13,287.37
Output Token Count (tokens),159.56,48.00,317.00,15956.00,52.95,75.90,92.90,117.50,147.00,197.25,248.90,281.10,302.15,62.07
Output Token Throughput Per User (tokens/sec/user),183.28,139.16,216.47,18327.73,141.66,149.18,159.99,176.07,184.17,195.08,202.61,209.25,215.13,16.69
Prefill Throughput Per User (tokens/sec/user),147.48,70.77,276.61,14747.52,76.18,83.57,94.17,112.06,128.03,182.36,219.50,243.05,275.67,48.70
Reasoning Token Count (tokens),490.96,150.00,1653.00,49096.00,190.59,233.25,255.80,349.00,444.50,558.50,713.70,858.00,1391.64,244.38
Request Latency (ms),4133.15,1553.83,11834.22,413314.56,1830.94,2157.68,2291.83,2972.25,3754.16,4626.97,6054.38,7332.89,11183.41,1907.94
Time to First Output Token (ms),3266.75,1262.47,11012.45,326674.82,1508.97,1617.57,1886.03,2210.66,2952.37,3571.07,4932.78,6378.37,9549.91,1663.32
Time to First Token (ms),480.20,367.06,599.26,48020.15,370.55,393.76,406.97,428.27,475.90,521.51,565.81,590.39,597.71,59.71
Time to Second Token (ms),32.05,26.43,38.37,3204.79,26.62,28.35,30.10,31.21,32.32,33.06,33.54,34.32,36.33,1.85
Tokens In Flight (tokens),1603.34,0.00,3253.61,,,,,,1564.68,,2353.06,2575.73,2925.00,551.84
Usage Completion Tokens (tokens),650.52,218.00,1819.00,65052.00,264.53,295.85,347.60,484.00,594.00,758.00,948.50,1077.25,1707.13,287.37
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),69.71,35.00,136.00,6971.00,39.95,41.95,46.90,54.75,64.50,85.00,100.00,104.10,133.03,21.27
Usage Reasoning Tokens (tokens),490.96,150.00,1653.00,49096.00,190.59,233.25,255.80,349.00,444.50,558.50,713.70,858.00,1391.64,244.38
Usage Total Tokens (tokens),720.23,270.00,1909.00,72023.00,314.55,348.40,398.20,544.25,662.50,838.00,1033.60,1175.85,1812.97,295.57

Metric,Value
Benchmark Duration (sec),109.35
Input Token Throughput (tokens/sec),63.74
Output Token Throughput (tokens/sec),594.85
Overall Usage Prompt Cache Read % (%),0.00
Request Count,100.00
Request Throughput (requests/sec),0.91
Total Input Sequence Length (tokens),6971.00
Total Output Sequence Length (tokens),65052.00
Total Output Tokens (tokens),15956.00
Total Reasoning Tokens (tokens),49096.00
Total Token Throughput (tokens/sec),658.60
Total Usage Completion Tokens (tokens),65052.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),6971.00
Total Usage Reasoning Tokens (tokens),49096.00
Total Usage Total Tokens (tokens),72023.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
