Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7199.44,63.10,9459.27,,,,,,7797.57,,8155.79,8219.83,8344.99,1799.52
Active Decode Throughput Per User (tokens/sec/user),64.95,31.55,181.75,,,,,,64.56,,66.63,68.93,77.95,3.71
Active Prefill Throughput (tokens/sec),8743.90,78.27,63900.81,,,,,,7946.96,,14113.24,16646.82,45632.21,7017.87
Active Prefill Throughput Per User (tokens/sec/user),1259.40,78.27,1704.14,,,,,,1351.69,,1471.39,1501.01,1559.55,319.80
Active Total Throughput (tokens/sec),14770.38,58.19,63900.81,,,,,,14943.94,,21039.09,23075.64,40826.63,7196.31
Credit-to-Start Latency (ms),1.57,0.64,11.52,1604.79,0.86,1.09,1.20,1.33,1.47,1.62,1.94,2.62,3.34,0.55
Decode Duration (ms),15179.36,4086.50,26070.39,15543660.74,6550.38,10493.03,11737.84,13367.70,15261.41,17136.48,18506.08,19560.41,22964.09,2966.66
E2E Output Token Throughput (tokens/sec/user),61.45,30.68,95.03,62920.48,38.92,44.32,48.53,53.98,60.84,68.31,76.33,80.56,89.49,10.84
Effective Concurrency,118.89,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,27.89
Effective Decode Concurrency,111.37,0.00,128.00,,,,,,122.00,,126.00,126.00,127.00,29.33
Effective Decode Throughput (tokens/sec),7169.60,0.00,9459.27,,,,,,7795.65,,8155.67,8219.34,8342.63,1854.39
Effective Decode Throughput Per User (tokens/sec/user),64.68,0.00,181.75,,,,,,64.55,,66.63,68.92,77.95,5.58
Effective Latency (CO-aware) (ms),16207.78,4791.65,31298.43,16596763.13,7494.97,11392.48,12658.80,14332.81,16225.89,18179.14,19789.93,20895.97,24214.87,3061.40
Effective Prefill Concurrency,7.52,0.00,128.00,,,,,,5.00,,11.00,14.00,104.00,14.78
Effective Prefill Throughput (tokens/sec),7600.35,0.00,63900.81,,,,,,7066.85,,13582.94,15839.77,39280.11,7176.41
Effective Prefill Throughput Per User (tokens/sec/user),1094.70,0.00,1704.14,,,,,,1323.23,,1466.83,1495.03,1550.56,518.84
Effective Total Throughput (tokens/sec),14769.95,0.00,63900.81,,,,,,14943.94,,21039.09,23075.64,40826.63,7196.65
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,301.16,82.00,513.00,308385.00,130.15,210.00,232.30,265.75,303.00,340.00,368.00,386.85,452.00,58.65
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,20.63,259.89,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.51,5.05,1.32
HTTP Connection Overhead (ms),0.31,0.00,24.05,318.46,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.51,8.81,1.61
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),129.95,36.04,218.09,133071.98,56.62,90.85,101.57,115.15,130.72,146.38,158.19,165.84,192.84,24.68
HTTP Data Sent (KB),4.53,3.97,4.96,4635.79,4.05,4.27,4.32,4.43,4.52,4.64,4.74,4.79,4.89,0.16
HTTP DNS Lookup (ms),0.06,0.00,3.91,58.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.63,0.45
HTTP Duration (excl. conn) (ms),16206.14,4790.05,31296.01,16595088.45,7493.88,11382.38,12657.81,14331.45,16224.43,18177.69,19788.55,20894.69,24213.35,3061.36
HTTP Receiving (ms),15180.85,4086.50,26070.39,15545192.92,6550.38,10493.03,11737.85,13367.70,15261.42,17136.48,18506.09,19560.42,22964.09,2964.59
HTTP Sending (ms),0.41,0.06,20.86,415.94,0.11,0.12,0.13,0.14,0.15,0.16,0.42,1.64,5.30,1.33
HTTP Total Time (ms),16206.45,4790.05,31297.37,16595406.91,7493.88,11382.38,12657.81,14331.45,16224.43,18177.69,19788.91,20894.69,24213.85,3061.60
HTTP Waiting (TTFB) (ms),1024.88,573.72,13235.33,1049479.59,604.98,654.63,657.04,708.12,760.74,903.02,1574.33,2999.90,4145.55,853.62
Input Sequence Length (tokens),1036.00,1036.00,1037.00,1060865.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.03
Inter Chunk Latency (ms),50.58,24.87,153.21,15543660.74,43.69,48.69,49.51,50.28,50.69,51.00,51.38,51.76,55.05,2.80
Inter Token Latency (ms),15.71,9.46,25.48,16090.74,10.44,11.58,12.25,13.76,15.50,17.47,19.31,20.92,23.65,2.78
OSL Mismatch Diff % (%),-4.46,-77.64,0.00,-4571.39,-65.38,-46.28,-10.45,0.00,0.00,0.00,0.00,0.00,0.00,14.21
Output Sequence Length (tokens),978.29,229.00,1024.00,1001765.00,354.46,550.05,917.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,145.49
Output Token Count (tokens),216.10,2.00,813.00,68936.00,12.18,36.80,65.40,120.50,209.00,286.00,357.80,408.20,626.72,125.33
Output Token Throughput Per User (tokens/sec/user),65.62,39.24,105.75,67199.51,42.28,47.80,51.78,57.25,64.51,72.65,81.62,86.33,95.76,11.54
Prefill Throughput Per User (tokens/sec/user),1245.44,78.27,1804.91,1275328.82,249.74,345.13,657.90,1146.99,1361.47,1462.65,1576.21,1582.11,1711.85,341.44
Reasoning Token Count (tokens),910.97,87.00,1024.00,932829.00,147.00,262.45,600.10,915.50,1024.00,1024.00,1024.00,1024.00,1024.00,228.09
Request Latency (ms),16204.72,4790.11,31296.05,16593629.73,7493.95,11364.43,12657.86,14331.52,16224.50,18177.77,19788.61,20894.76,24213.42,3063.30
Time to First Output Token (ms),12451.98,2768.60,26961.56,3972183.02,3500.46,4386.27,5070.39,8825.32,13568.45,15862.33,17455.47,18441.26,20542.54,4562.71
Time to First Token (ms),1025.36,573.99,13236.83,1049968.99,605.19,654.82,657.27,708.30,760.94,903.24,1574.70,3001.73,4148.31,854.41
Time to Second Token (ms),49.14,26.68,55.59,50318.54,36.19,42.72,47.54,49.22,49.85,50.24,50.56,50.87,53.66,2.87
Tokens In Flight (tokens),178388.61,0.00,215917.59,,,,,,191968.80,,201195.14,204918.45,213522.83,41088.70
Usage Completion Tokens (tokens),978.29,229.00,1024.00,1001765.00,354.46,550.05,917.00,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,145.49
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),1036.00,1036.00,1037.00,1060865.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.03
Usage Reasoning Tokens (tokens),910.97,87.00,1024.00,932829.00,147.00,262.45,600.10,915.50,1024.00,1024.00,1024.00,1024.00,1024.00,228.09
Usage Total Tokens (tokens),2014.29,1265.00,2061.00,2062630.00,1390.46,1586.05,1953.00,2060.00,2060.00,2060.00,2060.00,2060.00,2060.00,145.49

Metric,Value
Benchmark Duration (sec),139.58
Input Token Throughput (tokens/sec),7600.35
OSL Mismatch Count,112.00
Output Token Throughput (tokens/sec),7176.94
Overall Usage Prompt Cache Read % (%),0.00
Request Count,1024.00
Request Throughput (requests/sec),7.34
Total Input Sequence Length (tokens),1060865.00
Total Output Sequence Length (tokens),1001765.00
Total Output Tokens (tokens),68936.00
Total Reasoning Tokens (tokens),932829.00
Total Token Throughput (tokens/sec),14777.29
Total Usage Completion Tokens (tokens),1001765.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),1060865.00
Total Usage Reasoning Tokens (tokens),932829.00
Total Usage Total Tokens (tokens),2062630.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
