Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6784.05,0.00,10619.56,,,,,,8249.82,,9229.34,9554.36,9914.21,3038.56
Active Decode Throughput Per User (tokens/sec/user),70.90,0.00,219.48,,,,,,69.27,,77.62,80.78,99.25,7.46
Active Prefill Throughput (tokens/sec),2376.22,29.15,15831.52,,,,,,660.29,,7734.69,9814.29,12978.52,3256.22
Active Prefill Throughput Per User (tokens/sec/user),508.24,29.15,2183.74,,,,,,128.35,,1313.15,1468.53,1806.87,563.63
Active Total Throughput (tokens/sec),8367.93,65.02,24725.05,,,,,,8854.48,,14492.82,17127.10,20948.90,4804.47
Credit-to-Start Latency (ms),1.60,0.34,22.31,1640.14,0.53,0.68,0.77,0.94,1.34,1.82,2.73,3.50,5.10,1.23
Decode Duration (ms),16076.75,1807.22,82100.86,16462594.70,2189.57,2938.03,3746.30,6315.67,12850.13,20791.99,34501.12,43404.41,57129.08,12863.69
E2E Output Token Throughput (tokens/sec/user),73.11,31.61,124.07,74862.36,46.21,50.59,54.27,61.23,68.66,84.36,100.87,106.56,113.79,17.14
Effective Concurrency,100.88,0.00,128.00,,,,,,128.00,,128.00,128.00,128.00,44.82
Effective Decode Concurrency,97.32,0.00,128.00,,,,,,122.00,,126.00,127.00,128.00,43.45
Effective Decode Throughput (tokens/sec),6770.83,0.00,10619.56,,,,,,8247.08,,9227.98,9554.36,9914.21,3050.31
Effective Decode Throughput Per User (tokens/sec/user),70.76,0.00,219.48,,,,,,69.25,,77.60,80.78,99.25,8.08
Effective Latency (CO-aware) (ms),16673.55,2345.94,82650.24,17073719.00,2786.49,3483.30,4346.31,6839.67,13534.09,21442.81,35009.03,43961.53,57652.42,12872.59
Effective Prefill Concurrency,3.56,0.00,128.00,,,,,,3.00,,7.00,8.00,11.00,8.50
Effective Prefill Throughput (tokens/sec),1596.73,0.00,15831.52,,,,,,262.22,,5964.83,8845.19,12239.91,2893.00
Effective Prefill Throughput Per User (tokens/sec/user),341.52,0.00,2183.74,,,,,,77.54,,1262.06,1365.02,1719.06,520.01
Effective Total Throughput (tokens/sec),8367.56,0.00,24725.05,,,,,,8854.48,,14492.82,17127.10,20948.90,4804.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,328.49,38.00,1662.00,336373.00,46.23,60.00,76.30,130.00,261.50,418.25,706.40,898.25,1198.24,264.30
HTTP Chunks Sent,1.00,1.00,1.00,1024.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.32,0.00,23.39,324.04,0.00,0.00,0.00,0.00,0.00,0.00,0.33,2.05,6.47,1.52
HTTP Connection Overhead (ms),0.40,0.00,29.52,410.19,0.00,0.00,0.00,0.00,0.00,0.00,0.33,2.05,11.85,2.01
HTTP Connection Reused (ratio),0.89,0.00,1.00,912.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.31
HTTP Data Received (KB),141.29,17.43,705.31,144682.54,21.14,26.99,34.12,57.03,113.30,180.18,302.06,384.92,512.13,112.47
HTTP Data Sent (KB),1.28,0.19,6.85,1313.24,0.19,0.20,0.20,0.26,0.37,2.81,3.36,3.92,6.30,1.52
HTTP DNS Lookup (ms),0.08,0.00,6.22,86.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,0.67
HTTP Duration (excl. conn) (ms),16671.88,2344.46,82648.80,17072005.22,2785.20,3481.44,4345.30,6838.01,13531.16,21441.82,35007.34,43960.69,57651.00,12872.60
HTTP Receiving (ms),16084.23,1807.23,82100.87,16470253.10,2190.74,2948.46,3748.07,6341.34,12860.54,20829.73,34501.13,43447.66,57167.39,12864.03
HTTP Sending (ms),0.47,0.06,23.61,484.45,0.12,0.12,0.12,0.13,0.15,0.17,0.47,2.21,6.70,1.53
HTTP Total Time (ms),16672.28,2344.46,82648.80,17072415.41,2785.20,3481.44,4345.30,6838.01,13531.79,21441.82,35007.34,43960.69,57651.00,12872.58
HTTP Waiting (TTFB) (ms),587.18,321.56,1128.81,601267.67,430.49,438.98,443.65,491.82,574.27,638.57,749.02,913.03,919.89,128.52
Input Sequence Length (tokens),263.88,21.00,1434.00,270218.00,21.00,22.15,24.00,35.00,64.00,593.75,734.00,863.25,1318.00,335.57
Inter Chunk Latency (ms),49.12,23.96,185.58,16462594.70,42.41,46.36,47.87,48.62,49.25,49.80,50.27,50.67,53.40,2.56
Inter Token Latency (ms),13.62,7.21,29.77,13945.63,7.57,8.40,9.01,10.85,13.73,15.68,17.97,19.30,21.39,3.45
Output Sequence Length (tokens),1119.98,181.00,4096.00,1146862.00,217.00,293.15,340.00,577.50,915.00,1329.25,2128.10,2790.60,4096.00,818.23
Output Token Count (tokens),235.89,9.00,2080.00,235418.00,15.00,24.00,35.00,73.00,134.00,252.75,653.30,879.15,1265.39,286.45
Output Token Throughput Per User (tokens/sec/user),78.46,33.60,138.62,80344.07,46.74,51.80,55.63,63.78,72.83,92.13,111.03,119.08,132.11,20.91
Prefill Throughput Per User (tokens/sec/user),456.57,26.11,2278.49,467530.04,34.82,38.61,42.63,57.43,113.47,944.65,1397.01,1587.61,1912.12,568.40
Reasoning Token Count (tokens),890.08,31.00,4096.00,911444.00,160.23,221.30,282.30,447.75,762.00,1016.50,1502.70,2268.05,4096.00,739.35
Request Latency (ms),16664.48,2344.52,82648.87,17064424.90,2785.27,3481.52,4332.67,6838.10,13528.15,21421.42,35007.41,43949.98,57612.78,12872.26
Time to First Output Token (ms),12175.29,1087.42,63043.94,12150938.08,2081.85,2911.96,3582.00,5123.54,11506.80,16141.56,22026.29,26932.48,42740.87,8425.18
Time to First Token (ms),587.72,321.85,1134.53,601830.20,430.78,439.18,443.89,492.01,574.47,639.63,753.89,914.91,920.79,129.06
Time to Second Token (ms),49.33,27.37,56.70,50516.92,44.93,47.63,47.96,48.44,48.98,49.67,52.48,53.88,54.55,2.09
Tokens In Flight (tokens),106690.46,0.00,172895.05,,,,,,117511.30,,159520.89,165707.02,169000.43,44247.29
Usage Completion Tokens (tokens),1119.98,181.00,4096.00,1146862.00,217.00,293.15,340.00,577.50,915.00,1329.25,2128.10,2790.60,4096.00,818.23
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
