Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),180.24,0.00,40605.45,,,,,,107.95,,404.10,553.65,674.22,200.47
Active Decode Throughput Per User (tokens/sec/user),80.22,0.00,19777.71,,,,,,80.89,,97.95,103.22,120.07,24.96
Active Prefill Throughput (tokens/sec),12088.86,387.66,159473.42,,,,,,8168.69,,22752.76,36357.89,64163.11,12850.80
Active Prefill Throughput Per User (tokens/sec/user),880.35,360.18,56500.23,,,,,,448.92,,1253.52,3301.03,7534.31,1857.44
Active Total Throughput (tokens/sec),12206.57,118.87,159611.39,,,,,,8247.83,,22968.73,36999.48,64874.70,12950.65
Credit Drop Latency (ms),3.30,0.54,20.06,42.87,0.54,0.54,0.55,0.59,1.78,2.48,5.71,11.60,18.37,5.10
Credit-to-Start Latency (ms),1.37,0.47,20.29,445.76,0.54,0.64,0.70,0.79,0.89,1.20,2.17,3.14,10.22,1.87
E2E Output Token Throughput (tokens/sec/user),11.22,0.02,61.85,3656.30,0.06,0.48,0.63,1.49,4.91,16.42,32.59,43.59,56.56,13.89
Effective Concurrency,17.97,0.00,23.00,,,,,,20.00,,21.00,22.00,23.00,5.23
Effective Decode Concurrency,1.76,0.00,13.00,,,,,,1.00,,4.00,8.00,12.00,2.50
Effective Decode Throughput (tokens/sec),124.12,0.00,40605.45,,,,,,89.83,,300.62,505.82,651.89,186.12
Effective Decode Throughput Per User (tokens/sec/user),55.24,0.00,19777.71,,,,,,71.87,,95.19,100.02,112.91,42.53
Effective Latency (CO-aware) (ms),115763.38,2376.96,322922.32,37738860.93,5143.80,11381.90,14212.16,31736.69,129674.41,191629.59,206985.98,215600.62,252437.85,79844.09
Effective Prefill Concurrency,16.21,0.00,21.00,,,,,,18.00,,20.00,20.00,21.00,5.24
Effective Prefill Throughput (tokens/sec),11480.66,0.00,159473.42,,,,,,8122.24,,21370.67,35601.10,63246.20,12799.10
Effective Prefill Throughput Per User (tokens/sec/user),836.05,0.00,56500.23,,,,,,445.06,,1231.39,3243.93,7435.26,1820.32
Effective Total Throughput (tokens/sec),11604.78,0.00,159611.39,,,,,,8208.49,,21552.10,36168.71,63829.20,12900.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,317.44,1.00,4832.00,103487.00,5.00,23.50,38.00,57.25,115.50,336.00,689.00,1174.00,2937.75,563.02
HTTP Chunks Sent,1.00,1.00,1.00,326.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.52,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.06
