Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2275.03,0.00,3121.65,,,,,,2485.98,,2659.78,2709.68,2810.51,596.82
Active Decode Throughput Per User (tokens/sec/user),79.66,0.00,238.16,,,,,,82.23,,85.46,89.58,102.06,13.38
Active Prefill Throughput (tokens/sec),3718.70,537.61,23562.21,,,,,,3049.22,,6237.23,8460.30,23562.21,3255.29
Active Prefill Throughput Per User (tokens/sec/user),1449.92,537.61,1790.85,,,,,,1447.86,,1657.77,1713.08,1784.77,188.35
Active Total Throughput (tokens/sec),4636.93,81.58,23562.21,,,,,,4060.15,,7427.43,9169.91,16406.53,3010.26
Credit-to-Start Latency (ms),1.58,0.73,48.10,404.76,0.79,0.92,1.02,1.20,1.30,1.42,1.80,2.64,3.81,2.95
Decode Duration (ms),12367.93,4737.52,16861.98,3166190.06,5677.62,9335.44,9934.82,11319.75,12552.80,13702.48,14356.78,14881.26,15597.33,1939.10
E2E Output Token Throughput (tokens/sec/user),75.23,49.77,107.83,19258.65,55.69,61.21,63.82,69.09,74.08,80.57,87.70,92.64,98.85,9.57
Effective Concurrency,30.29,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,5.77
Effective Decode Concurrency,28.41,0.00,32.00,,,,,,30.00,,32.00,32.00,32.00,6.35
Effective Decode Throughput (tokens/sec),2257.16,0.00,3121.65,,,,,,2483.99,,2659.28,2709.41,2810.51,627.47
Effective Decode Throughput Per User (tokens/sec/user),79.03,0.00,238.16,,,,,,82.20,,85.45,89.57,101.54,15.07
Effective Latency (CO-aware) (ms),13188.09,5471.66,17734.33,3376150.39,6402.59,10017.09,10915.18,12154.75,13399.28,14474.93,15380.27,15755.31,16920.76,1987.41
Effective Prefill Concurrency,1.88,0.00,32.00,,,,,,1.00,,4.00,5.00,24.00,3.65
Effective Prefill Throughput (tokens/sec),2379.64,0.00,23562.21,,,,,,1603.22,,5229.82,7076.04,15813.61,3157.15
Effective Prefill Throughput Per User (tokens/sec/user),927.82,0.00,1790.85,,,,,,1348.24,,1640.23,1662.92,1783.27,712.12
Effective Total Throughput (tokens/sec),4636.80,0.00,23562.21,,,,,,4060.15,,7427.43,9169.91,16406.53,3010.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,265.34,105.00,355.00,67928.00,125.00,203.25,217.50,244.00,272.00,292.00,306.50,317.00,330.00,39.98
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,4.18,59.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,3.96,0.91
HTTP Connection Overhead (ms),0.44,0.00,7.96,111.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.54,7.39,1.69
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),115.12,46.27,152.82,29471.71,54.52,89.76,95.02,106.46,118.03,126.43,132.43,136.54,142.09,16.98
HTTP Data Sent (KB),4.53,3.86,4.97,1158.49,4.10,4.27,4.33,4.43,4.53,4.63,4.74,4.81,4.89,0.17
HTTP DNS Lookup (ms),0.20,0.00,3.78,51.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,3.43,0.79
HTTP Duration (excl. conn) (ms),13186.43,5470.37,17733.48,3375725.96,6401.07,10014.70,10913.05,12153.57,13398.04,14473.72,15378.88,15753.88,16919.49,1987.64
HTTP Receiving (ms),12369.55,4737.53,16861.98,3166605.55,5677.63,9335.44,9953.67,11319.76,12564.85,13702.49,14356.78,14881.27,15597.35,1937.79
HTTP Sending (ms),0.40,0.11,4.51,103.21,0.12,0.12,0.12,0.13,0.15,0.16,0.23,3.83,4.34,0.96
HTTP Total Time (ms),13186.87,5470.37,17733.48,3375837.68,6401.07,10014.70,10913.05,12153.57,13398.04,14473.72,15378.88,15753.88,16926.59,1988.05
HTTP Waiting (TTFB) (ms),816.47,575.62,1922.61,209017.20,580.26,609.95,624.33,671.93,731.19,814.75,1105.51,1604.58,1793.98,275.88
Input Sequence Length (tokens),1036.00,1036.00,1037.00,265217.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.06
Inter Chunk Latency (ms),46.79,23.91,189.91,3166190.06,39.80,42.39,44.00,44.71,45.06,45.86,47.30,48.22,132.09,12.13
Inter Token Latency (ms),12.66,8.63,18.40,3242.07,9.36,9.88,10.64,11.66,12.70,13.70,14.57,15.19,16.50,1.58
OSL Mismatch Diff % (%),-3.94,-61.52,0.00,-1007.91,-60.26,-32.81,-7.76,0.00,0.00,0.00,0.00,0.00,0.00,12.71
Output Sequence Length (tokens),983.68,394.00,1024.00,251823.00,406.95,688.00,944.50,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,130.20
