Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1011.04,0.00,10322.13,,,,,,524.81,,2319.61,3773.00,8880.13,1446.77
Active Decode Throughput Per User (tokens/sec/user),62.11,0.00,300.92,,,,,,67.02,,81.28,112.99,140.01,24.69
Active Prefill Throughput (tokens/sec),814.52,5.61,21139.95,,,,,,51.13,,409.89,1367.60,21139.95,3558.92
Active Prefill Throughput Per User (tokens/sec/user),12.62,3.77,137.65,,,,,,5.79,,15.76,39.07,128.90,22.41
Active Total Throughput (tokens/sec),1050.72,21.82,21139.95,,,,,,685.94,,1969.89,4073.96,9465.38,1668.55
Credit-to-Start Latency (ms),1.40,0.51,23.28,229.19,0.57,0.63,0.71,0.87,1.10,1.56,2.00,2.31,2.64,1.79
Decode Duration (ms),56875.17,2397.31,574134.18,9327527.58,3382.58,4932.11,6376.77,9111.39,15811.32,36313.02,135268.47,354218.47,561005.66,115892.99
E2E Output Token Throughput (tokens/sec/user),59.99,6.08,99.08,9838.92,12.31,33.43,42.98,55.73,62.49,67.01,72.45,76.03,81.40,12.96
Effective Concurrency,17.05,0.00,164.00,,,,,,11.00,,30.00,63.00,158.00,24.51
Effective Decode Concurrency,16.22,0.00,138.00,,,,,,11.00,,30.00,59.00,130.00,21.02
Effective Decode Throughput (tokens/sec),1009.75,0.00,10322.13,,,,,,524.52,,2310.04,3772.72,8880.13,1446.30
Effective Decode Throughput Per User (tokens/sec/user),62.03,0.00,300.92,,,,,,67.01,,81.26,112.99,140.01,24.78
Effective Latency (CO-aware) (ms),59775.43,3285.27,575019.61,9803170.17,4533.89,6464.13,7908.01,10894.03,19892.22,41019.53,136153.13,355397.86,562088.36,115465.33
Effective Prefill Concurrency,0.82,0.00,164.00,,,,,,0.00,,0.00,1.00,23.00,7.16
Effective Prefill Throughput (tokens/sec),40.90,0.00,21139.95,,,,,,0.00,,0.00,5.61,321.62,817.09
Effective Prefill Throughput Per User (tokens/sec/user),0.63,0.00,137.65,,,,,,0.00,,0.00,3.77,13.98,5.73
