Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2262.68,0.00,3373.60,,,,,,2592.07,,2757.13,2808.36,2947.39,801.83
Active Decode Throughput Per User (tokens/sec/user),88.76,0.00,257.25,,,,,,84.77,,107.03,123.81,127.67,12.34
Active Prefill Throughput (tokens/sec),94.30,27.49,1386.49,,,,,,68.66,,137.48,175.16,274.05,122.02
Active Prefill Throughput Per User (tokens/sec/user),58.20,27.49,116.35,,,,,,56.03,,73.71,75.97,92.12,11.44
Active Total Throughput (tokens/sec),2294.96,41.19,2887.80,,,,,,2642.69,,2757.05,2782.62,2887.80,823.91
Credit-to-Start Latency (ms),1.81,0.60,20.57,462.41,0.68,0.76,0.83,0.97,1.23,2.05,3.72,4.12,8.56,1.82
Decode Duration (ms),19647.83,2041.21,61174.66,5029843.74,2974.32,4462.77,5409.18,7201.15,11837.23,28505.98,49182.71,53875.50,58090.91,16651.51
E2E Output Token Throughput (tokens/sec/user),83.93,66.39,122.33,21485.56,69.43,71.12,73.49,79.03,83.39,88.49,93.83,97.67,105.73,8.14
Effective Concurrency,27.33,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,10.02
Effective Decode Concurrency,26.65,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,9.90
Effective Decode Throughput (tokens/sec),2256.95,0.00,3373.60,,,,,,2591.74,,2757.05,2808.31,2947.39,808.86
Effective Decode Throughput Per User (tokens/sec/user),88.53,0.00,257.25,,,,,,84.76,,107.00,123.80,127.67,13.11
Effective Latency (CO-aware) (ms),20159.28,2560.02,61698.86,5160775.06,3555.98,4994.84,5832.33,7695.27,12357.44,28985.48,49640.43,54363.30,58704.70,16649.42
Effective Prefill Concurrency,0.68,0.00,32.00,,,,,,0.00,,2.00,2.00,3.00,1.96
Effective Prefill Throughput (tokens/sec),37.93,0.00,1386.49,,,,,,0.00,,106.39,127.55,210.52,90.15
Effective Prefill Throughput Per User (tokens/sec/user),23.41,0.00,116.35,,,,,,0.00,,64.52,71.49,83.90,29.45
Effective Total Throughput (tokens/sec),2294.88,0.00,2887.80,,,,,,2642.69,,2757.05,2782.62,2887.80,824.01
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,451.25,48.00,1393.00,115521.00,70.10,103.75,124.50,165.00,271.50,652.50,1124.50,1222.75,1327.65,382.01
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,4.49,62.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.65,4.19,0.95
HTTP Connection Overhead (ms),0.46,0.00,8.32,116.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.74,7.80,1.77
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),193.92,21.72,594.80,49642.65,31.28,45.62,54.34,71.66,117.09,279.84,482.52,524.95,567.89,163.20
HTTP Data Sent (KB),0.23,0.19,0.34,59.77,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.21,0.00,3.83,53.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,3.61,0.82
HTTP Duration (excl. conn) (ms),20157.40,2558.70,61697.11,5160294.35,3554.80,4991.73,5831.41,7691.05,12356.29,28984.39,49637.78,54362.07,58703.48,16649.42
HTTP Receiving (ms),19654.64,2041.21,61174.67,5031586.91,2974.33,4507.28,5409.19,7206.36,11837.23,28517.30,49182.72,53875.50,58090.93,16648.15
HTTP Sending (ms),0.40,0.11,4.94,102.87,0.11,0.11,0.12,0.12,0.13,0.16,0.22,4.02,4.61,1.02
HTTP Total Time (ms),20157.85,2558.70,61697.11,5160410.84,3554.80,4991.73,5831.41,7691.05,12356.29,28984.39,49637.78,54362.07,58707.23,16649.43
HTTP Waiting (TTFB) (ms),502.36,376.37,831.78,128604.57,381.60,387.96,391.42,433.72,481.57,559.10,626.47,668.55,808.41,88.17
Input Sequence Length (tokens),27.98,20.00,59.00,7162.00,20.00,23.00,23.00,25.00,27.00,30.00,32.00,36.00,44.35,4.70
Inter Chunk Latency (ms),43.65,23.00,93.48,5029843.74,35.89,40.51,41.76,43.30,43.68,44.38,44.79,46.02,48.50,2.83
Inter Token Latency (ms),11.49,8.01,14.94,2942.41,9.18,9.86,10.07,10.66,11.33,12.16,13.22,13.68,14.19,1.21
Output Sequence Length (tokens),1665.65,198.00,4096.00,426406.00,303.55,420.75,492.00,645.75,1096.50,2298.25,4096.00,4096.00,4096.00,1341.15
Output Token Count (tokens),327.63,1.00,953.00,69785.00,77.80,137.60,160.00,219.00,301.00,400.00,554.40,617.20,710.32,151.31
Output Token Throughput Per User (tokens/sec/user),87.96,66.94,124.79,22517.85,70.49,73.10,75.64,82.23,88.22,93.79,99.27,101.43,108.89,9.22
Prefill Throughput Per User (tokens/sec/user),57.25,27.49,116.35,14655.79,32.34,38.80,41.59,48.15,55.53,64.01,74.42,78.63,97.43,13.42
Reasoning Token Count (tokens),1393.05,105.00,4096.00,356621.00,140.55,210.75,262.00,380.50,647.00,2017.25,4096.00,4096.00,4096.00,1420.57
Request Latency (ms),20150.67,2558.76,61697.18,5158571.73,3554.88,4952.26,5831.47,7691.11,12356.36,28973.13,49637.84,54362.12,58703.59,16652.78
Time to First Output Token (ms),10764.69,1829.34,49100.56,2282113.34,2027.20,3032.38,3512.68,4810.72,6680.75,13544.24,23376.15,34331.50,41303.38,9440.71
Time to First Token (ms),502.84,376.56,836.61,128727.99,381.80,388.17,391.62,433.93,481.75,559.31,630.28,669.98,812.83,88.76
Time to Second Token (ms),43.13,28.13,48.92,11040.97,35.15,39.70,40.22,42.98,43.51,44.28,44.58,45.57,48.44,2.36
Tokens In Flight (tokens),37716.36,0.00,59205.43,,,,,,42488.61,,52713.87,55032.47,57899.51,14982.63
Usage Completion Tokens (tokens),1665.65,198.00,4096.00,426406.00,303.55,420.75,492.00,645.75,1096.50,2298.25,4096.00,4096.00,4096.00,1341.15
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),27.98,20.00,59.00,7162.00,20.00,23.00,23.00,25.00,27.00,30.00,32.00,36.00,44.35,4.70
Usage Reasoning Tokens (tokens),1393.05,105.00,4096.00,356621.00,140.55,210.75,262.00,380.50,647.00,2017.25,4096.00,4096.00,4096.00,1420.57
Usage Total Tokens (tokens),1693.62,227.00,4147.00,433568.00,331.65,449.00,516.00,675.75,1121.00,2323.75,4125.00,4127.00,4134.00,1342.26

Metric,Value
Benchmark Duration (sec),188.81
Input Token Throughput (tokens/sec),37.93
Output Token Throughput (tokens/sec),2258.30
Overall Usage Prompt Cache Read % (%),0.00
Request Count,256.00
Request Throughput (requests/sec),1.36
Total Input Sequence Length (tokens),7162.00
Total Output Sequence Length (tokens),426406.00
Total Output Tokens (tokens),69785.00
Total Reasoning Tokens (tokens),356621.00
Total Token Throughput (tokens/sec),2296.23
Total Usage Completion Tokens (tokens),426406.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),7162.00
Total Usage Reasoning Tokens (tokens),356621.00
Total Usage Total Tokens (tokens),433568.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
