Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2812.48,0.00,6188.27,,,,,,2071.13,,5360.37,5412.51,5544.46,2184.39
Active Decode Throughput Per User (tokens/sec/user),88.94,0.00,303.38,,,,,,84.32,,132.63,136.85,140.10,26.89
Active Prefill Throughput (tokens/sec),247.01,5.66,1550.11,,,,,,167.79,,535.53,842.84,1169.89,232.74
Active Prefill Throughput Per User (tokens/sec/user),143.91,5.66,1087.24,,,,,,115.23,,265.72,356.24,584.95,109.24
Active Total Throughput (tokens/sec),2863.90,50.76,6455.99,,,,,,2682.42,,5273.04,5338.90,5632.09,2150.49
Credit-to-Start Latency (ms),2.03,0.54,18.43,1017.50,0.57,0.64,0.76,0.95,1.31,2.17,4.01,6.59,9.84,2.03
Decode Duration (ms),43652.50,1577.74,457560.81,21826247.57,2760.56,5598.88,7164.96,11167.83,19441.98,46050.95,116078.04,161582.64,296387.49,62328.52
E2E Output Token Throughput (tokens/sec/user),75.30,28.57,99.29,37651.73,34.16,40.87,53.44,72.12,79.58,84.26,87.35,89.17,96.37,13.94
Effective Concurrency,36.95,0.00,64.00,,,,,,42.00,,64.00,64.00,64.00,26.89
Effective Decode Concurrency,36.06,0.00,64.00,,,,,,38.00,,64.00,64.00,64.00,26.52
Effective Decode Throughput (tokens/sec),2797.05,0.00,6188.27,,,,,,1959.19,,5359.92,5412.31,5544.07,2188.28
Effective Decode Throughput Per User (tokens/sec/user),88.45,0.00,303.38,,,,,,84.29,,132.61,136.84,140.09,27.60
Effective Latency (CO-aware) (ms),44749.06,1982.84,458110.40,22374530.60,3207.37,6239.62,7867.82,12124.89,21087.01,46880.79,116627.76,162428.40,297030.46,62238.23
Effective Prefill Concurrency,0.89,0.00,64.00,,,,,,0.00,,2.00,2.00,5.00,5.36
Effective Prefill Throughput (tokens/sec),66.65,0.00,1550.11,,,,,,0.00,,216.39,364.78,889.49,163.21
Effective Prefill Throughput Per User (tokens/sec/user),38.83,0.00,1087.24,,,,,,0.00,,139.07,205.69,405.84,85.44
Effective Total Throughput (tokens/sec),2863.70,0.00,6455.99,,,,,,2682.42,,5273.04,5338.90,5632.09,2150.55
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,805.13,32.00,9343.00,402564.00,55.97,101.00,135.90,202.75,359.50,813.50,2138.60,2937.55,5381.72,1177.09
HTTP Chunks Sent,1.00,1.00,1.00,500.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.16,0.00,3.84,80.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,3.54,0.64
HTTP Connection Overhead (ms),0.24,0.00,6.73,120.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,6.04,1.07
HTTP Connection Reused (ratio),0.90,0.00,1.00,452.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),343.73,14.65,4002.72,171864.60,24.84,43.88,58.72,86.97,153.60,346.72,912.58,1250.38,2291.07,502.46
HTTP Data Sent (KB),0.32,0.14,1.92,160.54,0.15,0.17,0.18,0.22,0.27,0.36,0.52,0.64,0.88,0.18
HTTP DNS Lookup (ms),0.08,0.00,2.89,40.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,0.45
HTTP Duration (excl. conn) (ms),44746.97,1980.99,458109.35,22373483.07,3205.94,6233.37,7866.58,12123.36,21085.32,46878.72,116625.67,162422.62,297029.50,62238.23
HTTP Receiving (ms),43665.02,1577.74,457565.01,21832509.74,2760.56,5601.37,7173.35,11170.64,19441.99,46050.95,116081.85,161679.72,296440.48,62328.48
HTTP Sending (ms),0.30,0.11,4.10,148.70,0.11,0.11,0.11,0.12,0.12,0.13,0.25,1.19,3.81,0.67
HTTP Total Time (ms),44747.21,1980.99,458109.35,22373603.56,3205.94,6233.37,7866.58,12123.36,21085.32,46878.72,116625.67,162422.62,297029.50,62238.21
HTTP Waiting (TTFB) (ms),1081.65,395.72,5645.13,540824.63,427.35,443.54,448.48,492.28,552.05,628.84,4308.99,4312.42,5427.65,1380.88
