Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1320.77,0.00,2129.00,,,,,,1420.23,,1677.44,1748.74,1850.06,419.40
Active Decode Throughput Per User (tokens/sec/user),100.08,0.00,309.94,,,,,,100.57,,115.72,141.54,146.12,15.55
Active Prefill Throughput (tokens/sec),195.04,37.10,1454.03,,,,,,115.92,,419.51,607.39,1454.03,230.04
Active Prefill Throughput Per User (tokens/sec/user),137.47,37.10,765.63,,,,,,96.34,,293.21,426.61,677.17,123.53
Active Total Throughput (tokens/sec),1377.35,63.04,2652.07,,,,,,1472.49,,1724.98,1819.74,2212.72,456.76
Credit-to-Start Latency (ms),1.51,0.62,4.68,193.42,0.70,0.75,0.79,0.98,1.19,1.82,2.65,3.30,4.34,0.81
Decode Duration (ms),14192.22,1591.39,43445.00,1816603.96,1934.26,2737.02,3623.62,6686.77,10566.67,19321.34,29905.24,35455.06,40837.46,10233.77
E2E Output Token Throughput (tokens/sec/user),98.17,49.54,149.82,12566.04,54.77,69.53,75.84,88.75,97.59,105.94,120.71,136.28,141.35,18.07
Effective Concurrency,14.10,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.41
Effective Decode Concurrency,13.61,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.40
Effective Decode Throughput (tokens/sec),1314.39,0.00,2129.00,,,,,,1418.73,,1677.23,1748.66,1850.06,428.29
Effective Decode Throughput Per User (tokens/sec/user),99.60,0.00,309.94,,,,,,100.50,,115.70,141.49,146.10,16.99
Effective Latency (CO-aware) (ms),14711.75,2312.32,44060.47,1883104.25,2563.10,3287.38,4253.70,7157.62,11073.04,19844.49,30316.99,36120.84,41438.46,10224.83
Effective Prefill Concurrency,0.49,0.00,16.00,,,,,,0.00,,1.00,2.00,3.00,1.33
Effective Prefill Throughput (tokens/sec),62.91,0.00,1454.03,,,,,,0.00,,172.37,293.21,765.63,159.31
Effective Prefill Throughput Per User (tokens/sec/user),44.34,0.00,765.63,,,,,,0.00,,121.40,159.83,513.61,95.14
Effective Total Throughput (tokens/sec),1377.30,0.00,2652.07,,,,,,1472.49,,1724.98,1819.74,2212.72,456.84
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,351.44,38.00,1054.00,44984.00,46.08,67.45,88.40,166.75,260.50,479.75,742.40,873.95,992.11,251.55
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),151.80,17.59,455.79,19430.18,20.94,30.38,39.68,72.64,112.83,206.10,319.14,377.14,425.37,107.72
HTTP Data Sent (KB),0.39,0.19,1.76,49.60,0.22,0.23,0.24,0.26,0.32,0.38,0.57,0.90,1.60,0.26
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14710.17,2311.45,44059.33,1882901.39,2562.11,3286.24,4252.20,7156.62,11071.15,19841.65,30316.14,36118.47,41436.85,10224.68
HTTP Receiving (ms),14195.77,1591.40,43445.00,1817058.51,1934.27,2737.02,3637.00,6686.78,10566.67,19321.35,29905.24,35455.07,40837.47,10232.31
HTTP Sending (ms),0.16,0.12,0.29,20.52,0.12,0.13,0.13,0.15,0.15,0.16,0.20,0.23,0.24,0.03
HTTP Total Time (ms),14710.17,2311.45,44059.33,1882901.39,2562.11,3286.24,4252.20,7156.62,11071.15,19841.65,30316.14,36118.47,41436.85,10224.68
HTTP Waiting (TTFB) (ms),514.24,361.15,761.29,65822.36,363.12,391.24,396.41,432.15,487.89,569.53,719.91,760.96,761.27,110.86
Input Sequence Length (tokens),65.61,24.00,361.00,8398.00,24.27,28.35,31.00,34.75,48.00,65.25,123.90,206.15,324.10,58.74
Inter Chunk Latency (ms),40.51,23.33,86.57,1816603.96,31.10,37.46,39.05,39.82,40.64,41.29,41.93,43.25,45.45,2.56
Inter Token Latency (ms),9.96,5.98,18.93,1274.54,6.08,6.66,7.35,8.86,9.63,10.64,12.95,13.89,17.65,2.17
Output Sequence Length (tokens),1371.84,225.00,4096.00,175595.00,244.05,333.45,450.30,778.50,1109.50,1806.00,2447.50,3327.85,4096.00,898.10
Output Token Count (tokens),290.96,10.00,1896.00,36079.00,11.23,15.45,29.00,63.25,109.00,330.00,883.50,1093.80,1622.49,383.77
Output Token Throughput Per User (tokens/sec/user),104.92,52.82,167.29,13429.24,57.13,71.97,77.22,94.02,103.83,112.87,136.27,150.26,164.45,21.94
Prefill Throughput Per User (tokens/sec/user),132.18,37.10,765.63,16918.72,40.84,48.81,56.34,69.14,93.90,129.50,240.12,420.79,658.33,122.36
Reasoning Token Count (tokens),1089.97,162.00,4096.00,139516.00,178.27,248.55,324.40,631.50,899.00,1252.25,1731.00,2819.40,4096.00,811.90
Request Latency (ms),14706.70,2311.53,44059.40,1882457.23,2562.18,3286.33,4238.90,7156.70,11071.22,19841.72,30316.22,36118.55,41436.93,10226.12
Time to First Output Token (ms),10484.88,1918.64,39095.21,1300125.54,1991.36,2854.54,3608.13,5841.64,9448.51,13707.47,18092.02,21114.14,29151.83,6269.25
Time to First Token (ms),514.48,361.35,761.60,65853.27,363.35,391.52,396.65,432.42,488.14,569.72,720.20,761.29,761.56,110.88
Time to Second Token (ms),40.52,24.00,45.63,5186.28,37.24,38.59,39.19,39.61,40.67,41.33,42.12,43.28,44.68,2.04
Tokens In Flight (tokens),14331.40,0.00,28294.48,,,,,,14017.35,,22821.91,24779.04,27411.09,6384.87
Usage Completion Tokens (tokens),1371.84,225.00,4096.00,175595.00,244.05,333.45,450.30,778.50,1109.50,1806.00,2447.50,3327.85,4096.00,898.10
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),65.61,24.00,361.00,8398.00,24.27,28.35,31.00,34.75,48.00,65.25,123.90,206.15,324.10,58.74
Usage Reasoning Tokens (tokens),1089.97,162.00,4096.00,139516.00,178.27,248.55,324.40,631.50,899.00,1252.25,1731.00,2819.40,4096.00,811.90
Usage Total Tokens (tokens),1437.45,255.00,4369.00,183993.00,285.80,370.15,561.10,829.00,1178.00,1868.00,2488.60,3474.75,4144.03,902.06

Metric,Value
Benchmark Duration (sec),133.49
Input Token Throughput (tokens/sec),62.91
Output Token Throughput (tokens/sec),1315.35
Overall Usage Prompt Cache Read % (%),0.00
Request Count,128.00
Request Throughput (requests/sec),0.96
Total Input Sequence Length (tokens),8398.00
Total Output Sequence Length (tokens),175595.00
Total Output Tokens (tokens),36079.00
Total Reasoning Tokens (tokens),139516.00
Total Token Throughput (tokens/sec),1378.25
Total Usage Completion Tokens (tokens),175595.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),8398.00
Total Usage Reasoning Tokens (tokens),139516.00
Total Usage Total Tokens (tokens),183993.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
