Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),796.70,0.00,2361.96,,,,,,782.89,,895.05,933.80,1916.50,197.48
Active Decode Throughput Per User (tokens/sec/user),29.25,0.00,314.90,,,,,,28.39,,32.83,34.39,72.32,8.88
Active Prefill Throughput (tokens/sec),6953.92,13.70,79027.33,,,,,,6953.41,,7145.85,8858.59,17970.59,3120.20
Active Prefill Throughput Per User (tokens/sec/user),15.25,13.52,1198.32,,,,,,14.37,,14.71,18.27,37.16,5.54
Active Total Throughput (tokens/sec),7720.53,41.21,79027.33,,,,,,7744.78,,7987.72,9740.93,18783.26,3154.09
Credit-to-Start Latency (ms),1.70,0.42,27.65,6978.31,0.50,0.76,1.03,1.27,1.44,1.66,2.09,2.43,12.83,2.10
Decode Duration (ms),32636.45,1806.65,82580.83,133678916.50,8422.86,17529.34,20713.84,25274.09,31167.55,39887.94,47165.47,50917.99,58272.56,10491.65
E2E Output Token Throughput (tokens/sec/user),2.13,0.10,51.29,8708.14,0.43,0.78,1.18,1.59,1.68,1.75,1.95,3.83,15.06,3.36
Effective Concurrency,479.26,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,100.48
Effective Decode Concurrency,27.55,0.00,32.00,,,,,,28.00,,30.00,30.00,31.00,2.42
Effective Decode Throughput (tokens/sec),796.29,0.00,2361.96,,,,,,782.80,,895.02,933.79,1916.50,198.25
Effective Decode Throughput Per User (tokens/sec/user),29.23,0.00,314.90,,,,,,28.38,,32.83,34.39,72.32,8.90
Effective Latency (CO-aware) (ms),567846.11,12404.55,718813.17,2325897672.86,57646.21,245964.91,500046.48,575394.17,598960.90,619646.81,639166.85,651964.28,677743.19,118144.47
Effective Prefill Concurrency,451.72,0.00,512.00,,,,,,484.00,,486.00,487.00,489.00,100.04
Effective Prefill Throughput (tokens/sec),6924.23,0.00,79027.33,,,,,,6953.11,,7145.49,8858.59,17970.59,3146.38
Effective Prefill Throughput Per User (tokens/sec/user),15.18,0.00,1198.32,,,,,,14.37,,14.71,18.25,37.16,5.62
Effective Total Throughput (tokens/sec),7720.52,0.00,79027.33,,,,,,7744.78,,7987.72,9740.93,18783.26,3154.09
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,273.80,25.00,513.00,1121487.00,69.85,146.00,200.00,247.00,280.00,312.00,342.00,361.00,415.00,63.53
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.22,0.00,34.84,892.87,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.95,3.44,1.68
HTTP Connection Overhead (ms),0.23,0.00,38.46,953.99,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.95,3.44,1.77
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),118.41,11.73,217.20,485005.12,30.86,63.50,86.83,107.36,121.38,134.40,147.04,155.05,177.08,26.97
HTTP Data Sent (KB),35.02,31.80,37.68,143450.68,32.70,33.58,33.92,34.53,34.98,35.53,36.13,36.47,37.33,0.88
HTTP DNS Lookup (ms),0.01,0.00,4.46,61.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24
