Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2603.67,0.00,6884.99,,,,,,2471.65,,5359.74,5848.24,6306.42,1792.42
Active Decode Throughput Per User (tokens/sec/user),77.40,0.00,290.16,,,,,,74.34,,89.70,96.77,136.73,11.74
Active Prefill Throughput (tokens/sec),3903.88,34.22,12873.28,,,,,,3020.43,,8298.09,9835.01,10978.18,2555.03
Active Prefill Throughput Per User (tokens/sec/user),2209.96,34.22,3364.04,,,,,,2404.82,,3258.33,3281.13,3364.04,800.86
Active Total Throughput (tokens/sec),3954.28,101.32,16503.35,,,,,,3098.16,,8534.98,10397.32,13602.24,3368.63
Credit-to-Start Latency (ms),2.03,0.38,20.73,324.74,0.44,0.54,0.65,0.90,1.62,2.38,3.29,3.72,15.29,2.41
Decode Duration (ms),22315.29,1838.32,58790.76,3570446.05,1949.30,3615.11,4790.25,9511.65,21012.16,31943.35,43339.46,47859.30,55862.52,14481.40
E2E Output Token Throughput (tokens/sec/user),75.67,34.57,123.84,12106.96,35.39,50.45,53.87,58.27,72.56,93.39,104.86,110.07,116.46,20.42
Effective Concurrency,36.48,0.00,80.00,,,,,,36.00,,75.00,79.00,80.00,25.14
Effective Decode Concurrency,35.29,0.00,80.00,,,,,,35.00,,73.00,78.00,80.00,24.49
Effective Decode Throughput (tokens/sec),2590.77,0.00,6884.99,,,,,,2466.52,,5356.12,5846.45,6306.42,1797.30
Effective Decode Throughput Per User (tokens/sec/user),77.02,0.00,290.16,,,,,,74.31,,89.67,96.76,136.73,12.91
Effective Latency (CO-aware) (ms),23074.98,2489.55,59516.53,3691997.08,2600.87,4384.70,5510.72,10127.82,21804.49,32689.81,44201.88,48505.29,56568.29,14534.48
Effective Prefill Concurrency,1.19,0.00,80.00,,,,,,0.00,,2.00,3.00,5.00,6.60
Effective Prefill Throughput (tokens/sec),1363.27,0.00,12873.28,,,,,,0.00,,3802.82,7232.91,10218.16,2396.50
Effective Prefill Throughput Per User (tokens/sec/user),771.73,0.00,3364.04,,,,,,0.00,,2701.46,3143.00,3328.88,1154.95
Effective Total Throughput (tokens/sec),3954.03,0.00,16503.35,,,,,,3098.16,,8534.98,10397.32,13602.24,3368.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,491.89,40.00,1345.00,78703.00,43.18,77.95,102.70,201.75,464.00,689.50,966.30,1063.05,1294.20,327.43
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.88,0.00,5.22,141.39,0.00,0.00,0.00,0.00,0.00,1.59,2.77,4.67,5.01,1.46
HTTP Connection Overhead (ms),1.23,0.00,9.15,197.54,0.00,0.00,0.00,0.00,0.00,1.59,3.04,8.20,8.88,2.43
HTTP Connection Reused (ratio),0.60,0.00,1.00,96.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),211.20,18.45,572.54,33792.17,19.73,34.79,45.98,87.89,201.26,296.42,412.47,454.88,554.41,139.69
HTTP Data Sent (KB),3.62,0.19,18.20,579.54,0.22,0.24,0.26,0.34,1.44,5.89,10.20,11.56,16.88,4.30
HTTP DNS Lookup (ms),0.35,0.00,4.07,56.16,0.00,0.00,0.00,0.00,0.00,0.00,0.26,3.61,3.83,1.06
HTTP Duration (excl. conn) (ms),23072.88,2489.05,59515.63,3691660.33,2599.37,4384.07,5508.32,10126.68,21802.54,32689.11,44198.99,48503.56,56566.54,14534.34
HTTP Receiving (ms),22322.18,1838.33,58790.88,3571548.39,1949.31,3617.57,4790.25,9511.66,21012.17,31977.38,43339.46,47859.35,55862.53,14481.44
HTTP Sending (ms),1.05,0.12,5.45,168.76,0.13,0.13,0.13,0.15,0.18,1.76,2.91,4.89,5.23,1.48
HTTP Total Time (ms),23074.11,2489.05,59515.63,3691857.87,2602.55,4384.07,5511.22,10127.13,21802.54,32689.53,44198.99,48505.20,56567.56,14533.78
HTTP Waiting (TTFB) (ms),749.64,417.66,1371.14,119943.17,425.10,473.00,519.44,629.00,720.24,894.40,961.93,1038.65,1278.35,183.21
Input Sequence Length (tokens),862.36,24.00,4243.00,137977.00,25.18,30.95,34.00,50.00,310.00,1479.50,2361.70,2791.70,4150.82,1052.90
Inter Chunk Latency (ms),45.48,23.08,98.44,3570446.05,34.61,41.14,42.18,44.92,45.46,46.98,48.31,48.87,50.02,3.02
Inter Token Latency (ms),13.54,7.35,27.26,2167.11,7.39,7.96,8.65,10.15,13.18,16.39,18.16,19.11,26.34,4.17
Output Sequence Length (tokens),1639.83,213.00,4096.00,262373.00,213.59,345.60,418.80,832.25,1497.50,2274.75,2879.00,4096.00,4096.00,1018.99
Output Token Count (tokens),519.17,11.00,2794.00,79952.00,13.59,28.25,44.80,117.75,348.50,827.50,1155.70,1330.65,1736.72,468.93
Output Token Throughput Per User (tokens/sec/user),80.73,36.68,136.08,12916.74,37.98,52.32,55.06,61.01,75.86,98.50,115.57,125.62,135.27,23.88
Prefill Throughput Per User (tokens/sec/user),1087.91,24.91,3364.04,174066.37,28.86,36.28,44.76,68.39,543.80,2156.94,2712.51,3020.79,3300.71,1116.51
Reasoning Token Count (tokens),1140.13,30.00,4096.00,182421.00,100.18,200.25,288.60,567.75,920.00,1333.25,2145.80,3668.30,4096.00,915.80
Request Latency (ms),23066.07,2489.11,59515.58,3690571.04,2599.49,4381.66,5508.42,10126.75,21802.60,32656.36,44199.06,48503.59,56566.63,14534.29
Time to First Output Token (ms),14423.23,1334.61,55200.10,2221177.35,1673.42,3265.80,4143.92,6189.81,13621.40,20440.23,25846.04,28760.97,41925.80,9314.16
Time to First Token (ms),750.78,417.90,1371.35,120124.99,425.30,473.24,519.70,630.05,722.80,894.63,962.99,1038.83,1278.56,183.21
Time to Second Token (ms),45.59,28.98,51.24,7293.62,34.61,42.33,43.61,44.19,45.99,47.23,48.38,48.64,49.78,2.77
Tokens In Flight (tokens),75560.14,0.00,128141.10,,,,,,81325.57,,119023.98,121014.26,125494.36,36334.74
Usage Completion Tokens (tokens),1639.83,213.00,4096.00,262373.00,213.59,345.60,418.80,832.25,1497.50,2274.75,2879.00,4096.00,4096.00,1018.99
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),862.36,24.00,4243.00,137977.00,25.18,30.95,34.00,50.00,310.00,1479.50,2361.70,2791.70,4150.82,1052.90
Usage Reasoning Tokens (tokens),1140.13,30.00,4096.00,182421.00,100.18,200.25,288.60,567.75,920.00,1333.25,2145.80,3668.30,4096.00,915.80
Usage Total Tokens (tokens),2502.19,248.00,8239.00,400350.00,285.36,495.50,680.40,1194.50,2048.50,3545.25,4795.40,6036.45,7042.20,1689.05

Metric,Value
Benchmark Duration (sec),101.20
Input Token Throughput (tokens/sec),1363.27
Output Token Throughput (tokens/sec),2592.35
Overall Usage Prompt Cache Read % (%),0.00
Request Count,160.00
Request Throughput (requests/sec),1.58
Total Input Sequence Length (tokens),137977.00
Total Output Sequence Length (tokens),262373.00
Total Output Tokens (tokens),79952.00
Total Reasoning Tokens (tokens),182421.00
Total Token Throughput (tokens/sec),3955.61
Total Usage Completion Tokens (tokens),262373.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),137977.00
Total Usage Reasoning Tokens (tokens),182421.00
Total Usage Total Tokens (tokens),400350.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
