Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2611.20,0.00,5815.84,,,,,,2767.98,,4814.26,4952.81,5131.47,1616.75
Active Decode Throughput Per User (tokens/sec/user),76.85,0.00,232.11,,,,,,76.56,,98.16,106.91,109.84,18.86
Active Prefill Throughput (tokens/sec),3233.74,48.98,11596.62,,,,,,2916.27,,6084.50,7179.42,9681.37,2159.30
Active Prefill Throughput Per User (tokens/sec/user),1773.17,48.98,3183.38,,,,,,1892.17,,2916.27,3042.25,3183.38,919.17
Active Total Throughput (tokens/sec),3963.82,64.71,14066.33,,,,,,4138.76,,8038.01,8999.45,12092.29,2920.31
Credit-to-Start Latency (ms),1.78,0.40,40.49,284.10,0.47,0.57,0.72,0.87,1.26,2.05,2.83,3.17,4.20,3.18
Decode Duration (ms),23556.03,2544.89,64983.39,3768964.14,2963.83,3888.31,6406.29,11210.70,21634.90,34262.20,43337.48,48644.06,55609.14,14288.67
E2E Output Token Throughput (tokens/sec/user),68.31,37.42,114.38,10929.27,41.31,50.85,54.94,59.31,67.85,75.40,84.30,87.84,102.92,12.72
Effective Concurrency,38.20,0.00,64.00,,,,,,42.00,,64.00,64.00,64.00,22.54
Effective Decode Concurrency,36.91,0.00,64.00,,,,,,40.00,,63.00,64.00,64.00,22.06
Effective Decode Throughput (tokens/sec),2597.11,0.00,5815.84,,,,,,2760.61,,4812.44,4950.03,5131.47,1623.69
Effective Decode Throughput Per User (tokens/sec/user),76.43,0.00,232.11,,,,,,76.53,,98.10,106.88,109.84,19.63
Effective Latency (CO-aware) (ms),24387.32,3219.36,65990.47,3901971.25,3881.73,4579.16,7170.99,12175.88,22718.49,35876.05,44192.88,49642.31,56580.07,14348.06
Effective Prefill Concurrency,1.29,0.00,64.00,,,,,,0.00,,3.00,3.00,5.00,5.67
Effective Prefill Throughput (tokens/sec),1366.48,0.00,11596.62,,,,,,0.00,,4644.46,5903.86,8819.46,2126.46
Effective Prefill Throughput Per User (tokens/sec/user),749.29,0.00,3183.38,,,,,,0.00,,2533.56,2903.19,3183.38,1060.28
Effective Total Throughput (tokens/sec),3963.59,0.00,14066.33,,,,,,4138.76,,8038.01,8999.45,12092.29,2920.38
