Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6035.57,0.00,8530.13,,,,,,7048.59,,7356.00,7446.01,7731.33,2230.79
Active Decode Throughput Per User (tokens/sec/user),119.38,0.00,365.20,,,,,,114.96,,127.62,156.68,179.84,13.72
Active Prefill Throughput (tokens/sec),376.42,10.13,1667.08,,,,,,284.87,,794.89,1149.77,1372.56,311.15
Active Prefill Throughput Per User (tokens/sec/user),152.66,10.13,847.80,,,,,,124.08,,274.51,346.91,512.00,95.77
Active Total Throughput (tokens/sec),6268.37,10.13,8582.05,,,,,,7298.25,,7645.59,7793.71,8166.23,2327.97
Credit-to-Start Latency (ms),1.52,0.53,4.29,776.88,0.61,0.71,0.79,0.96,1.31,2.14,2.54,2.76,3.18,0.70
Decode Duration (ms),17196.73,1096.53,52763.15,8804723.66,2604.69,3649.00,4785.57,7237.82,13334.83,28622.47,35370.02,38146.81,43383.43,11917.33
E2E Output Token Throughput (tokens/sec/user),108.72,43.38,134.74,55664.86,65.38,83.06,91.67,102.76,111.54,117.81,122.00,126.34,131.83,13.64
Effective Concurrency,54.88,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,19.38
Effective Decode Concurrency,52.31,0.00,64.00,,,,,,62.00,,64.00,64.00,64.00,19.96
Effective Decode Throughput (tokens/sec),6022.17,0.00,8530.13,,,,,,7047.07,,7355.92,7445.72,7731.33,2246.35
Effective Decode Throughput Per User (tokens/sec/user),119.11,0.00,365.20,,,,,,114.94,,127.62,156.60,179.76,14.81
Effective Latency (CO-aware) (ms),18050.30,1546.85,53309.07,9241752.44,3194.83,4778.96,5798.30,8285.23,14052.49,29216.78,36243.15,39116.37,44292.08,11878.50
Effective Prefill Concurrency,2.57,0.00,64.00,,,,,,1.00,,4.00,5.00,63.00,8.36
Effective Prefill Throughput (tokens/sec),245.99,0.00,1667.08,,,,,,141.95,,628.39,931.60,1294.41,308.79
Effective Prefill Throughput Per User (tokens/sec/user),99.77,0.00,847.80,,,,,,93.07,,236.78,297.94,480.37,106.16
Effective Total Throughput (tokens/sec),6268.16,0.00,8582.05,,,,,,7298.25,,7645.59,7793.71,8166.23,2328.22
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,348.17,23.00,1054.00,178263.00,53.22,74.55,97.20,147.00,268.00,575.75,723.00,773.50,869.56,241.11
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.56,0.00,75.27,285.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,5.90,4.73
HTTP Connection Overhead (ms),0.83,0.00,149.59,425.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,10.73,7.53
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),150.22,10.95,452.56,76914.18,23.91,33.09,42.80,64.16,116.16,247.09,310.89,333.43,373.65,103.22
HTTP Data Sent (KB),0.36,0.18,1.95,181.87,0.19,0.20,0.21,0.25,0.31,0.39,0.56,0.68,0.91,0.18
HTTP DNS Lookup (ms),0.27,0.00,74.32,139.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.61,3.36
HTTP Duration (excl. conn) (ms),18048.71,1545.90,53306.81,9240939.70,3193.81,4777.20,5795.88,8284.05,14050.55,29214.99,36242.14,39114.43,44290.95,11878.50
HTTP Receiving (ms),17203.95,1096.53,52763.16,8808419.92,2604.70,3648.99,4785.57,7243.47,13334.83,28622.48,35370.03,38146.81,43383.43,11913.99
HTTP Sending (ms),0.72,0.11,75.49,367.57,0.12,0.12,0.12,0.13,0.15,0.16,0.32,3.42,6.17,4.74
HTTP Total Time (ms),18049.54,1545.90,53306.81,9241365.58,3193.81,4777.20,5795.88,8308.87,14050.55,29214.99,36242.14,39114.43,44291.00,11879.17
HTTP Waiting (TTFB) (ms),844.05,367.61,3365.89,432152.21,436.56,442.26,445.06,490.83,542.65,593.72,3036.81,3095.71,3146.61,841.70
Input Sequence Length (tokens),80.90,18.00,768.00,41421.00,24.00,30.00,33.00,44.00,61.00,89.00,148.80,208.70,335.92,72.80
Inter Chunk Latency (ms),49.56,23.17,113.06,8804723.66,43.71,47.68,48.65,49.29,49.70,50.08,50.51,50.83,51.87,2.70
Inter Token Latency (ms),8.60,7.08,12.88,4401.75,7.32,7.49,7.71,8.06,8.43,9.00,9.68,10.15,11.29,0.82
Output Sequence Length (tokens),1981.53,126.00,4096.00,1014541.00,272.99,442.95,582.40,847.75,1584.50,3282.00,4096.00,4096.00,4096.00,1315.67
Output Token Count (tokens),422.66,1.00,1290.00,183859.00,67.76,142.00,185.40,260.00,365.00,558.50,699.60,817.20,1121.50,220.85
Output Token Throughput Per User (tokens/sec/user),117.29,77.61,141.33,60052.73,88.62,98.48,103.35,111.11,118.58,124.14,129.77,133.50,136.69,10.32
Prefill Throughput Per User (tokens/sec/user),140.50,6.90,1194.48,71935.39,10.00,15.49,28.12,69.89,106.16,165.46,283.46,397.74,668.80,128.82
Reasoning Token Count (tokens),1622.43,66.00,4096.00,830682.00,169.76,284.30,370.10,575.00,1082.00,2453.75,4096.00,4096.00,4096.00,1339.59
Request Latency (ms),18041.57,1545.97,53306.87,9237281.94,3193.88,4749.76,5795.80,8240.70,14025.24,29215.06,36242.20,39114.49,44291.02,11881.84
Time to First Output Token (ms),11184.95,1048.82,43420.90,4854269.76,2043.24,2985.79,3759.16,5335.84,8405.58,13582.07,24881.72,30084.50,36407.55,8330.30
Time to First Token (ms),844.84,367.90,3366.81,432558.28,436.78,442.48,445.25,491.06,542.86,593.96,3040.82,3099.25,3150.51,843.20
Time to Second Token (ms),50.29,29.78,61.65,25746.35,45.63,47.84,48.60,49.17,49.51,49.95,56.59,58.88,59.48,3.08
Tokens In Flight (tokens),80415.68,0.00,125339.40,,,,,,92979.91,,105928.90,114273.82,121278.53,30774.03
Usage Completion Tokens (tokens),1981.53,126.00,4096.00,1014541.00,272.99,442.95,582.40,847.75,1584.50,3282.00,4096.00,4096.00,4096.00,1315.67
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),80.90,18.00,768.00,41421.00,24.00,30.00,33.00,44.00,61.00,89.00,148.80,208.70,335.92,72.80
Usage Reasoning Tokens (tokens),1622.43,66.00,4096.00,830682.00,169.76,284.30,370.10,575.00,1082.00,2453.75,4096.00,4096.00,4096.00,1339.59
Usage Total Tokens (tokens),2062.43,150.00,4808.00,1055962.00,302.41,492.75,624.80,888.50,1653.00,3377.00,4187.00,4254.00,4371.91,1346.51

Metric,Value
Benchmark Duration (sec),168.38
Input Token Throughput (tokens/sec),245.99
Output Token Throughput (tokens/sec),6025.21
Overall Usage Prompt Cache Read % (%),0.00
Request Count,512.00
Request Throughput (requests/sec),3.04
Total Input Sequence Length (tokens),41421.00
Total Output Sequence Length (tokens),1014541.00
Total Output Tokens (tokens),183859.00
Total Reasoning Tokens (tokens),830682.00
Total Token Throughput (tokens/sec),6271.20
Total Usage Completion Tokens (tokens),1014541.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),41421.00
Total Usage Reasoning Tokens (tokens),830682.00
Total Usage Total Tokens (tokens),1055962.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
