Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),6592.74,0.00,11786.84,,,,,,6851.01,,8705.20,9379.16,10074.40,1963.59
Active Decode Throughput Per User (tokens/sec/user),39.97,0.00,283.21,,,,,,36.67,,52.67,71.25,89.01,13.18
Active Prefill Throughput (tokens/sec),122.86,0.33,6066.57,,,,,,115.46,,131.47,161.12,375.08,169.85
Active Prefill Throughput Per User (tokens/sec/user),0.39,0.31,36.70,,,,,,0.37,,0.40,0.47,1.02,0.34
Active Total Throughput (tokens/sec),6700.66,26.97,10699.08,,,,,,7005.19,,8419.74,8914.63,10323.25,1980.04
Credit-to-Start Latency (ms),1.97,0.32,22.45,8081.33,0.39,0.60,0.80,1.01,1.34,2.37,3.62,4.08,13.77,2.03
Decode Duration (ms),44738.68,2304.98,366926.27,183249634.18,4266.30,6132.49,7436.71,10945.96,21144.45,68216.08,102146.95,150062.88,270250.37,53269.19
E2E Output Token Throughput (tokens/sec/user),15.95,0.88,89.34,65322.07,2.81,3.96,5.02,7.39,11.64,20.77,29.14,39.06,69.70,13.24
Effective Concurrency,451.26,0.00,512.00,,,,,,512.00,,512.00,512.00,512.00,146.23
Effective Decode Concurrency,175.70,0.00,245.00,,,,,,187.00,,215.00,221.00,232.00,47.90
Effective Decode Throughput (tokens/sec),6590.53,0.00,11786.84,,,,,,6850.95,,8705.18,9379.16,10074.40,1966.96
Effective Decode Throughput Per User (tokens/sec/user),39.95,0.00,283.21,,,,,,36.67,,52.66,71.25,89.01,13.20
Effective Latency (CO-aware) (ms),114937.65,3014.76,434813.79,470784594.90,10031.63,36559.67,61425.32,78106.93,101221.29,139612.58,187231.52,236020.82,339190.33,61001.72
Effective Prefill Concurrency,275.56,0.00,512.00,,,,,,318.00,,344.00,356.00,369.00,110.10
Effective Prefill Throughput (tokens/sec),110.09,0.00,6066.57,,,,,,113.58,,131.06,136.43,343.66,165.10
Effective Prefill Throughput Per User (tokens/sec/user),0.35,0.00,36.70,,,,,,0.37,,0.40,0.44,0.93,0.34
Effective Total Throughput (tokens/sec),6700.61,0.00,10699.08,,,,,,7005.19,,8419.74,8914.63,10323.25,1980.11
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,409.60,35.00,1291.00,1677705.00,60.95,87.00,103.50,148.00,246.00,613.50,1027.00,1089.25,1160.05,344.88
HTTP Chunks Sent,1.00,1.00,1.00,4096.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.21,0.00,26.05,862.08,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.78,3.18,1.49
HTTP Connection Overhead (ms),0.22,0.00,29.50,910.40,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.78,3.18,1.57
HTTP Connection Reused (ratio),0.88,0.00,1.00,3600.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.33
HTTP Data Received (KB),176.84,16.18,554.17,724322.01,27.37,38.45,45.59,64.90,106.72,264.97,441.47,467.72,497.69,147.92
HTTP Data Sent (KB),0.23,0.19,0.34,958.44,0.20,0.21,0.21,0.22,0.23,0.24,0.26,0.28,0.30,0.02
HTTP DNS Lookup (ms),0.01,0.00,3.58,48.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
HTTP Duration (excl. conn) (ms),114935.61,3013.83,434811.53,470776246.50,10030.91,36558.43,61423.94,78105.64,101218.95,139611.69,187229.46,236018.33,339188.56,61001.71
HTTP Receiving (ms),44750.47,2304.97,366926.28,183297913.90,4314.05,6133.77,7450.87,10969.85,21158.31,68216.09,102147.00,150062.96,270250.37,53266.43
HTTP Sending (ms),0.35,0.06,26.30,1432.21,0.11,0.12,0.12,0.13,0.14,0.15,0.34,0.88,3.26,1.49
HTTP Total Time (ms),114935.83,3014.15,434811.53,470777156.90,10031.21,36559.67,61423.94,78105.64,101218.95,139611.69,187229.46,236018.33,339188.56,61001.57
HTTP Waiting (TTFB) (ms),70184.79,341.88,217163.61,287476900.40,705.24,12482.23,41595.94,57541.06,70743.64,86218.35,101928.87,110449.86,127486.19,26603.50
Input Sequence Length (tokens),28.04,20.00,59.00,114847.00,20.95,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.00,4.64
Inter Chunk Latency (ms),109.55,18.96,200662.15,183249634.18,57.94,61.54,63.41,68.33,72.71,76.25,79.52,81.40,85.04,1612.88
Inter Token Latency (ms),27.25,10.83,728.93,111635.34,12.35,13.81,14.47,15.92,17.63,20.39,44.00,78.09,186.80,37.02
Output Sequence Length (tokens),1679.58,151.00,4096.00,6879580.00,288.00,390.00,463.00,639.00,1040.00,2521.25,4096.00,4096.00,4096.00,1355.63
Output Token Count (tokens),328.38,1.00,1184.00,1107611.00,82.00,126.60,157.00,218.00,303.00,415.00,532.00,617.40,804.12,153.11
Output Token Throughput Per User (tokens/sec/user),52.44,1.37,92.30,214794.68,5.35,12.81,22.73,49.05,56.72,62.81,69.09,72.43,80.99,17.13
Prefill Throughput Per User (tokens/sec/user),1.82,0.12,87.69,7459.68,0.20,0.24,0.26,0.32,0.39,0.50,0.72,2.32,40.40,7.22
Reasoning Token Count (tokens),1409.17,89.00,4096.00,5771969.00,128.00,181.00,233.00,353.00,665.00,2058.50,4096.00,4096.00,4096.00,1437.11
Request Latency (ms),114923.89,3013.90,434811.59,470728253.09,9981.12,36558.47,61424.00,78094.50,101219.01,139611.75,187229.52,236018.38,339188.63,61004.09
Time to First Output Token (ms),94465.42,2072.87,420018.52,317876126.20,5737.73,25218.18,52337.76,70031.36,85979.91,109891.64,141175.31,184456.32,295493.34,48734.61
Time to First Token (ms),70185.21,342.13,217163.81,287478618.91,706.20,12483.32,41596.24,57541.26,70743.84,86218.55,101929.08,110450.07,127486.37,26603.21
Time to Second Token (ms),330.14,30.36,32699.13,1352255.33,57.98,60.29,62.40,66.79,71.35,75.21,78.98,80.71,12471.82,2059.96
Tokens In Flight (tokens),244979.46,0.00,326754.94,,,,,,259582.32,,291461.90,299063.09,310359.38,61945.04
Usage Completion Tokens (tokens),1679.58,151.00,4096.00,6879580.00,288.00,390.00,463.00,639.00,1040.00,2521.25,4096.00,4096.00,4096.00,1355.63
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),28.04,20.00,59.00,114847.00,20.95,23.00,24.00,25.00,27.00,30.00,33.00,36.00,46.00,4.64
Usage Reasoning Tokens (tokens),1409.17,89.00,4096.00,5771969.00,128.00,181.00,233.00,353.00,665.00,2058.50,4096.00,4096.00,4096.00,1437.11
Usage Total Tokens (tokens),1707.62,172.00,4147.00,6994427.00,312.00,415.75,488.50,667.00,1066.00,2547.25,4125.00,4127.00,4137.00,1356.73

Metric,Value
Benchmark Duration (sec),1043.23
Input Token Throughput (tokens/sec),110.09
Output Token Throughput (tokens/sec),6594.45
Overall Usage Prompt Cache Read % (%),0.00
Request Count,4096.00
Request Throughput (requests/sec),3.93
Total Input Sequence Length (tokens),114847.00
Total Output Sequence Length (tokens),6879580.00
Total Output Tokens (tokens),1107611.00
Total Reasoning Tokens (tokens),5771969.00
Total Token Throughput (tokens/sec),6704.54
Total Usage Completion Tokens (tokens),6879580.00
Total Usage Prompt Cache Read Tokens (tokens),0.00
Total Usage Prompt Tokens (tokens),114847.00
Total Usage Reasoning Tokens (tokens),5771969.00
Total Usage Total Tokens (tokens),6994427.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
