Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1263.17,0.00,2062.79,,,,,,1329.82,,1699.85,1757.38,1812.26,424.27
Active Decode Throughput Per User (tokens/sec/user),93.48,0.00,269.51,,,,,,92.37,,109.15,112.12,116.05,11.85
Active Prefill Throughput (tokens/sec),1928.37,51.80,6163.97,,,,,,2030.38,,3346.11,4508.86,6163.97,1421.38
Active Prefill Throughput Per User (tokens/sec/user),1580.55,51.80,3346.11,,,,,,1676.78,,2974.56,3214.09,3346.11,1094.53
Active Total Throughput (tokens/sec),1921.79,67.93,7423.23,,,,,,1469.50,,4000.68,4680.92,6253.89,1344.40
Credit-to-Start Latency (ms),1.52,0.33,5.57,243.57,0.39,0.49,0.63,0.85,1.31,2.01,2.65,2.93,3.75,0.86
Decode Duration (ms),18348.07,1449.13,48368.47,2935691.50,2000.32,2746.67,3719.43,7961.50,16930.41,27271.77,36387.74,38884.58,46402.98,12187.51
E2E Output Token Throughput (tokens/sec/user),94.90,47.69,150.01,15184.16,49.08,56.70,67.50,77.20,91.00,112.74,129.76,133.39,140.17,23.39
Effective Concurrency,14.07,0.00,16.00,,,,,,16.00,,16.00,16.00,16.00,4.34
Effective Decode Concurrency,13.60,0.00,16.00,,,,,,15.00,,16.00,16.00,16.00,4.30
Effective Decode Throughput (tokens/sec),1259.38,0.00,2062.79,,,,,,1329.43,,1699.53,1757.32,1812.26,429.22
Effective Decode Throughput Per User (tokens/sec/user),93.20,0.00,269.51,,,,,,92.26,,109.12,112.12,116.04,12.89
Effective Latency (CO-aware) (ms),18998.91,1914.77,48907.05,3039825.17,2707.97,3527.51,4263.44,8594.45,17541.50,27776.89,36903.09,39511.24,47230.29,12220.32
Effective Prefill Concurrency,0.48,0.00,16.00,,,,,,0.00,,1.00,2.00,2.00,1.11
Effective Prefill Throughput (tokens/sec),662.36,0.00,6163.97,,,,,,0.00,,2741.43,3224.83,5083.70,1237.94
Effective Prefill Throughput Per User (tokens/sec/user),542.89,0.00,3346.11,,,,,,0.00,,2458.37,2814.89,3230.22,987.33
Effective Total Throughput (tokens/sec),1921.74,0.00,7423.23,,,,,,1469.50,,4000.68,4680.92,6253.89,1344.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,447.57,36.00,1162.00,71611.00,48.54,67.80,90.40,191.50,407.50,666.25,883.60,957.05,1139.17,298.08
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),193.15,16.69,498.62,30904.36,22.04,30.74,40.76,82.85,176.17,286.27,376.98,409.32,487.21,127.81
HTTP Data Sent (KB),3.72,0.19,18.23,595.45,0.22,0.24,0.26,0.34,1.45,6.44,10.47,12.61,16.72,4.42
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),18997.32,1914.29,48905.99,3039571.09,2706.79,3527.04,4260.23,8593.49,17539.74,27775.12,36901.38,39508.38,47227.88,12219.99
HTTP Receiving (ms),18353.59,1449.13,48368.48,2936573.68,2000.33,2786.61,3722.12,7961.51,16930.42,27271.78,36387.78,38884.59,46403.02,12184.41
HTTP Sending (ms),0.15,0.11,0.25,23.27,0.11,0.12,0.12,0.12,0.14,0.15,0.18,0.22,0.23,0.03
HTTP Total Time (ms),18997.32,1914.29,48905.99,3039571.09,2706.79,3527.04,4260.23,8593.49,17539.74,27775.12,36901.38,39508.38,47227.88,12219.99
HTTP Waiting (TTFB) (ms),643.59,366.25,1398.64,102974.15,369.63,404.20,410.34,453.67,572.70,765.26,959.49,1118.56,1322.08,231.18
Input Sequence Length (tokens),894.02,24.00,4244.00,143043.00,25.18,30.95,34.00,50.00,329.50,1504.50,2434.20,3191.25,4159.82,1110.01
Inter Chunk Latency (ms),41.10,22.91,86.15,2935691.50,32.11,37.26,39.71,40.85,41.34,41.74,42.54,43.59,45.87,2.50
Inter Token Latency (ms),10.64,6.21,19.87,1701.62,6.25,6.61,7.04,8.19,10.14,12.65,14.33,15.99,19.37,3.08
Output Sequence Length (tokens),1700.85,207.00,4096.00,272136.00,255.18,363.55,437.80,854.25,1516.50,2385.50,3382.20,4096.00,4096.00,1074.57
Output Token Count (tokens),529.83,11.00,1855.00,79474.00,13.49,23.45,40.80,136.00,372.00,834.50,1177.60,1382.50,1646.32,448.13
Output Token Throughput Per User (tokens/sec/user),101.61,50.34,161.12,16257.34,51.65,62.58,69.79,79.03,98.59,122.04,142.01,151.25,160.03,27.59
Prefill Throughput Per User (tokens/sec/user),1105.42,39.20,3346.11,176867.79,42.88,58.06,67.83,101.96,676.83,2034.15,2761.33,2982.45,3238.58,1090.96
Reasoning Token Count (tokens),1204.14,31.00,4096.00,192662.00,96.59,218.80,285.30,613.75,938.00,1403.00,2606.30,4096.00,4096.00,1000.89
Request Latency (ms),18991.88,1914.35,48906.06,3038700.36,2706.87,3524.99,4260.29,8593.57,17539.82,27775.18,36901.45,39508.44,47227.91,12223.06
Time to First Output Token (ms),11221.91,737.09,39277.61,1683286.57,1241.15,2681.93,3298.63,5113.97,10371.78,14957.96,19846.97,26120.33,33467.22,7272.63
Time to First Token (ms),643.81,366.42,1398.86,103008.86,369.85,404.38,410.52,453.87,572.91,765.56,959.69,1118.77,1322.31,231.19
Time to Second Token (ms),40.27,23.75,44.10,6442.60,30.48,38.05,38.72,39.57,40.59,41.39,42.12,42.44,43.36,2.29
Tokens In Flight (tokens),31259.45,0.00,63231.94,,,,,,34096.60,,45146.08,52821.53,60351.12,13224.12
Usage Completion Tokens (tokens),1700.85,207.00,4096.00,272136.00,255.18,363.55,437.80,854.25,1516.50,2385.50,3382.20,4096.00,4096.00,1074.57
Usage Prompt Cache Read Tokens (tokens),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Usage Prompt Tokens (tokens),894.02,24.00,4244.00,143043.00,25.18,30.95,34.00,50.00,329.50,1504.50,2434.20,3191.25,4159.82,1110.01
Usage Reasoning Tokens (tokens),1204.14,31.00,4096.00,192662.00,96.59,218.80,285.30,613.75,938.00,1403.00,2606.30,4096.00,4096.00,1000.89
Usage Total Tokens (tokens),2594.87,289.00,8255.00,415179.00,293.95,490.00,620.90,1212.50,2163.00,3913.25,5117.70,5672.05,7942.82,1756.57

Metric,Value
Benchmark Duration (sec),215.95
Input Token Throughput (tokens/sec),662.36
Output Token Throughput (tokens/sec),1260.12
Overall Usage Prompt Cache Read % (%),0.00
Request Count,160.00
Request Throughput (requests/sec),0.74
Total Input Sequence Length (tokens),143043.00
Total Output Sequence Length (tokens),272136.00
Total Output Tokens (tokens),79474.00
