Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1260.44,0.00,2556.67,,,,,,840.06,,1952.87,1990.79,2081.10,552.24
Active Decode Throughput Per User (tokens/sec/user),51.84,0.00,204.84,,,,,,34.04,,80.57,82.40,86.74,23.20
Active Prefill Throughput (tokens/sec),11021.04,55.24,84068.09,,,,,,10833.53,,11908.57,12522.89,30198.09,4869.04
Active Prefill Throughput Per User (tokens/sec/user),50.41,41.36,1245.31,,,,,,48.12,,54.90,55.49,129.79,17.92
Active Total Throughput (tokens/sec),12217.60,64.35,84068.09,,,,,,12142.97,,13296.12,14012.68,31433.83,4916.66
Credit-to-Start Latency (ms),1.53,0.51,22.99,3123.79,0.72,0.96,1.10,1.31,1.44,1.58,1.82,2.23,3.25,0.95
Decode Duration (ms),18361.85,1102.68,57535.06,37605075.03,3720.09,8367.00,10532.13,13811.38,17473.07,21623.76,26560.34,31938.47,42721.95,7273.79
E2E Output Token Throughput (tokens/sec/user),6.27,0.26,78.64,12846.30,1.16,2.52,3.66,4.72,5.26,5.70,6.49,11.74,45.21,6.62
Effective Concurrency,242.62,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,45.65
Effective Decode Concurrency,24.53,0.00,29.00,,,,,,25.00,,26.00,27.00,28.00,2.20
Effective Decode Throughput (tokens/sec),1258.38,0.00,2556.67,,,,,,839.51,,1952.81,1990.75,2080.98,554.14
Effective Decode Throughput Per User (tokens/sec/user),51.76,0.00,204.84,,,,,,34.02,,80.57,82.40,86.73,23.27
Effective Latency (CO-aware) (ms),181626.63,3948.87,248070.37,371971338.83,21524.33,75435.37,153030.02,174649.57,188032.27,203154.57,217439.98,225863.93,238179.50,40272.31
Effective Prefill Concurrency,218.09,0.00,256.00,,,,,,231.00,,233.00,233.00,234.00,45.01
Effective Prefill Throughput (tokens/sec),10959.19,0.00,84068.09,,,,,,10829.20,,11908.57,12504.61,29756.27,4924.66
Effective Prefill Throughput Per User (tokens/sec/user),50.13,0.00,1245.31,,,,,,48.09,,54.90,55.49,128.04,18.27
Effective Total Throughput (tokens/sec),12217.57,0.00,84068.09,,,,,,12142.97,,13296.12,14012.68,31433.83,4916.69
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,287.44,20.00,531.00,588680.00,60.41,153.35,207.00,259.00,296.00,328.00,355.00,375.00,434.12,66.68
HTTP Chunks Sent,1.00,1.00,1.00,2048.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.36,0.00,29.37,739.99,0.00,0.00,0.00,0.00,0.00,0.00,0.55,2.38,6.62,1.76
HTTP Connection Overhead (ms),0.40,0.00,33.82,823.59,0.00,0.00,0.00,0.00,0.00,0.00,0.55,2.38,9.24,2.00
HTTP Connection Reused (ratio),0.88,0.00,1.00,1808.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32
HTTP Data Received (KB),124.06,9.56,224.27,254077.12,27.05,66.66,89.57,112.19,128.06,141.26,152.65,160.63,185.24,28.28
HTTP Data Sent (KB),35.07,31.88,37.72,71814.04,32.74,33.56,33.92,34.53,35.03,35.60,36.19,36.64,37.38,0.92
HTTP DNS Lookup (ms),0.04,0.00,6.12,83.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46
