Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),2323.38,0.00,3388.43,,,,,,2773.02,,2966.71,3033.62,3141.93,887.15
Active Decode Throughput Per User (tokens/sec/user),90.03,0.00,279.50,,,,,,91.26,,98.37,101.81,137.10,16.91
Active Prefill Throughput (tokens/sec),462.67,13.01,1981.66,,,,,,418.22,,813.84,985.47,1302.87,277.29
Active Prefill Throughput Per User (tokens/sec/user),257.37,13.01,866.64,,,,,,242.30,,456.07,520.39,608.42,137.23
Active Total Throughput (tokens/sec),2527.62,13.01,4375.90,,,,,,2888.55,,3317.25,3433.71,3735.46,912.78
Credit-to-Start Latency (ms),1.56,0.58,12.89,400.54,0.59,0.65,0.71,0.85,1.04,1.73,3.38,3.83,5.51,1.40
Decode Duration (ms),16985.35,2333.33,54033.07,4348250.85,2867.12,3642.35,4355.52,5999.97,10248.97,21951.39,46775.93,48946.62,51306.60,15148.29
E2E Output Token Throughput (tokens/sec/user),84.01,30.67,102.35,21505.44,32.81,48.36,67.78,81.77,87.79,92.20,95.99,97.39,99.77,14.26
Effective Concurrency,27.55,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,8.78
Effective Decode Concurrency,25.99,0.00,32.00,,,,,,31.00,,32.00,32.00,32.00,9.18
Effective Decode Throughput (tokens/sec),2313.75,0.00,3388.43,,,,,,2772.00,,2966.55,3033.54,3141.93,897.79
Effective Decode Throughput Per User (tokens/sec/user),89.66,0.00,279.50,,,,,,91.25,,98.31,101.80,137.10,17.83
Effective Latency (CO-aware) (ms),18013.51,2892.51,57189.32,4611457.69,3350.82,4273.30,5055.12,6961.46,11576.35,23902.53,47240.35,49723.43,52349.86,15127.31
Effective Prefill Concurrency,1.56,0.00,32.00,,,,,,0.00,,3.00,3.00,29.00,4.58
Effective Prefill Throughput (tokens/sec),213.78,0.00,1981.66,,,,,,0.00,,674.25,809.23,1191.22,297.88
Effective Prefill Throughput Per User (tokens/sec/user),118.92,0.00,866.64,,,,,,0.00,,336.85,451.03,581.29,158.64
Effective Total Throughput (tokens/sec),2527.53,0.00,4375.90,,,,,,2888.55,,3317.25,3433.71,3735.46,912.89
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,356.45,51.00,1109.00,91250.00,61.00,72.75,81.50,118.25,205.50,461.25,991.50,1050.50,1090.60,326.32
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,4.41,64.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,4.30,0.98
HTTP Connection Overhead (ms),0.47,0.00,8.30,121.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.13,8.06,1.84
HTTP Connection Reused (ratio),0.94,0.00,1.00,240.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
