Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),166.52,0.00,2171.04,,,,,,164.38,,268.73,297.63,335.58,69.67
Active Decode Throughput Per User (tokens/sec/user),81.62,0.00,591.50,,,,,,81.27,,97.65,104.58,119.48,14.63
Active Prefill Throughput (tokens/sec),7691.00,157.34,28913.44,,,,,,7749.85,,9399.29,12190.68,23133.44,3300.68
Active Prefill Throughput Per User (tokens/sec/user),218.04,157.34,6556.59,,,,,,200.21,,226.37,315.26,683.91,134.69
Active Total Throughput (tokens/sec),7817.35,65.11,28913.44,,,,,,7905.61,,9477.47,12338.82,23225.21,3312.45
Credit Drop Latency (ms),1.04,0.52,1.87,20.72,0.53,0.55,0.55,0.67,0.95,1.20,1.69,1.79,1.85,0.43
Credit-to-Start Latency (ms),1.17,0.50,13.61,245.51,0.58,0.65,0.71,0.78,0.91,1.17,1.82,2.24,4.81,1.09
E2E Output Token Throughput (tokens/sec/user),3.66,0.02,65.20,767.78,0.04,0.26,0.33,0.52,1.15,3.45,6.54,13.94,38.77,7.89
Effective Concurrency,37.15,0.00,46.00,,,,,,41.00,,45.00,46.00,46.00,10.71
Effective Decode Concurrency,1.83,0.00,5.00,,,,,,2.00,,3.00,4.00,5.00,1.21
Effective Decode Throughput (tokens/sec),142.62,0.00,2171.04,,,,,,152.61,,251.75,294.45,333.29,86.99
Effective Decode Throughput Per User (tokens/sec/user),69.90,0.00,591.50,,,,,,77.90,,95.88,103.16,116.27,31.66
Effective Latency (CO-aware) (ms),325497.97,9290.79,1020668.03,68354574.23,38754.41,113871.52,205862.46,312363.32,341629.18,365329.62,388188.01,398473.86,459251.99,96377.36
Effective Prefill Concurrency,35.32,0.00,45.00,,,,,,39.00,,43.00,44.00,45.00,10.55
Effective Prefill Throughput (tokens/sec),7588.73,0.00,28913.44,,,,,,7724.84,,9399.29,12190.68,22727.52,3394.95
Effective Prefill Throughput Per User (tokens/sec/user),215.14,0.00,6556.59,,,,,,199.76,,226.37,297.33,683.91,136.11
Effective Total Throughput (tokens/sec),7731.35,0.00,28913.44,,,,,,7893.05,,9477.47,12338.82,22727.52,3393.60
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,478.50,3.00,18978.00,100484.00,5.36,37.00,44.00,62.00,130.00,400.25,814.70,1497.60,5316.13,1522.26
HTTP Chunks Sent,1.00,1.00,1.00,210.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.07,0.00,2.10,15.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,1.87,0.32
HTTP Connection Overhead (ms),0.12,0.00,3.76,24.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,3.32,0.55
HTTP Connection Reused (ratio),0.92,0.00,1.00,193.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.27
HTTP Data Received (KB),135.42,1.63,5374.59,28438.12,2.26,11.27,13.22,18.35,37.58,112.02,231.71,421.02,1487.72,429.60
HTTP Data Sent (KB),256.73,1.36,509.80,53913.22,11.22,71.21,81.01,168.73,258.48,350.55,405.23,446.10,504.78,121.68
HTTP DNS Lookup (ms),0.04,0.00,1.66,8.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.24
HTTP Duration (excl. conn) (ms),325496.74,9289.98,1020667.11,68354314.70,38752.88,113870.56,205861.60,312362.25,341628.13,365328.58,388186.93,398472.94,459250.29,96377.29
HTTP Receiving (ms),16017.29,104.29,647600.61,3363630.62,220.44,1202.30,1450.57,2187.86,4453.00,12738.52,26954.16,48093.54,167432.50,51495.37
HTTP Sending (ms),0.23,0.12,2.25,49.14,0.12,0.13,0.13,0.14,0.16,0.18,0.23,0.52,2.06,0.32
HTTP Total Time (ms),325496.85,9289.98,1020667.11,68354339.10,38752.88,113870.56,205861.60,312362.25,341628.13,365328.58,388186.93,398475.00,459250.29,96377.29
HTTP Waiting (TTFB) (ms),309479.21,6783.42,394787.75,64990634.94,27109.85,95218.23,201648.15,305269.42,333866.53,354775.04,370711.61,378294.55,392468.53,81082.43
Input Sequence Length (tokens),66491.79,344.00,131362.00,13963276.00,2967.27,18708.15,21055.90,43164.50,66840.50,91078.75,104818.10,114637.45,130271.15,31424.23
Inter Chunk Latency (ms),33.52,4.28,230.15,3360117.95,26.36,27.57,27.83,30.83,34.35,35.14,36.53,38.50,48.65,7.38
