Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),3919.38,0.00,5473.17,,,,,,4506.96,,4791.79,4864.20,4954.89,1320.30
Active Decode Throughput Per User (tokens/sec/user),69.42,0.00,261.16,,,,,,74.63,,77.40,80.90,100.39,17.91
Active Prefill Throughput (tokens/sec),5518.05,327.27,40966.13,,,,,,4353.59,,9785.35,11223.36,31676.13,4925.42
Active Prefill Throughput Per User (tokens/sec/user),1301.96,327.27,1745.76,,,,,,1330.68,,1505.79,1564.28,1653.11,207.61
Active Total Throughput (tokens/sec),8017.56,74.02,40966.13,,,,,,7244.22,,12687.17,14543.28,25948.60,4690.22
Credit-to-Start Latency (ms),1.37,0.66,3.56,703.60,0.78,0.97,1.06,1.20,1.31,1.43,1.74,2.23,2.65,0.36
Decode Duration (ms),14252.98,4508.75,23677.67,7297525.25,6128.55,10400.73,11490.34,13033.82,14477.11,15766.01,16959.39,17565.13,19297.91,2401.79
E2E Output Token Throughput (tokens/sec/user),65.22,40.52,91.55,33393.79,46.88,51.42,53.88,59.36,64.24,71.26,76.77,81.44,87.23,8.97
Effective Concurrency,60.44,0.00,64.00,,,,,,64.00,,64.00,64.00,64.00,12.29
Effective Decode Concurrency,56.67,0.00,64.00,,,,,,61.00,,64.00,64.00,64.00,13.18
Effective Decode Throughput (tokens/sec),3898.67,0.00,5473.17,,,,,,4504.39,,4791.28,4864.20,4953.57,1347.12
Effective Decode Throughput Per User (tokens/sec/user),69.05,0.00,261.16,,,,,,74.62,,77.39,80.83,100.39,18.56
Effective Latency (CO-aware) (ms),15205.43,5489.86,24469.93,7785180.14,6906.38,11266.37,12384.99,13879.71,15398.90,16814.87,17831.67,18878.05,20269.25,2453.82
Effective Prefill Concurrency,3.77,0.00,64.00,,,,,,2.00,,8.00,10.00,48.00,7.03
Effective Prefill Throughput (tokens/sec),4118.69,0.00,40966.13,,,,,,2985.69,,9048.86,10792.48,24733.07,4885.81
Effective Prefill Throughput Per User (tokens/sec/user),971.79,0.00,1745.76,,,,,,1254.08,,1489.74,1543.40,1617.92,594.16
Effective Total Throughput (tokens/sec),8017.36,0.00,40966.13,,,,,,7244.22,,12687.17,14543.28,25948.60,4690.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,262.57,85.00,420.00,134434.00,120.55,190.85,213.00,242.00,265.50,289.25,306.00,320.00,354.79,41.92
HTTP Chunks Sent,1.00,1.00,1.00,512.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,4.88,117.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,4.76,0.88
HTTP Connection Overhead (ms),0.34,0.00,8.94,175.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,8.62,1.48
HTTP Connection Reused (ratio),0.91,0.00,1.00,464.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.29
HTTP Data Received (KB),113.97,37.46,179.97,58351.73,52.66,82.84,93.73,105.52,115.28,125.28,132.32,138.01,152.59,17.79
HTTP Data Sent (KB),4.54,3.92,4.97,2321.96,4.12,4.25,4.32,4.43,4.55,4.65,4.74,4.79,4.90,0.17
HTTP DNS Lookup (ms),0.12,0.00,4.06,58.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,0.64
HTTP Duration (excl. conn) (ms),15203.98,5488.55,24468.67,7784439.96,6904.92,11265.06,12383.60,13878.34,15397.56,16813.60,17830.77,18876.69,20267.89,2453.82
HTTP Receiving (ms),14255.58,4558.88,23677.67,7298858.16,6128.56,10423.14,11490.34,13033.82,14477.11,15766.01,16959.39,17585.87,19297.91,2398.97
HTTP Sending (ms),0.39,0.07,5.12,197.90,0.11,0.12,0.12,0.13,0.15,0.16,0.31,2.43,4.99,0.91
HTTP Total Time (ms),15204.33,5488.55,24468.67,7784615.93,6904.92,11268.91,12383.60,13878.34,15400.19,16813.60,17831.16,18876.69,20276.38,2454.10
HTTP Waiting (TTFB) (ms),948.02,593.13,3162.46,485383.90,606.80,646.10,687.75,743.55,815.96,934.15,1217.00,1950.28,2694.79,428.49
Input Sequence Length (tokens),1036.00,1036.00,1036.00,530432.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,1036.00,0.00
Inter Chunk Latency (ms),54.50,22.49,383.12,7297525.25,44.22,47.79,48.92,49.46,49.92,50.85,52.44,54.63,167.42,21.64
Inter Token Latency (ms),14.64,10.20,23.15,7494.00,10.62,11.38,12.19,13.19,14.62,15.84,17.17,18.02,19.56,1.98
OSL Mismatch Diff % (%),-4.14,-72.85,0.00,-2117.19,-62.97,-39.50,-9.27,0.00,0.00,0.00,0.00,0.00,0.00,13.23
Output Sequence Length (tokens),981.66,278.00,1024.00,502608.00,379.20,619.55,929.10,1024.00,1024.00,1024.00,1024.00,1024.00,1024.00,135.49
Output Token Count (tokens),211.41,5.00,777.00,32134.00,15.67,65.55,79.00,117.25,199.50,276.75,357.00,406.90,596.94,121.29
Output Token Throughput Per User (tokens/sec/user),69.59,43.21,98.08,35631.78,51.11,55.49,58.23,63.13,68.39,75.83,82.01,87.84,94.19,9.55
Prefill Throughput Per User (tokens/sec/user),1211.54,327.27,1745.76,620306.45,383.79,530.63,851.15,1108.56,1269.30,1392.97,1505.93,1602.91,1706.80,290.37
Reasoning Token Count (tokens),918.89,126.00,1024.00,470474.00,181.00,289.00,617.30,927.25,1024.00,1024.00,1024.00,1024.00,1024.00,219.96
Request Latency (ms),15201.46,5438.48,24468.74,7783146.36,6904.99,11237.79,12383.66,13865.18,15397.62,16813.66,17830.83,18876.76,20268.07,2456.47
Time to First Output Token (ms),11586.46,2763.11,18212.58,1761141.19,3146.26,4120.35,4983.88,8465.37,12794.23,14952.97,15883.16,16149.10,17493.79,4108.74
Time to First Token (ms),948.48,593.44,3165.55,485621.11,607.00,646.32,687.94,743.73,816.20,934.54,1217.20,1952.41,2699.42,429.27
Time to Second Token (ms),49.97,28.12,220.71,25582.93,32.48,40.53,44.39,46.57,48.39,49.18,49.93,50.98,183.32,19.10
Tokens In Flight (tokens),90606.26,0.00,113210.30,,,,,,95467.41,,103565.69,105636.00,110192.81,18815.70
