Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),399.08,0.00,764.53,,,,,,403.05,,500.93,525.30,553.70,98.81
Active Decode Throughput Per User (tokens/sec/user),107.32,0.00,284.62,,,,,,107.72,,129.89,134.22,143.67,21.89
Active Prefill Throughput (tokens/sec),1325.66,32.69,4538.06,,,,,,1312.24,,2780.85,2962.61,3429.81,1104.85
Active Prefill Throughput Per User (tokens/sec/user),1227.69,32.69,3339.47,,,,,,1140.11,,2715.85,2925.60,3339.47,1042.38
Active Total Throughput (tokens/sec),607.30,118.01,4789.35,,,,,,425.52,,850.21,2275.63,3299.05,625.81
Credit-to-Start Latency (ms),1.62,0.41,4.63,258.76,0.44,0.52,0.72,0.91,1.45,2.09,2.83,3.26,4.09,0.85
Decode Duration (ms),15429.23,1705.75,42398.19,2468677.57,1846.30,2740.31,3631.94,6822.00,13988.51,22939.69,30648.16,32911.32,36830.70,9862.05
E2E Output Token Throughput (tokens/sec/user),103.84,60.90,144.90,16614.06,63.56,78.33,83.07,91.73,102.84,117.90,125.43,128.47,136.57,17.06
Effective Concurrency,3.89,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.47
Effective Decode Concurrency,3.71,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.61
Effective Decode Throughput (tokens/sec),398.65,0.00,764.53,,,,,,402.98,,500.88,525.24,553.70,99.62
Effective Decode Throughput Per User (tokens/sec/user),107.21,0.00,284.62,,,,,,107.70,,129.87,134.22,143.67,22.16
Effective Latency (CO-aware) (ms),16167.02,2385.39,43355.54,2586722.74,2426.37,3348.88,4242.54,7585.03,14744.77,23644.91,31464.33,34334.37,37347.48,9915.77
Effective Prefill Concurrency,0.18,0.00,4.00,,,,,,0.00,,1.00,1.00,2.00,0.43
Effective Prefill Throughput (tokens/sec),208.65,0.00,4538.06,,,,,,0.00,,510.88,1995.50,2925.60,652.06
Effective Prefill Throughput Per User (tokens/sec/user),193.23,0.00,3339.47,,,,,,0.00,,417.71,1837.02,2906.66,609.02
Effective Total Throughput (tokens/sec),607.30,0.00,4789.35,,,,,,425.52,,850.21,2275.63,3299.05,625.80
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,452.71,51.00,1259.00,72433.00,53.00,78.90,106.70,199.50,406.50,669.00,889.50,1016.10,1076.76,290.57
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),195.09,22.97,538.93,31214.25,23.78,34.97,46.73,85.75,175.67,289.08,382.18,437.31,462.73,124.69
HTTP Data Sent (KB),3.61,0.19,18.11,578.36,0.22,0.24,0.26,0.34,1.41,5.76,10.32,12.00,16.18,4.27
