Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),1906.66,0.00,3264.32,,,,,,2319.06,,2767.33,2830.81,2912.76,866.29
Active Decode Throughput Per User (tokens/sec/user),84.39,0.00,315.84,,,,,,80.50,,104.31,125.44,145.19,18.43
Active Prefill Throughput (tokens/sec),2410.88,28.46,8808.37,,,,,,2354.66,,4603.73,5350.15,6162.29,1581.19
Active Prefill Throughput Per User (tokens/sec/user),1618.08,28.46,3396.32,,,,,,1645.69,,2853.38,2981.14,3143.00,956.73
Active Total Throughput (tokens/sec),2899.49,49.36,10946.41,,,,,,2504.49,,5406.14,6467.58,8111.42,1962.07
Credit-to-Start Latency (ms),1.66,0.40,12.37,265.94,0.42,0.57,0.66,0.87,1.24,2.04,2.85,3.38,7.68,1.45
Decode Duration (ms),21168.97,1702.91,54509.32,3387034.53,2521.84,3309.55,4789.14,8821.07,18846.03,31186.98,39449.78,47123.68,52419.55,13803.99
E2E Output Token Throughput (tokens/sec/user),78.28,42.22,112.90,12524.93,46.46,58.61,62.42,67.34,77.89,88.69,96.14,100.41,109.12,14.05
Effective Concurrency,24.64,0.00,32.00,,,,,,32.00,,32.00,32.00,32.00,10.89
Effective Decode Concurrency,23.81,0.00,32.00,,,,,,30.00,,32.00,32.00,32.00,10.71
Effective Decode Throughput (tokens/sec),1898.12,0.00,3264.32,,,,,,2316.90,,2766.76,2830.59,2911.73,873.68
Effective Decode Throughput Per User (tokens/sec/user),84.02,0.00,315.84,,,,,,80.39,,104.24,124.04,145.19,19.24
Effective Latency (CO-aware) (ms),21919.30,2179.91,55541.34,3507088.69,3522.31,4224.15,5413.19,9484.81,19542.55,31696.39,40320.80,47856.39,53709.91,13825.12
Effective Prefill Concurrency,0.83,0.00,32.00,,,,,,0.00,,2.00,2.00,4.00,2.63
Effective Prefill Throughput (tokens/sec),1001.24,0.00,8808.37,,,,,,0.00,,3097.95,4232.04,5883.18,1565.15
Effective Prefill Throughput Per User (tokens/sec/user),671.99,0.00,3396.32,,,,,,0.00,,2468.24,2808.87,3100.24,1007.92
Effective Total Throughput (tokens/sec),2899.36,0.00,10946.41,,,,,,2504.49,,5406.14,6467.58,8111.42,1962.12
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,457.64,38.00,1199.00,73223.00,55.18,70.95,101.00,189.25,418.00,683.00,861.90,1006.40,1120.55,298.93
HTTP Chunks Sent,1.00,1.00,1.00,160.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.38,0.00,4.46,61.16,0.00,0.00,0.00,0.00,0.00,0.00,0.33,3.71,4.40,1.15
HTTP Connection Overhead (ms),0.71,0.00,8.38,113.66,0.00,0.00,0.00,0.00,0.00,0.00,0.60,6.82,8.28,2.15
HTTP Connection Reused (ratio),0.90,0.00,1.00,144.00,0.00,0.00,0.90,1.00,1.00,1.00,1.00,1.00,1.00,0.30
HTTP Data Received (KB),197.26,17.42,511.89,31561.37,24.69,31.42,43.72,82.83,179.76,292.05,373.98,432.63,483.60,128.29
HTTP Data Sent (KB),3.71,0.19,17.76,593.32,0.22,0.24,0.26,0.34,1.41,6.20,10.24,12.98,16.92,4.42
